General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Enzo Tchato,CMR,DF,19,2002,12.2,414,557,74.3,6287,2107,228,276,82.6,148,193,76.7,19,53,35.8,1,1.1,0.7,-0.1,5,26,6,5,34
Faitout Maouassa,FRA,"FW,DF",24,1998,21.4,436,651,67.0,7095,2881,246,309,79.6,131,177,74.0,43,109,39.4,5,2.2,1.9,2.8,23,30,13,8,51
Falaye Sacko,MLI,DF,27,1995,28.7,999,1240,80.6,15965,5374,499,565,88.3,392,467,83.9,72,142,50.7,3,1.1,1.2,1.9,19,57,11,4,76
Issiaga Sylla,GUI,DF,28,1994,14.5,647,817,79.2,10539,3906,326,378,86.2,251,310,81.0,51,82,62.2,3,2.0,0.8,1.0,17,50,12,4,82
Jonas Omlin,SUI,GK,28,1994,13.0,295,415,71.1,8042,5958,53,54,98.1,155,158,98.1,86,202,42.6,0,0.0,0.0,0.0,0,4,0,0,0
Jordan Ferri,FRA,MF,30,1992,30.4,1695,1989,85.2,30870,9895,716,793,90.3,705,785,89.8,213,310,68.7,2,3.0,3.3,-1.0,31,155,28,6,209
Joris Chotard,FRA,MF,20,2001,27.3,867,1092,79.4,15720,5467,354,414,85.5,364,425,85.6,110,183,60.1,6,3.5,2.7,2.5,27,89,19,3,105
Khalil Fayad,FRA,MF,18,2004,8.0,283,341,83.0,4478,1236,141,158,89.2,114,129,88.4,18,36,50.0,2,1.4,0.7,0.6,12,21,4,2,22
Léo Leroy,FRA,MF,22,2000,13.2,387,521,74.3,6219,2029,202,263,76.8,123,149,82.6,35,60,58.3,0,0.9,1.1,-0.9,11,34,10,2,61
Mamadou Sakho,FRA,DF,32,1990,8.5,397,459,86.5,6800,2504,157,175,89.7,205,227,90.3,21,39,53.8,0,0.2,0.4,-0.2,1,15,0,0,33
Matis Carvalho,POR,GK,23,1999,1.5,21,53,39.6,924,794,1,1,100.0,5,5,100.0,15,46,32.6,0,0.0,0.0,0.0,0,1,0,0,0
Maxime Estève,FRA,DF,20,2002,18.3,609,748,81.4,11413,3907,213,248,85.9,325,361,90.0,55,113,48.7,0,0.1,0.3,-0.1,1,38,0,0,44
Nicolas Cozza,FRA,DF,23,1999,14.2,429,592,72.5,7416,3170,204,248,82.3,182,235,77.4,30,70,42.9,1,0.8,0.8,0.2,7,27,7,3,48
Pedro Mendes,POR,DF,31,1990,0.1,1,3,33.3,10,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Sacha Delaye,FRA,"FW,MF",20,2002,0.2,8,14,57.1,86,52,6,8,75.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
Stephy Mavididi,ENG,FW,24,1998,14.3,236,318,74.2,3260,618,127,164,77.4,68,82,82.9,16,24,66.7,2,1.4,1.0,0.6,13,11,6,1,22
Thibault Tamas,FRA,DF,21,2001,0.1,5,7,71.4,71,29,2,2,100.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Théo Sainte-Luce,FRA,DF,23,1998,5.9,219,266,82.3,3223,1215,122,137,89.1,83,100,83.0,7,17,41.2,1,0.7,0.9,0.3,6,11,5,3,14
Téji Savanier,FRA,MF,30,1991,28.3,1185,1695,69.9,22639,8622,530,631,84.0,362,486,74.5,227,456,49.8,4,5.8,5.8,-1.8,56,172,48,11,205
Valère Germain,FRA,"FW,MF",32,1990,7.6,147,214,68.7,1794,407,96,133,72.2,34,46,73.9,3,6,50.0,0,0.6,0.5,-0.6,6,13,6,2,15
Wahbi Khazri,TUN,"FW,MF",31,1991,18.2,344,483,71.2,6049,1925,159,199,79.9,110,143,76.9,53,90,58.9,1,1.6,1.6,-0.6,19,41,12,2,49
