General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Arnaud Nordin,FRA,FW,24,1998,26.7,485,661,73.4,7015,1948,268,334,80.2,156,213,73.2,26,44,59.1,3,2.9,2.0,0.1,20,28,19,3,63
Arnaud Souquet,FRA,"DF,FW",30,1992,4.0,104,137,75.9,1509,690,65,75,86.7,29,40,72.5,4,10,40.0,0,0.5,0.3,-0.5,3,7,1,1,10
Axel Gueguin,FRA,"FW,MF",17,2005,0.3,7,11,63.6,106,35,4,6,66.7,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Benjamin Lecomte,FRA,GK,31,1991,19.0,411,643,63.9,12683,9750,53,53,100.0,171,177,96.6,186,409,45.5,0,0.1,0.0,-0.1,1,3,0,0,0
Bingourou Kamara,SEN,GK,25,1996,4.5,87,131,66.4,2374,1898,16,17,94.1,43,44,97.7,28,69,40.6,0,0.0,0.0,0.0,0,2,0,0,0
Boubakar Kouyaté,MLI,DF,25,1997,14.0,499,611,81.7,9797,3098,138,169,81.7,286,320,89.4,63,100,63.0,0,0.1,0.3,-0.1,2,24,0,0,27
Béni Makouana,CGO,"FW,MF",19,2002,2.2,15,38,39.5,146,43,10,20,50.0,2,10,20.0,0,0,,0,0.0,0.0,0.0,1,0,1,0,2
Cheikh Faye,SEN,FW,23,1999,0.4,5,9,55.6,62,17,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Christopher Jullien,FRA,DF,29,1993,29.9,884,1065,83.0,17736,6583,284,347,81.8,456,507,89.9,122,180,67.8,2,1.1,1.0,0.9,7,30,1,0,52
Elye Wahi,FRA,FW,19,2003,27.9,299,440,68.0,3580,635,166,233,71.2,71,103,68.9,8,14,57.1,5,3.6,2.0,1.4,22,17,6,0,25
