General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Aleksandar Dragović,AUT,DF,29,1991,18,11,1136,12.6,1,0,1,1,0,0,3,0,0.2,0.2,0.6,0.8,15,99,16,0.08,0.0,0.08,0.08,0.08,0.02,0.05,0.06,0.02,0.06
Charles Aránguiz,CHI,MF,31,1989,21,20,1669,18.5,0,0,0,0,0,0,4,0,0.6,0.6,0.6,1.1,11,119,18,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
Daley Sinkgraven,NED,DF,25,1995,22,19,1570,17.4,0,0,0,0,0,0,4,0,0.3,0.3,0.6,0.9,56,78,66,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
Demarai Gray,JAM,FW,24,1996,10,5,442,4.9,1,2,3,1,0,0,0,0,1.4,1.4,0.9,2.3,27,12,44,0.2,0.41,0.61,0.2,0.61,0.28,0.18,0.46,0.28,0.46
Edmond Tapsoba,BFA,DF,21,1999,31,29,2652,29.5,1,0,1,1,0,0,5,0,1.0,1.0,0.5,1.5,25,167,8,0.03,0.0,0.03,0.03,0.03,0.03,0.02,0.05,0.03,0.05
Emrehan Gedikli,GER,FW,17,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exequiel Palacios,ARG,MF,21,1998,9,7,572,6.4,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,4,34,5,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12
Florian Wirtz,GER,MF,17,2003,29,25,2224,24.7,5,6,11,5,0,0,1,0,4.0,4.0,3.4,7.4,54,114,154,0.2,0.24,0.45,0.2,0.45,0.16,0.14,0.3,0.16,0.3
Jeremie Frimpong,NED,"DF,FW",19,2000,10,4,436,4.8,0,0,0,0,0,0,1,0,0.2,0.2,0.9,1.1,30,29,47,0.0,0.0,0.0,0.0,0.0,0.03,0.19,0.22,0.03,0.22
