General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Abner,BRA,DF,22,2000,6.7,351,275,75,1,0,2,13,74,0,0,0,0,252,1,15
Aitor Ruibal,ESP,"DF,FW",26,1996,16.2,841,691,148,18,1,10,31,130,0,0,0,0,647,2,22
Andrés Guardado,MEX,MF,35,1986,15.3,870,806,63,45,3,14,9,11,7,1,5,0,739,1,14
Ayoze Pérez,ESP,"FW,MF",29,1993,15.4,391,372,14,2,2,0,7,5,0,0,0,0,308,5,15
Borja Iglesias,ESP,FW,29,1993,26.3,522,467,54,1,5,4,0,4,0,0,0,0,397,1,24
Claudio Bravo,CHI,GK,39,1983,12.0,392,241,148,47,0,2,0,0,0,0,0,0,232,3,0
Felix Garreta,ESP,DF,18,2004,1.0,40,38,1,1,0,0,0,0,0,0,0,0,34,1,0
Fran Delgado,ESP,DF,21,2001,0.1,8,7,1,0,0,0,1,1,0,0,0,0,7,0,0
Germán Pezzella,ARG,DF,31,1991,27.9,1312,1253,55,52,1,8,2,3,0,0,0,0,1129,4,7
Guido Rodríguez,ARG,MF,28,1994,31.9,1688,1596,86,84,3,20,9,2,0,0,0,0,1464,6,14
Joaquín,ESP,"MF,FW",41,1981,5.5,324,291,33,11,4,1,31,5,17,4,9,0,258,0,9
Juan Cruz,ESP,FW,22,2000,2.0,39,38,1,1,0,0,6,0,0,0,0,0,25,0,2
Juan Miranda,ESP,DF,22,2000,16.4,830,658,171,26,2,3,73,130,15,2,8,0,588,1,29
Juanmi,ESP,FW,29,1993,10.3,245,240,5,0,3,3,0,5,0,0,0,0,207,0,6
Loren Morón,ESP,FW,28,1993,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Luiz Felipe,ITA,DF,25,1997,19.6,884,843,39,36,0,9,2,3,0,0,0,0,753,2,11
Luiz Henrique,BRA,FW,21,2001,20.1,561,549,11,2,1,3,31,9,0,0,0,0,415,1,31
Martín Montoya,ESP,DF,31,1991,5.0,244,199,45,6,0,2,10,39,0,0,0,0,190,0,5
Nabil Fekir,FRA,MF,29,1993,10.7,484,416,66,27,2,3,48,4,33,13,16,0,378,2,7
Paul Akouokou,CIV,"MF,DF",24,1997,5.0,174,168,4,2,1,2,0,2,0,0,0,0,160,2,3
Roberto González,ESP,"FW,MF",21,2001,0.6,29,22,7,1,0,0,5,0,6,1,2,0,25,0,1
Rodri,ESP,"FW,MF",22,2000,17.8,858,832,19,9,6,5,47,8,2,1,0,0,732,7,22
Rui Silva,POR,GK,28,1994,26.0,886,562,320,106,1,1,0,0,0,0,0,0,593,4,0
Sergio Canales,ESP,"FW,MF",31,1991,26.7,1474,1324,134,51,13,14,135,7,72,24,36,1,1116,16,53
Víctor Ruiz,ESP,DF,33,1989,6.2,251,241,9,9,0,2,0,0,0,0,0,0,213,1,0
William Carvalho,POR,MF,30,1992,27.1,1745,1696,43,42,13,19,5,1,0,0,0,0,1510,6,20
Willian José,BRA,FW,30,1991,8.1,266,249,17,0,1,2,4,0,0,0,0,0,206,0,9
Youssouf Sabaly,SEN,DF,29,1993,18.7,949,769,176,19,0,1,17,157,0,0,0,0,780,4,25
Álex Moreno,ESP,DF,29,1993,15.0,695,541,153,13,0,5,28,140,0,0,0,0,525,1,25
Édgar González,ESP,DF,25,1997,19.7,892,867,22,22,0,2,0,0,0,0,0,0,792,3,7
