General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Ricardo Visus,ESP,DF,21,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
Roberto González,ESP,"FW,MF",21,2001,2,54,27,1.6,0.6,0,,0,2,27,1,3.0,1,0,1,1.67,1.56,2.2,0.3,1.9,3.17,3.18
Rodri,ESP,"FW,MF",22,2000,30,1601,53,46.8,17.8,19,68,3,11,28,7,1.63,20,15,5,0.28,0.28,21.9,22.7,-0.8,-0.04,-0.15
Rui Silva,POR,GK,28,1994,26,2340,90,68.4,26.0,26,90,26,0,,11,1.54,33,32,1,0.04,-0.29,34.5,35.1,-0.6,-0.02,-0.18
Sergio Canales,ESP,"FW,MF",31,1991,31,2402,77,70.2,26.7,28,82,14,3,40,0,1.52,31,28,3,0.11,-0.06,32.6,34.7,-2.1,-0.08,-0.38
Víctor Ruiz,ESP,DF,33,1989,10,560,56,16.4,6.2,5,90,5,5,22,14,2.0,8,8,0,0.0,-0.16,10.8,8.2,2.6,0.41,0.45
William Carvalho,POR,MF,30,1992,33,2438,74,71.3,27.1,31,77,14,2,22,0,1.7,34,24,10,0.37,0.83,37.9,32.0,5.9,0.21,0.64
Willian José,BRA,FW,30,1991,28,731,26,21.4,8.1,6,76,2,22,13,7,1.61,8,11,-3,-0.37,-0.64,10.5,12.3,-1.8,-0.22,-0.32
Youssouf Sabaly,SEN,DF,29,1993,23,1680,73,49.1,18.7,19,85,14,4,17,4,1.65,26,18,8,0.43,0.58,25.4,23.3,2.0,0.11,0.15
Álex Moreno,ESP,DF,29,1993,15,1350,90,39.5,15.0,15,90,15,0,,1,1.8,19,13,6,0.4,0.44,18.4,17.6,0.8,0.05,0.03
Édgar González,ESP,DF,25,1997,25,1772,71,51.8,19.7,18,88,16,7,27,10,1.72,28,20,8,0.41,0.57,27.8,26.2,1.6,0.08,0.1
