General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abner,BRA,DF,22,2000,13,607,47,17.7,6.7,7,74,3,6,15,8,1.08,7,10,-3,-0.44,-0.7,10.3,10.9,-0.6,-0.09,-0.15
Aitor Ruibal,ESP,"DF,FW",26,1996,26,1454,56,42.5,16.2,15,83,8,11,19,10,1.35,15,13,2,0.12,-0.01,20.6,22.0,-1.4,-0.09,-0.21
Andrés Guardado,MEX,MF,35,1986,26,1373,53,40.1,15.3,16,75,6,10,18,9,1.65,22,23,-1,-0.07,-0.33,20.3,21.5,-1.2,-0.08,-0.2
Ayoze Pérez,ESP,"FW,MF",29,1993,19,1386,73,40.5,15.4,17,79,5,2,21,0,1.53,18,17,1,0.06,-0.11,21.1,20.2,0.9,0.06,0.04
Borja Iglesias,ESP,FW,29,1993,35,2365,68,69.2,26.3,29,76,6,6,29,0,1.63,36,24,12,0.46,1.05,37.0,30.6,6.4,0.24,0.68
Claudio Bravo,CHI,GK,39,1983,12,1080,90,31.6,12.0,12,90,12,0,,21,1.67,13,9,4,0.33,0.29,16.8,14.9,1.9,0.16,0.18
Daniel Martín,ESP,GK,24,1998,0,,,,,0,,0,0,,29,,,,,,,,,,,
Felix Garreta,ESP,DF,18,2004,1,90,90,2.6,1.0,1,90,1,0,,3,1.0,0,0,0,0.0,-0.14,0.5,0.4,0.0,0.02,-0.01
Fran Delgado,ESP,DF,21,2001,1,12,12,0.4,0.1,0,,0,1,12,3,3.0,0,0,0,0.0,-0.13,0.3,0.0,0.3,2.49,2.47
Fran Vieites,ESP,GK,23,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Germán Pezzella,ARG,DF,31,1991,31,2511,81,73.4,27.9,29,83,22,2,48,2,1.52,33,28,5,0.18,0.18,36.2,36.5,-0.3,-0.01,-0.17
Guido Rodríguez,ARG,MF,28,1994,34,2872,84,84.0,31.9,33,86,27,1,45,1,1.56,38,32,6,0.19,0.35,41.4,41.2,0.1,0.0,-0.19
Joaquín,ESP,"MF,FW",41,1981,22,496,23,14.5,5.5,2,63,0,20,19,11,1.18,10,3,7,1.27,1.33,12.0,6.5,5.5,1.02,1.15
José Alonso Lara,ESP,MF,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Juan Cruz,ESP,FW,22,2000,6,178,30,5.2,2.0,1,63,0,5,23,12,1.33,5,2,3,1.52,1.46,3.6,1.6,2.0,1.02,1.04
Juan Miranda,ESP,DF,22,2000,21,1472,70,43.0,16.4,16,85,11,5,22,16,1.57,20,18,2,0.12,-0.02,23.0,21.5,1.5,0.09,0.1
Juanmi,ESP,FW,29,1993,22,925,42,27.0,10.3,9,75,3,13,19,3,1.68,18,18,0,0.0,-0.18,18.1,16.8,1.3,0.13,0.13
Loren Morón,ESP,FW,28,1993,2,15,8,0.4,0.2,0,,0,2,8,15,3.0,0,0,0,0.0,-0.13,0.3,0.0,0.3,1.76,1.73
Luiz Felipe,ITA,DF,25,1997,23,1763,77,51.5,19.6,22,79,16,1,16,3,1.35,23,23,0,0.0,-0.27,27.6,25.3,2.3,0.12,0.18
Luiz Henrique,BRA,FW,21,2001,33,1807,55,52.8,20.1,21,68,3,12,31,2,1.42,13,25,-12,-0.6,-1.55,20.2,29.3,-9.0,-0.45,-1.03
Martín Montoya,ESP,DF,31,1991,6,453,76,13.2,5.0,6,76,3,0,,28,1.17,6,10,-4,-0.79,-1.07,6.2,7.2,-1.0,-0.2,-0.27
Nabil Fekir,FRA,MF,29,1993,15,961,64,28.1,10.7,12,73,5,3,28,0,1.73,19,10,9,0.84,0.99,19.9,10.1,9.7,0.91,1.22
Paul Akouokou,CIV,"MF,DF",24,1997,12,447,37,13.1,5.0,3,89,2,9,20,19,1.67,2,6,-4,-0.81,-1.08,3.5,8.9,-5.4,-1.08,-1.28
