General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Abner,BRA,DF,22,2000,6.7,12,9,9,2,1,7,16,43.8,9,8,2,6,8,20,24,0
Aitor Ruibal,ESP,"DF,FW",26,1996,16.2,47,29,35,9,3,31,58,53.4,27,17,2,15,24,71,41,0
Andrés Guardado,MEX,MF,35,1986,15.3,41,25,17,20,4,18,43,41.9,25,14,5,9,23,64,29,0
Ayoze Pérez,ESP,"FW,MF",29,1993,15.4,31,15,9,16,6,10,40,25.0,30,22,0,22,13,44,5,0
Borja Iglesias,ESP,FW,29,1993,26.3,8,4,3,3,2,2,13,15.4,11,9,1,8,1,9,17,0
Claudio Bravo,CHI,GK,39,1983,12.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,1
Felix Garreta,ESP,DF,18,2004,1.0,1,0,0,1,0,0,0,,0,1,1,0,1,2,4,0
Fran Delgado,ESP,DF,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Germán Pezzella,ARG,DF,31,1991,27.9,41,28,32,9,0,26,38,68.4,12,32,15,17,50,91,129,1
Guido Rodríguez,ARG,MF,28,1994,31.9,115,75,59,50,6,54,101,53.5,47,58,14,44,42,157,76,1
Joaquín,ESP,"MF,FW",41,1981,5.5,3,3,2,1,0,1,3,33.3,2,7,2,5,4,7,5,0
Juan Cruz,ESP,FW,22,2000,2.0,1,0,0,1,0,1,3,33.3,2,1,0,1,0,1,0,0
Juan Miranda,ESP,DF,22,2000,16.4,23,16,16,6,1,14,29,48.3,15,20,7,13,20,43,63,0
Juanmi,ESP,FW,29,1993,10.3,14,10,4,7,3,7,31,22.6,24,10,0,10,4,18,4,0
Loren Morón,ESP,FW,28,1993,0.2,2,2,0,1,1,0,0,,0,0,0,0,0,2,1,0
Luiz Felipe,ITA,DF,25,1997,19.6,34,23,23,11,0,18,34,52.9,16,43,24,19,28,62,106,0
Luiz Henrique,BRA,FW,21,2001,20.1,48,34,27,15,6,20,44,45.5,24,22,0,22,14,62,17,0
Martín Montoya,ESP,DF,31,1991,5.0,13,8,9,4,0,10,12,83.3,2,6,1,5,9,22,14,1
Nabil Fekir,FRA,MF,29,1993,10.7,11,5,3,3,5,2,9,22.2,7,6,2,4,1,12,0,0
Paul Akouokou,CIV,"MF,DF",24,1997,5.0,16,9,13,3,0,13,20,65.0,7,2,2,0,12,28,17,1
Roberto González,ESP,"FW,MF",21,2001,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Rodri,ESP,"FW,MF",22,2000,17.8,16,11,5,9,2,8,17,47.1,9,10,0,10,13,29,2,0
Rui Silva,POR,GK,28,1994,26.0,4,1,4,0,0,4,4,100.0,0,0,0,0,0,4,12,1
Sergio Canales,ESP,"FW,MF",31,1991,26.7,25,14,10,8,7,14,33,42.4,19,18,0,18,14,39,8,0
Víctor Ruiz,ESP,DF,33,1989,6.2,5,3,3,2,0,3,3,100.0,0,10,7,3,6,11,34,0
William Carvalho,POR,MF,30,1992,27.1,43,27,18,23,2,17,44,38.6,27,27,6,21,16,59,22,0
Willian José,BRA,FW,30,1991,8.1,9,6,6,3,0,4,9,44.4,5,4,0,4,1,10,15,0
Youssouf Sabaly,SEN,DF,29,1993,18.7,45,23,29,14,2,22,33,66.7,11,35,8,27,19,64,52,1
Álex Moreno,ESP,DF,29,1993,15.0,29,22,19,10,0,18,36,50.0,18,17,4,13,17,46,39,0
Édgar González,ESP,DF,25,1997,19.7,28,19,18,7,3,14,27,51.9,13,12,9,3,21,49,120,0
