General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Adam Ounas,ALG,"FW,MF",23,1996,15,15,1199,13.3,4,4,8,4,0,0,1,0,2.3,2.3,2.9,5.2,56,69,66,0.3,0.3,0.6,0.3,0.6,0.17,0.22,0.39,0.17,0.39
Ahmad Benali,LBY,MF,28,1992,18,15,1214,13.5,0,1,1,0,0,0,2,0,0.6,0.6,1.2,1.8,24,67,48,0.0,0.07,0.07,0.0,0.07,0.04,0.09,0.13,0.04,0.13
Alex Cordaz,ITA,GK,37,1983,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Rispoli,ITA,DF,31,1988,19,5,652,7.2,0,0,0,0,0,0,4,0,0.4,0.4,0.6,1.0,15,18,46,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.13,0.06,0.13
Antonio Mazzotta,ITA,DF,30,1989,2,1,56,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkadiusz Reca,POL,DF,25,1995,30,28,2313,25.7,2,3,5,2,0,0,7,0,1.5,1.5,3.1,4.6,85,66,170,0.08,0.12,0.19,0.08,0.19,0.06,0.12,0.18,0.06,0.18
Augustus Kargbo,SLE,FW,20,1999,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denis Drăguș,ROU,"FW,MF",21,1999,9,1,177,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,9,17,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08
Eduardo Henrique,BRA,MF,25,1995,18,8,924,10.3,1,0,1,1,0,0,4,0,0.9,0.9,0.2,1.1,15,43,34,0.1,0.0,0.1,0.1,0.1,0.09,0.02,0.11,0.09,0.11
Emmanuel Rivière,FRA,FW,30,1990,21,7,640,7.1,1,1,2,1,0,0,2,0,1.1,1.1,0.5,1.6,7,6,43,0.14,0.14,0.28,0.14,0.28,0.16,0.07,0.22,0.16,0.22
Gian Crespi,ITA,GK,19,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanni Crociata,ITA,DF,22,1997,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46
Giuseppe Cuomo,ITA,DF,22,1998,13,8,801,8.9,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,6,44,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Jacopo Petriccione,ITA,MF,25,1995,20,11,958,10.6,0,0,0,0,0,0,5,1,0.1,0.1,0.4,0.5,8,51,6,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04
Junior Messias,BRA,"MF,FW",29,1991,36,36,3215,35.7,9,4,13,9,0,0,6,0,7.6,7.6,2.6,10.2,166,135,213,0.25,0.11,0.36,0.25,0.36,0.21,0.07,0.29,0.21,0.29
Koffi Djidji,CIV,DF,27,1992,20,16,1524,16.9,1,0,1,1,0,0,4,0,0.3,0.3,0.2,0.4,17,56,15,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03
Lisandro Magallán,ARG,DF,26,1993,28,25,2181,24.2,1,2,3,1,0,0,10,0,1.2,1.2,0.4,1.6,12,70,3,0.04,0.08,0.12,0.04,0.12,0.05,0.01,0.06,0.05,0.06
Luca Cigarini,ITA,MF,34,1986,14,13,929,10.3,0,0,0,0,0,0,5,1,0.6,0.6,1.7,2.3,14,90,8,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22
Luca Marrone,ITA,DF,30,1990,21,18,1588,17.6,0,0,0,0,0,0,8,0,0.4,0.4,0.0,0.4,4,33,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Luca Siligardi,ITA,"MF,FW",32,1988,4,0,49,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,4,6,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.26,0.16,0.26
Luis Rojas,CHI,"MF,FW",18,2002,7,0,104,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,3,4,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
Marco Festa,ITA,GK,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miloš Vulić,SRB,MF,23,1996,25,13,1305,14.5,1,1,2,1,0,0,2,0,0.6,0.6,1.5,2.2,16,51,51,0.07,0.07,0.14,0.07,0.14,0.04,0.11,0.15,0.04,0.15
Niccolò Zanellato,ITA,MF,22,1998,27,18,1637,18.2,1,1,2,1,0,0,3,0,0.4,0.4,1.2,1.6,9,65,27,0.05,0.05,0.11,0.05,0.11,0.02,0.07,0.09,0.02,0.09
Pedro Pereira,POR,DF,22,1998,35,29,2549,28.3,0,4,4,0,0,0,6,0,0.7,0.7,3.4,4.1,32,44,142,0.0,0.14,0.14,0.0,0.14,0.02,0.12,0.15,0.02,0.15
Salvatore Molina,ITA,"MF,DF",28,1992,29,28,2315,25.7,1,4,5,1,0,0,1,0,0.7,0.7,2.3,3.0,34,97,87,0.04,0.16,0.19,0.04,0.19,0.03,0.09,0.12,0.03,0.12
Samuel Di Carmine,ITA,FW,31,1988,11,6,475,5.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,5,10,21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
Sebastiano Luperto,ITA,DF,23,1996,23,22,1879,20.9,0,0,0,0,0,0,5,1,0.3,0.3,0.2,0.5,14,69,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
Simeon Nwankwo,NGA,FW,28,1992,38,31,2943,32.7,20,2,22,12,8,8,1,0,19.1,12.8,1.1,14.0,22,50,175,0.61,0.06,0.67,0.37,0.43,0.59,0.03,0.62,0.39,0.43
Tomislav Gomelt,CRO,MF,25,1995,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vladimir Golemić,SVN,DF,29,1991,30,26,2341,26.0,2,0,2,1,1,1,4,1,1.2,0.4,0.5,0.9,9,59,5,0.08,0.0,0.08,0.04,0.04,0.05,0.02,0.07,0.02,0.04
