General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Amadou Onana,BEL,MF,23-182,2001,17,14,1079,12.0,2,0,2,2,0,0,4,0,1.8,1.8,0.2,2.0,13,36,10,0.17,0.0,0.17,0.17,0.17,0.15,0.02,0.17,0.15,0.17
Andrés García,ESP,DF,22-007,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubacar Kamara,FRA,MF,25-083,1999,15,12,1036,11.5,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.5,11,57,3,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05
Diego Carlos,BRA,DF,31-336,1993,10,8,830,9.2,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,3,34,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Donyell Malen,NED,FW,26-036,1999,2,0,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,5,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29
Emi Buendía,ARG,"MF,FW",28-051,1996,12,0,98,1.1,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,3,7,6,0.0,0.0,0.0,0.0,0.0,0.6,0.02,0.62,0.6,0.62
Emiliano Martínez,ARG,GK,32-165,1992,24,24,2115,23.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezri Konsa,ENG,DF,27-114,1997,22,22,1901,21.1,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,14,56,11,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04
Ian Maatsen,NED,DF,22-341,2002,18,3,456,5.1,0,1,1,0,0,0,2,0,0.2,0.2,1.5,1.7,13,17,45,0.0,0.2,0.2,0.0,0.2,0.03,0.3,0.34,0.03,0.34
Jacob Ramsey,ENG,"FW,MF",23-262,2001,16,11,1000,11.1,1,2,3,1,0,0,1,0,1.2,1.2,1.7,2.9,35,40,67,0.09,0.18,0.27,0.09,0.27,0.11,0.15,0.26,0.11,0.26
