General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Abdul Mumin,GHA,DF,24,1998,10.2,11,9,5,6,0,3,7,42.9,4,13,5,8,9,20,36,2
Andrés Martín,ESP,"FW,MF",23,1999,2.3,4,2,2,1,1,3,5,60.0,2,2,0,2,1,5,2,0
Bebé,CPV,FW,32,1990,0.7,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0,0
Catena,ESP,DF,27,1994,34.5,29,14,23,4,2,13,27,48.1,14,32,25,7,28,57,159,1
Diego López,ESP,GK,40,1981,1.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Diego Méndez,ESP,MF,18,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Esteban Saveljich,MNE,FW,31,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Florian Lejeune,FRA,DF,31,1991,28.5,28,17,19,8,1,17,25,68.0,8,24,16,8,15,43,123,0
Fran Garcia,ESP,DF,22,1999,37.9,84,54,53,23,8,55,96,57.3,41,49,8,41,44,128,66,0
Isaac Palazón Camacho,ESP,"FW,MF",27,1994,32.9,45,30,11,23,11,24,66,36.4,42,42,3,39,17,62,30,0
Iván Balliu,ALB,DF,30,1992,35.9,52,29,26,20,6,18,30,60.0,12,26,3,23,25,77,72,1
José Pozo,ESP,"MF,FW",26,1996,1.0,2,2,0,2,0,0,0,,0,0,0,0,1,3,1,0
Mario Hernández,ESP,DF,23,1999,1.1,3,2,2,1,0,3,7,42.9,4,2,0,2,2,5,0,0
Mario Suárez,ESP,"MF,DF",35,1987,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Pablo Muñoz,ESP,MF,18,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Pathé Ciss,SEN,"MF,DF",28,1994,14.2,39,29,11,23,5,15,34,44.1,19,23,10,13,22,61,34,0
Pep Chavarría,ESP,"FW,MF",24,1998,4.1,6,4,2,1,3,1,5,20.0,4,8,0,8,2,8,8,0
Radamel Falcao,COL,"FW,MF",36,1986,6.8,4,4,1,3,0,1,8,12.5,7,5,1,4,2,6,10,0
Randy Nteka,ANG,"FW,MF",24,1997,1.3,4,2,2,2,0,1,1,100.0,0,2,0,2,2,6,3,0
Raúl de Tomás,ESP,FW,27,1994,8.9,3,2,0,1,2,2,6,33.3,4,4,0,4,0,3,6,0
Salvi,ESP,"FW,MF",31,1991,5.4,13,8,5,5,3,2,8,25.0,6,0,0,0,2,15,2,0
Santi Comesaña,ESP,MF,25,1996,27.2,71,44,24,41,6,38,82,46.3,44,39,3,36,32,103,17,0
Sergio Camello,ESP,FW,21,2001,26.7,16,10,3,9,4,5,17,29.4,12,9,1,8,2,18,26,0
Stole Dimitrievski,MKD,GK,28,1993,36.9,1,0,1,0,0,1,2,50.0,1,2,0,2,1,2,17,3
Unai López,ESP,MF,26,1995,13.9,32,20,10,17,5,13,37,35.1,24,12,1,11,15,47,6,1
Álvaro García,ESP,"FW,MF",29,1992,31.9,49,28,21,13,15,11,33,33.3,22,41,4,37,34,83,24,1
Óscar Trejo,ARG,"MF,FW",34,1988,23.8,48,32,12,23,13,9,44,20.5,35,31,3,28,8,56,8,1
Óscar Valentín,ESP,MF,27,1994,28.4,92,51,29,50,13,46,121,38.0,75,60,9,51,44,136,30,0
