General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdul Mumin,GHA,DF,24,1998,16,922,58,27.0,10.2,9,90,9,7,16,18,1.25,13,17,-4,-0.39,-0.25,11.1,13.5,-2.3,-0.23,-0.08
Andrés Martín,ESP,"FW,MF",23,1999,9,205,23,6.0,2.3,3,56,0,6,6,15,0.67,2,1,1,0.44,0.69,2.2,2.4,-0.3,-0.12,0.05
Bebé,CPV,FW,32,1990,4,60,15,1.8,0.7,0,,0,4,15,13,0.25,1,1,0,0.0,0.21,1.0,0.1,1.0,1.45,1.65
Catena,ESP,DF,27,1994,35,3103,89,90.7,34.5,35,89,32,0,,0,1.34,41,48,-7,-0.2,0.08,41.0,44.7,-3.7,-0.11,0.66
Diego López,ESP,GK,40,1981,2,96,48,2.8,1.1,1,90,1,1,6,30,0.0,1,4,-3,-2.81,-2.68,0.9,1.8,-0.9,-0.82,-0.67
Diego Méndez,ESP,MF,18,2003,1,1,1,0.0,0.0,0,,0,1,1,5,1.0,0,0,0,0.0,0.21,0.0,0.0,0.0,0.0,0.17
Esteban Saveljich,MNE,FW,31,1991,1,1,1,0.0,0.0,0,,0,1,1,28,1.5,0,4,-4,-360.0,-359.89,0.0,0.2,-0.2,-13.8,-13.63
Florian Lejeune,FRA,DF,31,1991,31,2565,83,75.0,28.5,31,83,26,0,,4,1.26,32,37,-5,-0.18,0.14,32.6,39.0,-6.5,-0.23,-0.23
Fran Garcia,ESP,DF,22,1999,38,3407,90,99.6,37.9,38,90,36,0,,0,1.29,45,53,-8,-0.21,-0.21,43.4,50.2,-6.8,-0.18,-2.66
Isaac Palazón Camacho,ESP,"FW,MF",27,1994,37,2965,80,86.7,32.9,36,81,11,1,45,0,1.32,40,45,-5,-0.15,0.44,36.8,40.1,-3.3,-0.1,0.52
Iván Balliu,ALB,DF,30,1992,37,3232,87,94.5,35.9,37,87,31,0,,0,1.3,43,47,-4,-0.11,1.8,38.7,46.1,-7.4,-0.21,-0.67
José Pozo,ESP,"MF,FW",26,1996,8,88,11,2.6,1.0,1,45,0,7,6,23,1.13,1,3,-2,-2.05,-1.88,0.8,3.1,-2.3,-2.37,-2.26
Mario Hernández,ESP,DF,23,1999,3,103,34,3.0,1.1,1,64,0,2,20,34,1.67,2,3,-1,-0.87,-0.68,3.8,1.9,1.9,1.64,1.86
Mario Suárez,ESP,"MF,DF",35,1987,2,12,6,0.4,0.1,0,,0,2,6,31,1.0,1,3,-2,-15.0,-14.84,0.1,0.7,-0.7,-4.96,-4.81
Morro,ESP,GK,21,2000,0,,,,,0,,0,0,,10,,,,,,,,,,,
Pablo Muñoz,ESP,MF,18,2003,2,12,6,0.4,0.1,0,,0,2,6,6,2.0,1,0,1,7.5,7.74,0.8,0.3,0.5,3.63,3.81
Pathé Ciss,SEN,"MF,DF",28,1994,32,1282,40,37.5,14.2,12,77,6,20,18,6,1.47,9,27,-18,-1.26,-1.68,15.3,21.8,-6.5,-0.46,-0.46
Pep Chavarría,ESP,"FW,MF",24,1998,16,366,23,10.7,4.1,2,68,0,14,17,18,1.75,7,7,0,0.0,0.24,5.6,4.6,1.0,0.24,0.46
Radamel Falcao,COL,"FW,MF",36,1986,27,616,23,18.0,6.8,3,75,1,24,16,5,1.11,6,9,-3,-0.44,-0.28,8.3,10.5,-2.2,-0.32,-0.18
Randy Nteka,ANG,"FW,MF",24,1997,10,116,12,3.4,1.3,0,,0,10,12,4,1.4,2,2,0,0.0,0.22,3.2,2.1,1.1,0.85,1.06
Raúl de Tomás,ESP,FW,27,1994,19,805,42,23.5,8.9,9,69,0,10,19,2,0.89,7,13,-6,-0.67,-0.6,10.4,10.5,-0.1,-0.01,0.2
Salvi,ESP,"FW,MF",31,1991,24,490,20,14.3,5.4,4,55,0,20,14,10,1.46,4,15,-11,-2.02,-2.11,6.4,11.1,-4.7,-0.86,-0.81
Santi Comesaña,ESP,MF,25,1996,35,2451,70,71.7,27.2,29,77,7,6,36,0,1.2,36,33,3,0.11,1.13,33.2,34.9,-1.7,-0.06,0.38
Sergio Camello,ESP,FW,21,2001,38,2401,63,70.2,26.7,27,78,4,11,26,0,1.29,36,38,-2,-0.07,0.45,31.7,36.7,-4.9,-0.19,-0.06
Stole Dimitrievski,MKD,GK,28,1993,37,3324,90,97.2,36.9,37,90,36,0,,1,1.32,44,49,-5,-0.14,2.68,43.0,48.5,-5.5,-0.15,0.67
Unai López,ESP,MF,26,1995,34,1254,37,36.7,13.9,12,67,1,22,20,4,1.35,15,20,-5,-0.36,-0.23,16.2,18.4,-2.1,-0.15,0.02
Álvaro García,ESP,"FW,MF",29,1992,35,2870,82,83.9,31.9,34,84,15,1,28,0,1.31,35,41,-6,-0.19,0.14,37.0,40.4,-3.4,-0.11,0.39
Óscar Trejo,ARG,"MF,FW",34,1988,34,2145,63,62.7,23.8,28,71,2,6,28,0,1.24,34,32,2,0.08,0.79,25.9,32.1,-6.2,-0.26,-0.25
Óscar Valentín,ESP,MF,27,1994,34,2555,75,74.7,28.4,29,82,13,5,34,0,1.32,34,33,1,0.04,0.97,30.8,33.9,-3.1,-0.11,0.23
