General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Abdul Mumin,GHA,DF,24,1998,10.2,0,6,1,16.7,0.59,0.1,0.0,0.0,11.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Andrés Martín,ESP,"FW,MF",23,1999,2.3,0,4,2,50.0,1.76,0.88,0.0,0.0,13.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5
Bebé,CPV,FW,32,1990,0.7,0,4,0,0.0,6.0,0.0,0.0,,32.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Catena,ESP,DF,27,1994,34.5,1,14,5,35.7,0.41,0.15,0.07,0.2,8.9,0,0,0,1.4,1.4,0.1,-0.4,-0.4
Diego López,ESP,GK,40,1981,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Diego Méndez,ESP,MF,18,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Esteban Saveljich,MNE,FW,31,1991,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Florian Lejeune,FRA,DF,31,1991,28.5,4,41,14,34.1,1.44,0.49,0.1,0.29,28.0,18,0,0,2.8,2.8,0.07,1.2,1.2
Fran Garcia,ESP,DF,22,1999,37.9,2,30,11,36.7,0.79,0.29,0.07,0.18,27.9,0,0,0,1.2,1.2,0.04,0.8,0.8
Isaac Palazón Camacho,ESP,"FW,MF",27,1994,32.9,9,91,22,24.2,2.76,0.67,0.09,0.36,24.6,3,1,3,7.7,5.3,0.06,1.3,2.7
Iván Balliu,ALB,DF,30,1992,35.9,0,6,1,16.7,0.17,0.03,0.0,0.0,17.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3
José Pozo,ESP,"MF,FW",26,1996,1.0,0,1,0,0.0,1.02,0.0,0.0,,20.9,0,0,0,0.0,0.0,0.04,0.0,0.0
Mario Hernández,ESP,DF,23,1999,1.1,0,2,0,0.0,1.75,0.0,0.0,,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Mario Suárez,ESP,"MF,DF",35,1987,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Pablo Muñoz,ESP,MF,18,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Pathé Ciss,SEN,"MF,DF",28,1994,14.2,1,20,5,25.0,1.4,0.35,0.05,0.2,18.8,0,0,0,2.6,2.6,0.13,-1.6,-1.6
Pep Chavarría,ESP,"FW,MF",24,1998,4.1,0,2,0,0.0,0.49,0.0,0.0,,18.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Radamel Falcao,COL,"FW,MF",36,1986,6.8,2,20,4,20.0,2.92,0.58,0.05,0.25,16.2,0,1,1,2.9,2.1,0.1,-0.9,-1.1
Randy Nteka,ANG,"FW,MF",24,1997,1.3,0,4,0,0.0,3.1,0.0,0.0,,11.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Raúl de Tomás,ESP,FW,27,1994,8.9,4,41,14,34.1,4.58,1.57,0.07,0.21,20.6,1,1,2,5.1,3.5,0.09,-1.1,-0.5
Salvi,ESP,"FW,MF",31,1991,5.4,0,9,3,33.3,1.65,0.55,0.0,0.0,17.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8
Santi Comesaña,ESP,MF,25,1996,27.2,3,25,7,28.0,0.92,0.26,0.12,0.43,16.2,0,0,0,2.5,2.5,0.11,0.5,0.5
Sergio Camello,ESP,FW,21,2001,26.7,6,76,19,25.0,2.85,0.71,0.08,0.32,16.0,0,0,0,7.3,7.3,0.1,-1.3,-1.3
Stole Dimitrievski,MKD,GK,28,1993,36.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Unai López,ESP,MF,26,1995,13.9,1,26,10,38.5,1.87,0.72,0.04,0.1,26.5,2,0,0,1.3,1.3,0.05,-0.3,-0.3
Álvaro García,ESP,"FW,MF",29,1992,31.9,5,52,21,40.4,1.63,0.66,0.1,0.24,17.7,0,0,0,3.6,3.6,0.07,1.4,1.4
Óscar Trejo,ARG,"MF,FW",34,1988,23.8,3,23,6,26.1,0.97,0.25,0.09,0.33,18.6,0,1,2,3.4,1.8,0.08,-0.4,0.2
Óscar Valentín,ESP,MF,27,1994,28.4,0,13,1,7.7,0.46,0.04,0.0,0.0,23.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5
