General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Abdul Mumin,GHA,DF,24,1998,10.2,299,390,76.7,6424,1975,73,82,89.0,180,202,89.1,45,99,45.5,0,0.0,0.1,0.0,1,18,1,1,19
Andrés Martín,ESP,"FW,MF",23,1999,2.3,39,77,50.6,623,173,21,33,63.6,12,19,63.2,4,14,28.6,0,0.5,0.2,-0.5,1,1,3,2,4
Bebé,CPV,FW,32,1990,0.7,21,38,55.3,411,101,8,9,88.9,9,17,52.9,4,7,57.1,0,0.1,0.1,-0.1,2,2,1,1,1
Catena,ESP,DF,27,1994,34.5,1505,1825,82.5,36676,15330,299,340,87.9,841,914,92.0,361,538,67.1,1,1.4,0.6,-0.4,7,134,3,0,119
Diego López,ESP,GK,40,1981,1.1,22,29,75.9,462,309,7,8,87.5,11,11,100.0,4,10,40.0,0,0.0,0.0,0.0,0,0,0,0,0
Diego Méndez,ESP,MF,18,2003,0.0,1,2,50.0,13,2,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Esteban Saveljich,MNE,FW,31,1991,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Florian Lejeune,FRA,DF,31,1991,28.5,1110,1417,78.3,26005,10316,248,285,87.0,633,696,90.9,221,401,55.1,0,0.3,0.4,-0.3,8,119,5,1,80
Fran Garcia,ESP,DF,22,1999,37.9,1626,2071,78.5,26531,8312,800,879,91.0,684,830,82.4,107,244,43.9,3,1.6,2.0,1.4,29,139,31,26,147
Isaac Palazón Camacho,ESP,"FW,MF",27,1994,32.9,979,1376,71.1,16672,4781,492,563,87.4,340,447,76.1,111,264,42.0,5,5.2,5.9,-0.2,66,84,47,11,127
Iván Balliu,ALB,DF,30,1992,35.9,1422,1850,76.9,23328,9525,718,792,90.7,551,707,77.9,118,235,50.2,0,2.8,2.6,-2.8,32,95,34,18,131
José Pozo,ESP,"MF,FW",26,1996,1.0,34,45,75.6,481,128,20,24,83.3,8,13,61.5,3,4,75.0,0,0.1,0.2,-0.1,2,5,2,0,6
Mario Hernández,ESP,DF,23,1999,1.1,30,38,78.9,455,139,16,21,76.2,11,12,91.7,2,4,50.0,0,0.0,0.0,0.0,0,3,0,0,3
Mario Suárez,ESP,"MF,DF",35,1987,0.1,2,3,66.7,28,6,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Pablo Muñoz,ESP,MF,18,2003,0.1,2,2,100.0,23,15,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
Pathé Ciss,SEN,"MF,DF",28,1994,14.2,575,700,82.1,11074,3062,226,268,84.3,273,307,88.9,70,96,72.9,0,0.3,0.3,-0.3,6,63,4,0,65
Pep Chavarría,ESP,"FW,MF",24,1998,4.1,126,178,70.8,1933,743,65,77,84.4,45,57,78.9,8,18,44.4,2,0.7,0.5,1.3,11,7,8,2,19
Radamel Falcao,COL,"FW,MF",36,1986,6.8,123,167,73.7,1625,211,81,100,81.0,34,40,85.0,4,7,57.1,0,0.1,0.2,-0.1,3,7,1,0,14
Randy Nteka,ANG,"FW,MF",24,1997,1.3,49,65,75.4,752,155,23,31,74.2,20,21,95.2,3,6,50.0,0,0.0,0.1,0.0,1,7,1,0,6
Raúl de Tomás,ESP,FW,27,1994,8.9,114,155,73.5,1874,303,58,68,85.3,37,46,80.4,12,24,50.0,0,0.5,0.9,-0.5,9,8,7,0,18
Salvi,ESP,"FW,MF",31,1991,5.4,119,208,57.2,1677,539,85,106,80.2,23,46,50.0,8,26,30.8,0,0.7,0.8,-0.7,7,7,8,5,13
Santi Comesaña,ESP,MF,25,1996,27.2,1024,1240,82.6,16598,5032,533,604,88.2,377,449,84.0,83,115,72.2,2,2.2,2.0,-0.2,41,136,17,2,150
Sergio Camello,ESP,FW,21,2001,26.7,408,523,78.0,5782,733,235,285,82.5,126,156,80.8,20,28,71.4,5,2.4,1.7,2.6,28,15,13,0,42
Stole Dimitrievski,MKD,GK,28,1993,36.9,690,1124,61.4,20209,14772,118,118,100.0,331,336,98.5,240,658,36.5,0,0.0,0.0,0.0,1,21,0,0,0
Unai López,ESP,MF,26,1995,13.9,745,929,80.2,13818,3802,332,372,89.2,283,328,86.3,110,175,62.9,2,1.4,1.9,0.6,21,102,14,3,98
Álvaro García,ESP,"FW,MF",29,1992,31.9,664,1036,64.1,10196,3009,383,473,81.0,214,337,63.5,46,128,35.9,5,5.7,4.9,-0.7,48,28,41,27,71
Óscar Trejo,ARG,"MF,FW",34,1988,23.8,811,1005,80.7,11119,3045,497,558,89.1,233,283,82.3,36,69,52.2,4,3.3,2.9,0.7,43,107,23,2,123
Óscar Valentín,ESP,MF,27,1994,28.4,957,1173,81.6,16532,5381,469,528,88.8,377,440,85.7,97,159,61.0,0,0.9,1.2,-0.9,19,138,5,1,133
