comp,round,result,squad,opponent,start,min,performance_gls,performance_ast,performance_pk,performance_pkatt,performance_sh,performance_sot,performance_crdy,performance_crdr,performance_fls,performance_fld,performance_off,performance_crs,performance_tklw,performance_int,performance_og,performance_pkwon,performance_pkcon,date,match_id
Serie A,First Phase,W 4–2,990519b8,0a14831e,1,55,0,0,0,0,,,1,0,,,,,,,0,,,2020-08-15,804bc73a
Serie A,First Phase,D 4–4,990519b8,8e8ff33e,1,90,1,0,0,0,,,0,0,,,,,,,0,,,2020-08-18,b01ee08d
Serie A,First Phase,W 1–0,990519b8,3af5df16,1,90,0,0,0,0,,,0,0,,,,,,,0,,,2020-08-22,b5f03c3c
Serie A,First Phase,D 1–1,990519b8,c0cc20c3,1,90,0,0,0,0,,,0,0,,,,,,,0,,,2020-08-25,0cd9b560
Serie A,First Phase,W 3–0,990519b8,9c3c38e4,0,9,0,0,0,0,,,0,0,,,,,,,0,,,2020-08-30,daf0a0d4
Serie A,First Phase,W 2–1,990519b8,82bb8427,1,90,0,0,0,0,,,0,0,,,,,,,0,,,2020-09-02,615bd693
Serie A,First Phase,D 2–2,990519b8,c1f8ae36,1,90,1,0,0,0,,,0,0,,,,,,,0,,,2020-09-06,896e103e
Serie A,First Phase,W 3–1,990519b8,99a46175,0,15,0,0,0,0,,,0,0,,,,,,,0,,,2020-09-09,4d5e7a50
Serie A,First Phase,W 4–2,990519b8,66db845c,0,18,0,1,0,0,,,0,0,,,,,,,0,,,2020-09-13,588e5247
Serie A,First Phase,D 1–1,990519b8,8c71aef1,1,90,0,0,0,0,,,0,0,,,,,,,0,,,2020-09-26,bf7a4e8a
Serie A,First Phase,W 3–1,990519b8,98637027,1,90,0,0,0,0,,,0,0,,,,,,,0,,,2020-10-03,4e6a63e6
Serie A,Second Phase,W 3–2,990519b8,1284d3f9,1,90,1,0,0,0,,,0,0,,,,,,,0,,,2020-10-17,42516219
Serie A,Second Phase,L 1–2,990519b8,40339a93,1,76,0,0,0,0,,,0,0,,,,,,,0,,,2020-10-25,b9649b44
Serie A,Second Phase,L 1–3,990519b8,01f5194d,1,90,0,0,0,0,,,0,0,,,,,,,0,,,2020-10-31,8f3ffd95
Serie A,Second Phase,W 2–1,990519b8,99a46175,1,90,1,0,0,0,,,0,0,,,,,,,0,,,2020-11-05,db8ae8c1
Serie A,Second Phase,W 3–0,990519b8,c1f8ae36,0,6,0,0,0,0,,,0,0,,,,,,,0,,,2020-12-09,364db367
Serie A,Second Phase,W 2–0,990519b8,9c3c38e4,0,23,0,0,0,0,,,0,0,,,,,,,0,,,2020-12-13,9a863732
Serie A,Second Phase,W 4–0,990519b8,98637027,1,72,0,0,0,0,,,1,0,,,,,,,0,,,2020-12-17,8d0d2e03
Serie A,Second Phase,L 0–1,990519b8,8e8ff33e,1,90,0,0,0,0,,,0,0,,,,,,,0,,,2020-12-20,3112cb4c
Premier League,Matchweek 30,L 1–2,d07537b9,19538871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-04,de17a70e
Premier League,Matchweek 36,D 1–1,d07537b9,7c21e445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-15,1a1095c2
Premier League,Matchweek 37,W 3–2,d07537b9,b8fd03ef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-18,3b1cd656
Premier League,Matchweek 38,L 0–2,d07537b9,18bb7c10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-05-23,9f6c52f8
