comp,round,result,squad,opponent,start,min,performance_sota,performance_ga,performance_saves,performance_save%,performance_cs,performance_psxg,penalty kicks_pkatt,penalty kicks_pka,penalty kicks_pksv,penalty kicks_pkm,launched_cmp,launched_att,launched_cmp%,passes_att (gk),passes_thr,passes_launch%,passes_avglen,goal kicks_att,goal kicks_launch%,goal kicks_avglen,crosses_opp,crosses_stp,crosses_stp%,sweeper_#opa,sweeper_avgdist,date,match_id
Premier League,Matchweek 1,L 0–2,7c21e445,b2b47a98,1,90,2,2,0,0.0,0,1.3,0,0,0,0,3,10,30.0,21,5,19.0,27.2,7,85.7,55.7,15,0,0.0,1,11.0,2020-09-12,78495ced
Premier League,Matchweek 2,L 1–2,7c21e445,18bb7c10,1,90,3,2,1,33.3,0,1.3,0,0,0,0,8,16,50.0,30,3,46.7,36.6,5,40.0,36.0,14,0,0.0,0,9.5,2020-09-19,f4835ec2
Premier League,Matchweek 3,W 4–0,7c21e445,8cec06e1,1,90,2,0,2,100.0,1,0.3,0,0,0,0,6,19,31.6,22,4,68.2,45.6,7,57.1,43.9,17,0,0.0,0,16.0,2020-09-27,a223dd70
Premier League,Matchweek 4,W 3–0,7c21e445,a2d435b3,1,90,0,0,0,,1,0.0,0,0,0,0,6,20,30.0,27,5,63.0,42.3,3,100.0,66.7,15,0,0.0,0,4.0,2020-10-04,a29866ec
Premier League,Matchweek 5,D 3–3,7c21e445,361ca564,1,90,6,3,3,50.0,0,2.4,0,0,0,0,5,5,100.0,19,9,21.1,26.8,4,25.0,26.5,10,2,20.0,1,16.7,2020-10-18,17f0eec9
Premier League,Matchweek 6,D 1–1,7c21e445,b8fd03ef,1,90,7,1,6,85.7,0,1.1,0,0,0,0,13,23,56.5,19,3,57.9,44.5,15,80.0,55.3,19,1,5.3,0,9.8,2020-10-24,2b0c0eca
Premier League,Matchweek 7,L 1–2,7c21e445,822bd0ba,1,90,5,2,3,80.0,0,2.4,1,1,0,0,9,29,31.0,27,1,81.5,47.9,8,87.5,53.3,12,2,16.7,0,10.3,2020-10-31,56ad8025
Premier League,Matchweek 8,W 1–0,7c21e445,fd962109,1,90,3,0,2,100.0,1,1.4,1,0,1,0,3,9,33.3,17,3,52.9,37.2,6,0.0,20.7,15,0,0.0,3,22.5,2020-11-07,f075fddc
Premier League,Matchweek 9,W 1–0,7c21e445,1df6b87e,1,90,5,0,5,100.0,1,0.9,0,0,0,0,8,17,47.1,23,4,60.9,45.0,3,100.0,65.0,13,0,0.0,0,,2020-11-22,8ed7d991
Premier League,Matchweek 10,W 2–1,7c21e445,8602292d,1,90,6,1,5,83.3,0,2.0,1,0,0,1,12,29,41.4,21,1,90.5,51.8,11,90.9,55.5,24,0,0.0,0,9.0,2020-11-30,2f67603c
Premier League,Matchweek 11,L 1–3,7c21e445,19538871,1,90,6,3,3,50.0,0,1.6,0,0,0,0,4,13,30.8,20,4,50.0,37.5,5,60.0,47.6,9,0,0.0,2,22.3,2020-12-05,c2206b97
Premier League,Matchweek 12,W 2–1,7c21e445,5bfb9659,1,90,7,1,6,100.0,0,1.3,1,1,0,0,9,17,52.9,25,9,48.0,37.7,6,83.3,51.7,22,2,9.1,0,7.8,2020-12-11,2d36ffad
Premier League,Matchweek 13,D 1–1,7c21e445,47c64c55,1,90,2,1,1,50.0,0,1.2,0,0,0,0,4,8,50.0,15,6,40.0,33.3,5,40.0,39.0,10,1,10.0,0,2.5,2020-12-16,98bf02e0
Premier League,Matchweek 14,L 0–3,7c21e445,cff3d9bb,1,90,7,3,4,57.1,0,2.6,0,0,0,0,3,12,25.0,25,6,44.0,37.3,7,14.3,27.4,15,0,0.0,1,21.0,2020-12-21,9a718e42
Premier League,Matchweek 15,D 2–2,7c21e445,d07537b9,1,90,4,2,2,50.0,0,1.6,0,0,0,0,5,16,31.3,20,8,40.0,37.4,11,72.7,52.7,9,0,0.0,2,28.5,2020-12-27,7ba8c6e9
Premier League,Matchweek 16,D 0–0,7c21e445,33c895d4,1,90,3,0,3,100.0,1,0.3,0,0,0,0,15,19,78.9,17,2,76.5,47.9,6,100.0,59.8,13,0,0.0,0,,2020-12-29,7577b54b
Premier League,Matchweek 19,W 1–0,7c21e445,943e8050,1,90,2,0,2,100.0,1,0.4,0,0,0,0,6,23,26.1,19,0,84.2,50.2,7,100.0,64.3,23,1,4.3,0,6.0,2021-01-16,1b06e352
Premier League,Matchweek 18,W 2–1,7c21e445,60c6b05f,1,90,2,1,1,50.0,0,0.4,0,0,0,0,9,11,81.8,18,6,38.9,34.2,8,50.0,40.9,12,4,33.3,0,6.4,2021-01-19,42daddbb
Premier League,Matchweek 20,W 3–2,7c21e445,47c64c55,1,90,3,2,1,33.3,0,1.2,0,0,0,0,4,19,21.1,23,2,60.9,42.7,7,71.4,51.1,12,1,8.3,1,13.5,2021-01-26,aab6365d
Premier League,Matchweek 21,L 1–3,7c21e445,822bd0ba,1,90,5,3,2,40.0,0,1.6,0,0,0,0,6,19,31.6,25,5,44.0,36.0,9,88.9,53.9,9,0,0.0,0,3.0,2021-01-31,3de3a736
Premier League,Matchweek 22,W 3–1,7c21e445,8602292d,1,90,2,1,1,50.0,0,0.7,0,0,0,0,8,15,53.3,14,2,57.1,41.9,8,87.5,52.5,20,1,5.0,0,8.0,2021-02-03,8f9d1856
Premier League,Matchweek 23,D 0–0,7c21e445,fd962109,1,90,2,0,2,100.0,1,0.1,0,0,0,0,6,20,30.0,17,3,52.9,43.3,14,78.6,58.9,15,2,13.3,0,7.7,2021-02-06,d18e21ab
Premier League,Matchweek 24,W 3–0,7c21e445,1df6b87e,1,90,5,0,5,100.0,1,1.3,0,0,0,0,5,14,35.7,23,8,43.5,35.0,8,50.0,38.1,20,1,5.0,0,4.0,2021-02-15,d6167896
Premier League,Matchweek 25,W 2–1,7c21e445,361ca564,1,90,4,1,3,75.0,0,0.7,0,0,0,0,10,33,30.3,21,2,90.5,58.0,15,93.3,62.5,24,1,4.2,0,5.3,2021-02-21,59222b5f
Premier League,Matchweek 27,W 2–0,7c21e445,5bfb9659,1,90,2,0,2,100.0,1,0.3,0,0,0,0,9,21,42.9,12,4,58.3,41.4,15,93.3,56.5,16,0,0.0,0,12.0,2021-03-08,c3b4d1ba
Premier League,Matchweek 28,L 0–1,7c21e445,19538871,1,90,4,1,4,75.0,0,0.8,0,0,0,0,4,10,40.0,19,5,36.8,35.3,4,75.0,52.3,13,2,15.4,1,8.8,2021-03-14,05c95367
Premier League,Matchweek 29,D 3–3,7c21e445,18bb7c10,1,90,6,3,5,50.0,0,1.4,0,0,0,0,4,19,21.1,21,4,66.7,44.9,5,100.0,62.2,22,1,4.5,0,7.5,2021-03-21,c592a3d7
Premier League,Matchweek 30,W 3–2,7c21e445,8cec06e1,1,90,5,2,3,60.0,0,2.1,0,0,0,0,11,24,45.8,16,4,62.5,43.4,16,87.5,58.4,20,1,5.0,0,3.5,2021-04-05,4c2f6a7b
Premier League,Matchweek 31,W 3–2,7c21e445,a2d435b3,1,90,4,2,2,50.0,0,1.0,0,0,0,0,7,23,30.4,28,7,71.4,46.8,4,75.0,52.5,16,0,0.0,0,10.0,2021-04-11,06b2801a
