General,General,General,General,General,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial duels,Aerial duels,Aerial duels
Player,Nation,Pos,Age,Born,90s,Crdy,Crdr,2crdy,Fls,Fld,Off,Crs,Int,Tklw,Pkwon,Pkcon,Og,Recov,Won,Lost,Won%
Alberto Perea,ESP,MF,31,1990,0.5,0,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0.0
Alfonso Espino,URU,DF,30,1992,34.7,7,0,0,49,36,3,110,48,56,0,3,0,253,33,43,43.4
Anthony Lozano,HON,FW,29,1993,16.0,6,0,0,43,35,8,7,3,4,1,0,0,47,60,79,43.2
Antonio Blanco,ESP,MF,22,2000,1.8,0,0,0,2,1,0,0,1,4,0,0,0,7,3,0,100.0
Awer Mabil,AUS,"MF,FW",26,1995,1.8,0,0,0,0,3,0,9,0,0,0,0,0,6,1,5,16.7
Brian Ocampo,URU,"MF,FW",23,1999,12.4,2,0,0,32,27,2,34,3,15,0,0,0,92,7,13,35.0
Cala,ESP,DF,32,1989,1.5,0,0,0,1,5,0,0,1,1,0,0,0,3,3,4,42.9
Carlos García,ESP,DF,22,2000,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Chris Ramos,ESP,FW,25,1997,7.9,2,0,0,21,12,0,6,1,9,1,0,0,23,65,48,57.5
David Gil,ESP,GK,28,1994,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Fali,ESP,"DF,MF",28,1993,19.0,6,0,0,16,18,1,2,13,19,0,0,0,95,26,26,50.0
Fede San Emeterio,ESP,MF,25,1997,20.5,14,0,0,58,22,0,4,17,22,0,0,0,87,23,30,43.4
Francisco Mwepu,ZAM,FW,22,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gonzalo Escalante,ARG,MF,29,1993,12.5,4,0,0,14,17,0,4,17,24,0,1,0,86,27,28,49.1
Isaac Carcelen,ESP,DF,29,1993,24.4,4,3,0,16,27,2,73,19,51,0,1,0,135,21,32,39.6
Iván Alejo,ESP,"MF,FW",27,1995,14.6,13,1,1,38,44,2,108,5,21,0,1,0,76,25,17,59.5
Jeremías Ledesma,ARG,GK,29,1993,34.0,2,0,0,1,7,0,0,2,2,0,1,0,39,8,3,72.7
Jorge Meré,ESP,DF,25,1997,6.7,0,0,0,1,3,0,0,6,7,0,0,0,27,15,8,65.2
Joseba Zaldúa,ESP,DF,30,1992,7.1,4,0,0,11,4,2,12,11,8,0,0,0,23,19,12,61.3
José Antonio,ESP,"MF,DF",18,2004,0.5,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,
José Mari,ESP,MF,34,1987,4.4,4,0,0,6,7,0,1,5,7,0,0,0,38,5,7,41.7
Lucas Pérez,ESP,FW,33,1988,7.0,3,0,0,5,4,6,40,1,2,0,0,0,21,2,8,20.0
Luis Hernández,ESP,DF,33,1989,35.0,8,1,1,27,7,2,18,31,21,0,0,0,148,40,23,63.5
Mamadou Mbaye,SEN,DF,24,1998,8.4,2,0,0,6,2,4,0,7,7,0,1,0,31,26,20,56.5
Mamady Diarra,MLI,"MF,DF",22,2000,0.7,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,
Raúl Parra,ESP,DF,22,1999,3.4,1,0,0,6,3,0,6,1,2,0,0,0,17,3,1,75.0
Roger Martí,ESP,FW,31,1991,7.1,1,0,0,26,15,8,0,2,4,0,0,0,22,10,23,30.3
Rubén Alcaraz,ESP,MF,31,1991,22.7,11,1,1,45,33,0,44,19,31,0,1,0,159,30,29,50.8
Rubén Sobrino,ESP,"MF,FW",30,1992,27.4,11,0,0,50,53,8,12,24,37,0,0,0,164,60,64,48.4
Santiago Arzamendia,PAR,"DF,MF",24,1998,5.4,0,0,0,4,2,1,14,2,8,0,0,0,46,6,6,50.0
Sergi Guardiola,ESP,FW,31,1991,12.9,2,0,0,7,21,11,14,3,7,0,0,0,39,11,31,26.2
Theo Bongonda,COD,"MF,FW",26,1995,21.5,2,0,0,15,37,6,68,6,20,0,0,0,96,14,13,51.9
Tomás Alarcón,CHI,MF,23,1999,2.5,2,1,1,4,3,0,6,2,2,0,0,0,14,3,1,75.0
Víctor Chust,ESP,DF,22,2000,10.7,3,0,0,11,4,1,0,10,6,0,1,0,46,16,17,48.5
Youba Diarra,MLI,MF,24,1998,1.1,2,0,0,3,0,0,0,2,0,0,0,0,12,0,2,0.0
Álex Fernández,ESP,"MF,FW",29,1992,17.5,0,0,0,7,14,0,37,8,7,0,0,0,77,12,30,28.6
Álvaro Giménez,ESP,FW,31,1991,0.2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,
Álvaro Negredo,ESP,FW,36,1985,8.4,0,0,0,5,8,7,2,0,4,0,0,0,9,31,26,54.4
