General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Alberto Perea,ESP,MF,31,1990,0.5,2,0,2,0,0,0,0,,0,2,0,2,0,2,0,0
Alfonso Espino,URU,DF,30,1992,34.7,87,56,55,20,12,48,96,50.0,48,52,11,41,48,135,99,3
Anthony Lozano,HON,FW,29,1993,16.0,6,4,1,4,1,1,7,14.3,6,12,1,11,3,9,17,0
Antonio Blanco,ESP,MF,22,2000,1.8,6,4,5,1,0,4,6,66.7,2,5,0,5,1,7,3,0
Awer Mabil,AUS,"MF,FW",26,1995,1.8,2,0,0,1,1,1,3,33.3,2,1,1,0,0,2,1,0
Brian Ocampo,URU,"MF,FW",23,1999,12.4,18,15,12,5,1,8,21,38.1,13,13,0,13,3,21,3,0
Cala,ESP,DF,32,1989,1.5,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,12,0
Carlos García,ESP,DF,22,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Chris Ramos,ESP,FW,25,1997,7.9,12,9,2,7,3,4,11,36.4,7,8,3,5,1,13,19,0
David Gil,ESP,GK,28,1994,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Fali,ESP,"DF,MF",28,1993,19.0,27,19,19,8,0,18,29,62.1,11,24,15,9,13,40,70,1
Fede San Emeterio,ESP,MF,25,1997,20.5,41,22,23,16,2,22,46,47.8,24,34,14,20,17,58,28,0
Francisco Mwepu,ZAM,FW,22,2000,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Gonzalo Escalante,ARG,MF,29,1993,12.5,36,24,15,20,1,15,29,51.7,14,18,4,14,17,53,26,1
Isaac Carcelen,ESP,DF,29,1993,24.4,69,51,41,22,6,41,63,65.1,22,35,11,24,19,88,80,1
Iván Alejo,ESP,"MF,FW",27,1995,14.6,32,21,19,9,4,17,37,45.9,20,18,3,15,5,37,12,1
Jeremías Ledesma,ARG,GK,29,1993,34.0,3,2,3,0,0,3,7,42.9,4,1,0,1,2,5,23,3
Jorge Meré,ESP,DF,25,1997,6.7,11,7,9,2,0,5,8,62.5,3,9,6,3,6,17,32,0
Joseba Zaldúa,ESP,DF,30,1992,7.1,15,8,10,4,1,7,10,70.0,3,4,2,2,11,26,22,0
José Antonio,ESP,"MF,DF",18,2004,0.5,2,1,0,0,2,0,0,,0,0,0,0,0,2,0,0
José Mari,ESP,MF,34,1987,4.4,16,7,12,3,1,10,16,62.5,6,3,1,2,5,21,9,0
Lucas Pérez,ESP,FW,33,1988,7.0,3,2,2,1,0,1,3,33.3,2,2,0,2,1,4,3,0
Luis Hernández,ESP,DF,33,1989,35.0,33,21,25,7,1,22,36,61.1,14,31,24,7,31,64,145,0
Mamadou Mbaye,SEN,DF,24,1998,8.4,10,7,7,3,0,6,8,75.0,2,10,8,2,7,17,50,1
Mamady Diarra,MLI,"MF,DF",22,2000,0.7,2,1,2,0,0,1,2,50.0,1,2,0,2,0,2,0,0
Raúl Parra,ESP,DF,22,1999,3.4,4,2,4,0,0,4,9,44.4,5,5,3,2,1,5,9,0
Roger Martí,ESP,FW,31,1991,7.1,6,4,2,3,1,1,8,12.5,7,7,0,7,2,8,7,0
Rubén Alcaraz,ESP,MF,31,1991,22.7,43,31,24,18,1,19,54,35.2,35,23,8,15,19,62,37,0
Rubén Sobrino,ESP,"MF,FW",30,1992,27.4,55,37,29,17,9,23,56,41.1,33,33,3,30,24,79,20,1
Santiago Arzamendia,PAR,"DF,MF",24,1998,5.4,9,8,7,1,1,6,21,28.6,15,11,1,10,2,11,15,1
Sergi Guardiola,ESP,FW,31,1991,12.9,9,7,0,6,3,3,12,25.0,9,5,0,5,3,12,7,0
Theo Bongonda,COD,"MF,FW",26,1995,21.5,28,20,11,14,3,17,40,42.5,23,21,2,19,6,34,14,0
Tomás Alarcón,CHI,MF,23,1999,2.5,3,2,0,2,1,1,2,50.0,1,1,0,1,2,5,2,0
Víctor Chust,ESP,DF,22,2000,10.7,9,6,7,2,0,4,7,57.1,3,8,3,5,10,19,53,0
Youba Diarra,MLI,MF,24,1998,1.1,3,0,2,1,0,1,5,20.0,4,7,1,6,2,5,3,0
Álex Fernández,ESP,"MF,FW",29,1992,17.5,13,7,6,4,3,4,14,28.6,10,14,1,13,8,21,19,0
Álvaro Giménez,ESP,FW,31,1991,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Álvaro Negredo,ESP,FW,36,1985,8.4,5,4,1,2,2,2,2,100.0,0,4,1,3,0,5,8,0
