General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Alberto Perea,ESP,MF,31,1990,0.5,20,0,7,6,7,0,20,6,2,33.3,3,50.0,5,36,7,0,0,0,0,1,13,2
Alfonso Espino,URU,DF,30,1992,34.7,1994,126,672,871,480,33,1994,52,25,48.1,23,44.2,820,3796,2147,53,34,7,52,23,860,129
Anthony Lozano,HON,FW,29,1993,16.0,495,20,61,246,199,47,495,44,17,38.6,22,50.0,313,1693,658,19,15,7,62,37,397,58
Antonio Blanco,ESP,MF,22,2000,1.8,82,4,20,46,16,0,82,1,0,0.0,1,100.0,40,166,57,1,1,0,2,3,53,2
Awer Mabil,AUS,"MF,FW",26,1995,1.8,77,2,11,31,36,2,77,4,2,50.0,2,50.0,47,235,132,5,2,0,7,1,57,14
Brian Ocampo,URU,"MF,FW",23,1999,12.4,493,12,91,192,228,19,493,45,19,42.2,18,40.0,330,2359,1302,40,29,10,30,28,349,81
Cala,ESP,DF,32,1989,1.5,59,13,37,21,1,1,59,0,0,,0,,19,59,8,0,0,0,0,1,22,0
Carlos García,ESP,DF,22,2000,0.3,28,2,12,15,1,1,28,1,1,100.0,0,0.0,15,50,27,0,0,0,0,0,17,0
Chris Ramos,ESP,FW,25,1997,7.9,276,21,41,95,141,56,276,22,8,36.4,11,50.0,110,481,191,9,3,4,24,3,175,35
David Gil,ESP,GK,28,1994,4.0,144,123,144,0,0,0,144,0,0,,0,,68,453,235,0,0,0,0,0,36,0
Fali,ESP,"DF,MF",28,1993,19.0,766,109,380,351,39,15,766,5,2,40.0,2,40.0,392,2170,1337,9,3,0,8,1,408,10
Fede San Emeterio,ESP,MF,25,1997,20.5,834,64,251,498,91,8,834,5,2,40.0,2,40.0,392,1506,605,1,7,1,11,8,436,11
Francisco Mwepu,ZAM,FW,22,2000,0.2,5,0,0,5,0,0,5,0,0,,0,,4,25,5,0,0,0,0,0,4,2
Gonzalo Escalante,ARG,MF,29,1993,12.5,585,45,161,316,115,24,585,10,7,70.0,2,20.0,251,1085,523,3,7,0,14,8,289,12
Isaac Carcelen,ESP,DF,29,1993,24.4,1212,119,438,550,239,12,1212,21,14,66.7,6,28.6,494,2387,1410,33,18,3,18,18,550,62
Iván Alejo,ESP,"MF,FW",27,1995,14.6,590,23,131,185,283,22,590,47,12,25.5,25,53.2,356,2612,1275,52,32,2,38,23,378,103
Jeremías Ledesma,ARG,GK,29,1993,34.0,1221,1001,1209,9,3,3,1221,4,4,100.0,0,0.0,602,3956,2788,0,1,0,1,0,372,0
Jorge Meré,ESP,DF,25,1997,6.7,283,45,148,127,11,6,283,0,0,,0,,142,474,182,1,0,0,3,1,146,0
Joseba Zaldúa,ESP,DF,30,1992,7.1,356,36,128,139,90,4,356,10,3,30.0,5,50.0,134,790,450,13,13,2,7,3,166,20
José Antonio,ESP,"MF,DF",18,2004,0.5,15,0,2,4,9,0,15,4,1,25.0,1,25.0,13,45,36,2,2,0,2,1,11,2
José Mari,ESP,MF,34,1987,4.4,260,15,82,153,29,2,260,6,3,50.0,3,50.0,129,694,321,5,1,0,6,7,146,4
Lucas Pérez,ESP,FW,33,1988,7.0,286,3,25,121,140,16,286,10,4,40.0,6,60.0,151,741,331,8,6,3,11,8,184,24
Luis Hernández,ESP,DF,33,1989,35.0,1788,218,833,731,230,14,1788,4,3,75.0,0,0.0,783,3449,2033,10,5,0,5,2,894,8
Mamadou Mbaye,SEN,DF,24,1998,8.4,393,68,232,150,15,11,393,5,5,100.0,0,0.0,176,777,299,2,2,0,6,1,204,1
Mamady Diarra,MLI,"MF,DF",22,2000,0.7,21,0,6,9,6,3,21,3,1,33.3,2,66.7,14,84,55,3,0,1,1,1,9,0
Raúl Parra,ESP,DF,22,1999,3.4,142,16,58,67,17,0,142,1,0,0.0,1,100.0,52,199,104,0,2,0,4,0,59,4
Roger Martí,ESP,FW,31,1991,7.1,211,8,22,106,86,21,211,7,5,71.4,1,14.3,120,422,118,7,5,3,29,8,136,34
Rubén Alcaraz,ESP,MF,31,1991,22.7,1286,64,309,768,224,22,1283,24,12,50.0,10,41.7,715,3713,1587,30,27,3,34,31,775,20
Rubén Sobrino,ESP,"MF,FW",30,1992,27.4,952,37,209,401,359,75,952,75,29,38.7,36,48.0,542,3550,1609,45,41,12,56,42,579,81
Santiago Arzamendia,PAR,"DF,MF",24,1998,5.4,290,23,90,135,70,5,290,6,2,33.3,4,66.7,140,668,349,8,9,2,8,4,142,22
Sergi Guardiola,ESP,FW,31,1991,12.9,413,8,34,174,208,41,413,24,12,50.0,10,41.7,241,1015,344,12,10,5,27,24,303,55
Theo Bongonda,COD,"MF,FW",26,1995,21.5,766,17,118,282,387,55,765,98,40,40.8,42,42.9,480,3985,2088,74,47,20,57,26,497,105
Tomás Alarcón,CHI,MF,23,1999,2.5,113,3,20,68,25,1,113,0,0,,0,,62,267,81,2,0,0,3,4,74,6
Víctor Chust,ESP,DF,22,2000,10.7,533,71,291,237,13,6,533,3,1,33.3,2,66.7,246,1462,718,4,2,1,2,1,305,2
Youba Diarra,MLI,MF,24,1998,1.1,66,10,27,41,1,0,66,0,0,,0,,33,126,72,1,0,0,2,4,33,1
Álex Fernández,ESP,"MF,FW",29,1992,17.5,850,38,174,482,198,25,849,11,5,45.5,4,36.4,482,2226,983,19,21,3,18,24,583,26
Álvaro Giménez,ESP,FW,31,1991,0.2,5,0,0,2,3,0,5,1,0,0.0,1,100.0,3,6,0,0,0,0,1,0,3,2
Álvaro Negredo,ESP,FW,36,1985,8.4,246,10,23,135,91,29,246,10,5,50.0,4,40.0,115,443,156,4,5,0,18,7,174,22
