General,General,General,General,General,Playing time,Playing time,Playing time,General,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty kicks,Penalty kicks,Penalty kicks,Penalty kicks,Penalty kicks
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Ga,Ga90,Sota,Saves,Save%,W,D,L,Cs,Cs%,Pkatt,Pka,Pksv,Pkm,Save%
David Gil,ESP,GK,28,1994,4,4,360,4.0,5,1.25,23,18,82.6,1,1,2,1,25.0,1,1,0,0,0.0
Jeremías Ledesma,ARG,GK,29,1993,34,34,3060,34.0,48,1.41,179,130,77.7,9,11,14,12,35.3,9,8,1,0,11.1
