General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Gonzalo Escalante,ARG,MF,29,1993,14,1121,80,32.8,12.5,13,83,8,1,45,1,1.57,13,13,0,0.0,0.9,16.6,17.2,-0.6,-0.05,0.72
Isaac Carcelen,ESP,DF,29,1993,27,2199,81,64.3,24.4,25,84,18,2,52,2,1.26,20,23,-3,-0.12,1.35,29.6,34.6,-4.9,-0.2,0.92
Iván Alejo,ESP,"MF,FW",27,1995,31,1311,42,38.3,14.6,13,69,2,18,23,2,1.06,8,26,-18,-1.24,-1.02,17.1,25.8,-8.7,-0.6,-0.11
Jeremías Ledesma,ARG,GK,29,1993,34,3060,90,89.5,34.0,34,90,34,0,,0,1.12,27,48,-21,-0.62,-0.12,35.5,53.5,-18.0,-0.53,0.0
Jorge Meré,ESP,DF,25,1997,10,601,60,17.6,6.7,6,84,4,4,24,6,1.5,6,10,-4,-0.6,0.01,9.9,12.4,-2.6,-0.38,0.18
Joseba Zaldúa,ESP,DF,30,1992,10,639,64,18.7,7.1,7,84,5,3,17,0,0.7,3,17,-14,-1.97,-1.68,4.2,13.9,-9.7,-1.36,-1.02
José Antonio,ESP,"MF,DF",18,2004,2,46,23,1.3,0.5,0,,0,2,23,4,0.0,1,1,0,0.0,0.61,1.1,0.7,0.4,0.76,1.31
José Mari,ESP,MF,34,1987,18,397,22,11.6,4.4,2,55,0,16,18,10,1.1,8,9,-1,-0.23,0.43,4.8,9.4,-4.6,-1.05,-0.59
Karl Etta,CMR,MF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kikín,ESP,DF,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Lautaro Spatz,ARG,DF,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Lucas Pérez,ESP,FW,33,1988,14,628,45,18.4,7.0,5,80,2,9,25,1,0.79,7,14,-7,-1.0,-0.49,6.4,15.1,-8.7,-1.25,-0.88
Luis Hernández,ESP,DF,33,1989,35,3149,90,92.1,35.0,35,90,34,0,,1,1.17,28,46,-18,-0.51,1.15,39.6,55.7,-16.1,-0.46,0.87
Mamadou Mbaye,SEN,DF,24,1998,14,760,54,22.2,8.4,7,81,6,7,27,14,1.36,5,17,-12,-1.42,-1.05,8.6,15.1,-6.5,-0.77,-0.31
Mamady Diarra,MLI,"MF,DF",22,2000,2,66,33,1.9,0.7,1,61,0,1,5,2,0.0,0,1,-1,-1.36,-0.77,0.7,1.9,-1.2,-1.63,-1.12
Nando Almodóvar,ESP,GK,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Raúl Parra,ESP,DF,22,1999,6,310,52,9.1,3.4,4,69,0,2,17,17,1.67,3,3,0,0.0,0.67,3.7,5.1,-1.4,-0.41,0.13
Roger Martí,ESP,FW,31,1991,14,639,46,18.7,7.1,8,68,0,6,16,1,1.43,5,9,-4,-0.56,0.05,7.9,9.7,-1.8,-0.25,0.34
Rubén Alcaraz,ESP,MF,31,1991,31,2043,66,59.7,22.7,22,80,10,9,31,0,1.29,18,26,-8,-0.35,0.63,24.5,34.4,-9.8,-0.43,0.24
Rubén Sobrino,ESP,"MF,FW",30,1992,33,2465,75,72.1,27.4,28,84,18,5,22,1,1.18,22,27,-5,-0.18,1.51,32.5,39.7,-7.2,-0.26,0.96
Santiago Arzamendia,PAR,"DF,MF",24,1998,12,483,40,14.1,5.4,5,81,3,7,11,26,0.92,1,15,-14,-2.61,-2.33,3.7,12.2,-8.5,-1.59,-1.23
Sergi Guardiola,ESP,FW,31,1991,17,1165,69,34.1,12.9,14,77,2,3,31,1,1.35,14,10,4,0.31,1.39,18.7,18.4,0.3,0.02,0.84
Theo Bongonda,COD,"MF,FW",26,1995,31,1938,63,56.7,21.5,24,72,4,7,30,5,1.19,18,25,-7,-0.33,0.65,23.0,32.2,-9.2,-0.43,0.23
Tomás Alarcón,CHI,MF,23,1999,4,223,56,6.5,2.5,2,83,1,2,29,4,0.0,0,7,-7,-2.83,-2.37,1.2,5.3,-4.1,-1.67,-1.22
Victor Wehbi,BRA,GK,19,2002,0,,,,,0,,0,0,,17,,,,,,,,,,,
Víctor Chust,ESP,DF,22,2000,14,965,69,28.2,10.7,10,78,8,4,48,4,0.86,7,20,-13,-1.21,-0.85,8.7,20.3,-11.6,-1.08,-0.77
Youba Diarra,MLI,MF,24,1998,5,98,20,2.9,1.1,1,45,0,4,13,15,1.0,0,5,-5,-4.59,-4.1,1.6,3.2,-1.6,-1.51,-1.01
Álex Fernández,ESP,"MF,FW",29,1992,28,1576,56,46.1,17.5,17,78,9,11,23,3,1.11,12,26,-14,-0.8,-0.36,17.2,29.6,-12.4,-0.71,-0.33
Álvaro Bastida,ESP,MF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Álvaro Giménez,ESP,FW,31,1991,1,17,17,0.5,0.2,0,,0,1,17,15,0.0,0,1,-1,-5.29,-4.71,0.0,0.0,0.0,-0.24,0.29
Álvaro Negredo,ESP,FW,36,1985,21,757,36,22.1,8.4,9,64,1,12,15,13,0.67,6,17,-11,-1.31,-0.9,9.7,17.1,-7.4,-0.88,-0.45
