General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Alberto Perea,ESP,MF,31,1990,0.5,10,12,83.3,114,30,6,7,85.7,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2
Alfonso Espino,URU,DF,30,1992,34.7,989,1542,64.1,17362,8062,467,571,81.8,395,582,67.9,107,294,36.4,4,4.2,3.7,-0.2,35,84,37,21,107
Anthony Lozano,HON,FW,29,1993,16.0,198,293,67.6,2420,589,123,159,77.4,54,80,67.5,4,12,33.3,1,0.8,1.0,0.2,11,19,6,1,28
Antonio Blanco,ESP,MF,22,2000,1.8,57,61,93.4,818,137,31,33,93.9,22,24,91.7,1,1,100.0,0,0.0,0.1,0.0,1,3,1,0,2
Awer Mabil,AUS,"MF,FW",26,1995,1.8,34,54,63.0,422,149,22,28,78.6,6,10,60.0,2,9,22.2,0,0.0,0.0,0.0,1,4,0,0,4
Brian Ocampo,URU,"MF,FW",23,1999,12.4,274,369,74.3,3846,1051,177,207,85.5,61,86,70.9,22,41,53.7,1,1.7,1.7,-0.7,16,13,15,6,22
Cala,ESP,DF,32,1989,1.5,30,38,78.9,792,274,4,5,80.0,14,17,82.4,12,16,75.0,0,0.0,0.0,0.0,0,0,0,0,2
Carlos García,ESP,DF,22,2000,0.3,20,24,83.3,497,122,2,5,40.0,14,15,93.3,4,4,100.0,1,0.1,0.0,0.9,1,0,0,0,2
Chris Ramos,ESP,FW,25,1997,7.9,79,149,53.0,854,206,57,92,62.0,12,28,42.9,2,4,50.0,0,0.2,0.7,-0.2,4,7,1,1,6
David Gil,ESP,GK,28,1994,4.0,66,129,51.2,2769,2382,9,9,100.0,14,15,93.3,43,105,41.0,0,0.0,0.0,0.0,0,9,0,0,0
Fali,ESP,"DF,MF",28,1993,19.0,455,593,76.7,10475,4321,117,133,88.0,239,281,85.1,97,165,58.8,0,0.2,0.2,-0.2,4,49,4,0,56
Fede San Emeterio,ESP,MF,25,1997,20.5,518,657,78.8,8578,2348,274,318,86.2,188,231,81.4,43,72,59.7,1,0.8,0.4,0.2,6,45,5,1,45
Francisco Mwepu,ZAM,FW,22,2000,0.2,4,4,100.0,60,6,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Gonzalo Escalante,ARG,MF,29,1993,12.5,325,433,75.1,5212,1513,178,208,85.6,120,152,78.9,23,52,44.2,1,1.5,1.0,-0.5,10,41,5,2,50
Isaac Carcelen,ESP,DF,29,1993,24.4,747,961,77.7,12672,4769,358,396,90.4,308,394,78.2,64,124,51.6,1,1.3,1.8,-0.3,16,65,17,12,85
Iván Alejo,ESP,"MF,FW",27,1995,14.6,219,392,55.9,3409,1108,128,173,74.0,55,111,49.5,24,61,39.3,1,2.4,1.6,-1.4,21,10,24,20,16
Jeremías Ledesma,ARG,GK,29,1993,34.0,585,1114,52.5,22172,18695,58,60,96.7,223,230,97.0,303,818,37.0,0,0.0,0.1,0.0,1,42,1,0,0
Jorge Meré,ESP,DF,25,1997,6.7,179,215,83.3,3641,1350,55,64,85.9,100,112,89.3,23,36,63.9,0,0.0,0.0,0.0,0,8,0,0,14
Joseba Zaldúa,ESP,DF,30,1992,7.1,190,277,68.6,3001,1133,104,119,87.4,68,100,68.0,15,42,35.7,1,0.0,0.2,1.0,2,11,2,2,13
José Antonio,ESP,"MF,DF",18,2004,0.5,8,10,80.0,98,50,6,6,100.0,2,2,100.0,0,1,0.0,1,0.0,0.0,1.0,1,2,1,0,3
José Mari,ESP,MF,34,1987,4.4,168,203,82.8,3584,1144,55,68,80.9,71,76,93.4,37,49,75.5,0,0.3,0.1,-0.3,5,32,1,0,21
Lucas Pérez,ESP,FW,33,1988,7.0,169,236,71.6,2634,646,96,106,90.6,48,63,76.2,17,48,35.4,0,0.6,1.0,-0.6,4,13,7,3,14
Luis Hernández,ESP,DF,33,1989,35.0,1078,1488,72.4,23046,9678,323,361,89.5,558,670,83.3,186,415,44.8,0,0.9,1.0,-0.9,12,81,7,4,95
Mamadou Mbaye,SEN,DF,24,1998,8.4,219,294,74.5,4345,1613,79,96,82.3,113,136,83.1,24,47,51.1,0,0.2,0.1,-0.2,2,12,2,0,13
Mamady Diarra,MLI,"MF,DF",22,2000,0.7,8,9,88.9,103,26,4,5,80.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Raúl Parra,ESP,DF,22,1999,3.4,74,114,64.9,1530,614,24,28,85.7,34,49,69.4,15,28,53.6,0,0.0,0.1,0.0,1,7,1,1,7
Roger Martí,ESP,FW,31,1991,7.1,92,129,71.3,1031,125,66,84,78.6,18,25,72.0,1,2,50.0,0,0.5,0.2,-0.5,4,3,1,0,5
Rubén Alcaraz,ESP,MF,31,1991,22.7,827,1046,79.1,16517,4831,331,386,85.8,340,388,87.6,138,219,63.0,0,1.3,1.2,-1.3,20,93,16,8,105
Rubén Sobrino,ESP,"MF,FW",30,1992,27.4,444,618,71.8,5754,1679,269,344,78.2,132,164,80.5,13,33,39.4,2,2.3,1.8,-0.3,24,28,8,3,46
Santiago Arzamendia,PAR,"DF,MF",24,1998,5.4,150,226,66.4,2442,1025,80,94,85.1,54,73,74.0,11,36,30.6,0,0.5,0.2,-0.5,6,14,3,0,17
Sergi Guardiola,ESP,FW,31,1991,12.9,203,294,69.0,2803,548,121,152,79.6,60,88,68.2,10,15,66.7,0,0.5,0.3,-0.5,9,11,3,1,28
Theo Bongonda,COD,"MF,FW",26,1995,21.5,329,489,67.3,4564,1295,207,254,81.5,87,123,70.7,20,70,28.6,3,3.0,2.4,0.0,20,20,11,4,39
Tomás Alarcón,CHI,MF,23,1999,2.5,78,95,82.1,1688,582,28,32,87.5,27,34,79.4,20,25,80.0,0,0.1,0.1,-0.1,2,11,1,0,9
Víctor Chust,ESP,DF,22,2000,10.7,364,440,82.7,8016,2967,105,118,89.0,172,192,89.6,78,113,69.0,0,0.0,0.1,0.0,1,22,1,0,22
Youba Diarra,MLI,MF,24,1998,1.1,40,49,81.6,782,184,15,16,93.8,18,20,90.0,7,11,63.6,0,0.5,0.2,-0.5,2,3,1,0,3
Álex Fernández,ESP,"MF,FW",29,1992,17.5,602,720,83.6,10263,3036,305,329,92.7,207,237,87.3,74,120,61.7,0,1.6,1.9,-1.6,17,57,6,2,69
Álvaro Giménez,ESP,FW,31,1991,0.2,2,2,100.0,21,6,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
Álvaro Negredo,ESP,FW,36,1985,8.4,106,173,61.3,1766,383,53,77,68.8,32,48,66.7,12,28,42.9,2,2.4,1.6,-0.4,10,11,4,1,17
