General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Akim Zedadka,ALG,DF,27,1995,17.8,543,707,76.8,8466,2865,273,326,83.7,222,283,78.4,28,58,48.3,0,1.3,1.3,-1.3,14,35,15,9,51
Alexandre Coeff,FRA,DF,30,1992,6.5,287,353,81.3,6143,2229,72,88,81.8,165,183,90.2,44,68,64.7,1,0.3,0.1,0.7,1,19,1,0,26
Benoît Costil,FRA,GK,35,1987,19.0,414,593,69.8,13801,10403,54,54,100.0,173,179,96.6,186,357,52.1,0,0.0,0.0,0.0,0,11,0,0,1
Birama Touré,MLI,MF,30,1992,37.8,1236,1538,80.4,23867,7341,466,545,85.5,516,597,86.4,199,291,68.4,0,0.2,0.9,-0.2,5,121,11,0,138
Brayann Pereira,FRA,DF,19,2003,2.0,56,79,70.9,812,282,32,38,84.2,21,32,65.6,3,6,50.0,0,0.0,0.0,0.0,0,1,0,0,4
Donovan Léon,GUF,GK,29,1992,2.0,38,79,48.1,1559,1309,4,4,100.0,10,10,100.0,23,64,35.9,0,0.0,0.0,0.0,0,5,0,0,0
Dénys Bain,FRA,DF,29,1993,1.4,52,56,92.9,909,276,18,18,100.0,32,36,88.9,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,3
Gauthier Hein,FRA,"MF,FW",25,1996,20.8,588,778,75.6,10358,2518,282,321,87.9,193,252,76.6,81,156,51.9,0,3.1,2.3,-3.1,29,59,15,5,76
Gaëtan Charbonnier,FRA,"FW,MF",33,1988,2.8,79,89,88.8,1359,298,36,42,85.7,33,36,91.7,7,7,100.0,0,0.2,0.1,-0.2,3,5,5,0,11
Gaëtan Perrin,FRA,"MF,FW",26,1996,15.5,315,434,72.6,5718,1802,140,175,80.0,122,158,77.2,41,67,61.2,1,1.9,1.5,-0.9,25,39,18,4,69
Gideon Mensah,GHA,DF,24,1998,25.1,1126,1457,77.3,19117,7266,558,635,87.9,454,558,81.4,89,193,46.1,0,2.1,2.1,-2.1,25,97,20,12,116
Hamza Sakhi,FRA,MF,26,1996,18.4,756,947,79.8,14936,4518,281,316,88.9,296,351,84.3,141,216,65.3,2,3.2,3.3,-1.2,37,102,22,7,135
Han-Noah Massengo,FRA,MF,21,2001,12.4,385,453,85.0,6593,1849,165,187,88.2,168,188,89.4,36,43,83.7,0,0.6,1.1,-0.6,11,43,12,2,48
