General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Ionuț Radu,ROU,GK,25,1997,17.0,345,598,57.7,11491,9005,41,41,100.0,142,143,99.3,159,408,39.0,0,0.0,0.0,0.0,1,16,0,0,0
Jubal,BRA,DF,28,1993,35.7,1099,1345,81.7,24023,7984,294,353,83.3,581,637,91.2,197,318,61.9,1,0.4,0.9,0.6,4,65,4,2,73
Julian Jeanvier,GUI,DF,30,1992,19.6,653,792,82.4,12993,4484,220,260,84.6,328,364,90.1,90,143,62.9,0,0.0,0.1,0.0,1,22,0,0,27
Kays Ruiz Atil,FRA,MF,19,2002,0.7,26,29,89.7,233,40,20,20,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Kenji-Van Boto,MAD,DF,26,1996,2.0,48,69,69.6,770,376,25,33,75.8,19,27,70.4,2,5,40.0,0,0.0,0.0,0.0,0,2,0,0,2
Kévin Danois,FRA,MF,18,2004,0.0,1,1,100.0,8,9,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Lassine Sinayoko,MLI,"MF,FW",22,1999,17.4,413,555,74.4,5950,1763,235,298,78.9,124,165,75.2,26,43,60.5,2,2.6,1.8,-0.6,23,38,28,6,74
M'Baye Niang,SEN,FW,27,1994,16.5,188,297,63.3,2848,688,100,147,68.0,66,96,68.8,12,21,57.1,0,0.6,0.6,-0.6,7,13,7,1,30
Mathias Autret,FRA,"MF,FW",31,1991,14.3,451,597,75.5,9287,2835,172,204,84.3,175,219,79.9,92,140,65.7,2,2.0,2.0,0.0,27,61,16,4,77
Matthis Abline,FRA,"FW,MF",19,2003,9.0,69,105,65.7,1187,235,24,36,66.7,35,44,79.5,5,11,45.5,1,0.7,0.3,0.3,5,7,3,1,8
Nuno da Costa,CPV,"FW,MF",31,1991,22.3,261,381,68.5,4170,1230,124,183,67.8,87,112,77.7,27,41,65.9,4,3.7,2.3,0.3,25,22,12,5,32
Ousmane Camara,GUI,"FW,MF",20,2001,0.3,7,8,87.5,157,60,1,1,100.0,5,5,100.0,1,2,50.0,0,0.2,0.1,-0.2,1,1,1,1,2
Paul Joly,FRA,DF,22,2000,9.6,514,652,78.8,9641,3372,218,247,88.3,201,237,84.8,75,127,59.1,0,0.3,0.6,-0.3,7,34,13,8,41
Quentin Bernard,FRA,DF,33,1989,7.0,324,417,77.7,5848,2976,147,160,91.9,122,154,79.2,44,83,53.0,1,0.6,0.5,0.4,7,31,6,4,27
Rayan Raveloson,MAD,"DF,MF",25,1997,27.0,917,1130,81.2,17031,6379,367,421,87.2,418,498,83.9,104,162,64.2,1,0.9,1.3,0.1,13,82,15,7,100
Rémy Dugimont,FRA,"FW,MF",36,1986,1.3,41,61,67.2,634,122,17,27,63.0,15,21,71.4,4,5,80.0,1,0.3,0.1,0.7,3,3,1,0,8
Siriki Dembélé,CIV,"MF,FW",25,1996,4.1,78,97,80.4,1032,307,48,55,87.3,22,29,75.9,2,5,40.0,0,1.0,0.7,-1.0,8,5,6,1,9
Souleymane Touré,FRA,DF,19,2003,17.6,681,782,87.1,12785,4114,223,261,85.4,359,381,94.2,76,106,71.7,0,0.4,0.4,-0.4,8,41,4,0,45
Théo Pellenard,FRA,DF,28,1994,1.1,11,21,52.4,216,175,4,5,80.0,5,8,62.5,2,6,33.3,0,0.0,0.0,0.0,0,4,0,0,2
Youssouf M'Changama,COM,MF,31,1990,12.0,384,489,78.5,6630,1857,175,207,84.5,150,170,88.2,40,82,48.8,0,0.9,1.2,-0.9,11,35,8,3,49
