General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Akim Zedadka,ALG,DF,27,1995,17.8,0,9,0,0.0,0.51,0.0,0.0,,19.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Alexandre Coeff,FRA,DF,30,1992,6.5,0,1,0,0.0,0.15,0.0,0.0,,9.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Benoît Costil,FRA,GK,35,1987,19.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Birama Touré,MLI,MF,30,1992,37.8,2,25,7,28.0,0.66,0.19,0.08,0.29,26.1,0,0,1,1.9,1.1,0.04,0.1,0.9
Brayann Pereira,FRA,DF,19,2003,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Donovan Léon,GUF,GK,29,1992,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Dénys Bain,FRA,DF,29,1993,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Gauthier Hein,FRA,"MF,FW",25,1996,20.8,2,38,10,26.3,1.82,0.48,0.05,0.2,19.3,2,0,0,3.9,3.9,0.1,-1.9,-1.9
Gaëtan Charbonnier,FRA,"FW,MF",33,1988,2.8,1,7,1,14.3,2.48,0.35,0.14,1.0,23.2,0,0,0,0.6,0.6,0.09,0.4,0.4
Gaëtan Perrin,FRA,"MF,FW",26,1996,15.5,3,26,9,34.6,1.68,0.58,0.08,0.22,21.2,0,1,1,2.9,2.1,0.08,0.1,-0.1
Gideon Mensah,GHA,DF,24,1998,25.1,0,5,1,20.0,0.2,0.04,0.0,0.0,25.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1
Hamza Sakhi,FRA,MF,26,1996,18.4,1,30,9,30.0,1.63,0.49,0.03,0.11,24.1,2,0,0,1.7,1.7,0.06,-0.7,-0.7
Han-Noah Massengo,FRA,MF,21,2001,12.4,0,13,1,7.7,1.05,0.08,0.0,0.0,18.9,0,0,0,1.4,1.4,0.11,-1.4,-1.4
