General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Aitor Ruibal,ESP,"FW,DF",25,1996,19,9,856,9.5,0,0,0,0,0,0,6,0,1.0,1.0,1.0,2.0,21,28,72,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.21,0.11,0.21
Andrés Guardado,MEX,MF,34,1986,28,17,1393,15.5,0,1,1,0,0,0,4,0,0.9,0.9,0.4,1.2,13,95,17,0.0,0.06,0.06,0.0,0.06,0.06,0.02,0.08,0.06,0.08
Borja Iglesias,ESP,FW,28,1993,33,18,1573,17.5,10,0,10,7,3,3,4,0,7.7,5.3,2.7,8.0,18,29,102,0.57,0.0,0.57,0.4,0.4,0.44,0.15,0.59,0.31,0.46
Calderón,ESP,DF,21,2000,1,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09
Claudio Bravo,CHI,GK,38,1983,17,17,1456,16.2,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Cristian Tello,ESP,FW,29,1991,23,5,819,9.1,2,2,4,2,0,0,2,0,1.7,1.7,1.7,3.3,31,25,86,0.22,0.22,0.44,0.22,0.44,0.19,0.18,0.37,0.19,0.37
Diego Lainez,MEX,FW,21,2000,7,1,140,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,4,3,11,0.0,0.0,0.0,0.0,0.0,0.06,0.23,0.3,0.06,0.3
Germán Pezzella,ARG,DF,30,1991,23,22,1988,22.1,1,0,1,1,0,0,5,1,1.3,1.3,0.0,1.3,2,22,5,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.06,0.06,0.06
Guido Rodríguez,ARG,MF,27,1994,32,29,2529,28.1,1,2,3,1,0,0,9,1,1.0,1.0,0.5,1.6,13,123,14,0.04,0.07,0.11,0.04,0.11,0.04,0.02,0.06,0.04,0.06
Héctor Bellerín,ESP,DF,26,1995,23,22,1979,22.0,0,2,2,0,0,0,2,1,0.5,0.5,2.1,2.7,43,75,103,0.0,0.09,0.09,0.0,0.09,0.02,0.1,0.12,0.02,0.12
Joaquín,ESP,"FW,MF",40,1981,21,2,471,5.2,0,1,1,0,0,0,0,0,2.0,2.0,1.4,3.4,31,28,46,0.0,0.19,0.19,0.0,0.19,0.38,0.28,0.65,0.38,0.65
Juan Miranda,ESP,DF,21,2000,13,9,783,8.7,0,2,2,0,0,0,3,0,0.2,0.2,1.4,1.6,7,33,51,0.0,0.23,0.23,0.0,0.23,0.02,0.16,0.18,0.02,0.18
Juanmi,ESP,FW,28,1993,33,26,2131,23.7,16,4,20,16,0,0,5,0,11.1,11.1,2.9,14.0,26,38,107,0.68,0.17,0.84,0.68,0.84,0.47,0.12,0.59,0.47,0.59
Kike Hermoso,ESP,DF,21,1999,1,1,90,1.0,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,1,0,0,1.0,0.0,1.0,1.0,1.0,0.18,0.0,0.18,0.18,0.18
Loren Morón,ESP,FW,27,1993,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Bartra,ESP,DF,30,1991,23,23,1993,22.1,1,0,1,1,0,0,5,0,1.6,1.6,0.1,1.7,14,59,5,0.05,0.0,0.05,0.05,0.05,0.07,0.0,0.08,0.07,0.08
Martín Montoya,ESP,DF,30,1991,6,6,518,5.8,0,1,1,0,0,0,2,0,0.3,0.3,1.0,1.2,9,31,33,0.0,0.17,0.17,0.0,0.17,0.05,0.17,0.22,0.05,0.22
