General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Albert Sambi Lokonga,BEL,MF,23,1999,17,16,1303,14.5,1,3,4,1,0,0,4,0,0.6,0.6,1.4,2.0,29,72,13,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14
Alfie Doughty,ENG,DF,23,1999,37,34,2925,32.5,2,8,10,2,0,0,5,0,1.3,1.3,6.3,7.6,94,106,164,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23
Amari'i Bell,JAM,DF,29,1994,21,21,1720,19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32,76,10,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04
Andros Townsend,ENG,"MF,FW",32,1991,27,14,1210,13.4,1,3,4,1,0,0,1,0,1.2,1.2,1.3,2.5,47,35,71,0.07,0.22,0.3,0.07,0.3,0.09,0.1,0.19,0.09,0.19
Carlton Morris,ENG,"FW,MF",27,1995,38,32,2862,31.8,11,4,15,6,5,5,4,0,11.4,7.5,2.8,10.2,37,56,120,0.35,0.13,0.47,0.19,0.31,0.36,0.09,0.45,0.23,0.32
Cauley Woodrow,ENG,"FW,MF",28,1994,24,2,427,4.7,1,1,2,1,0,0,2,0,1.4,1.4,1.2,2.6,7,6,22,0.21,0.21,0.42,0.21,0.42,0.3,0.25,0.55,0.3,0.55
Chiedozie Ogbene,IRL,"MF,DF",26,1997,30,20,1995,22.2,4,1,5,4,0,0,1,0,4.2,4.2,3.1,7.4,127,53,150,0.18,0.05,0.23,0.18,0.23,0.19,0.14,0.33,0.19,0.33
Daiki Hashioka,JPN,DF,24,1999,10,6,595,6.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,3,21,16,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12
Elijah Adebayo,ENG,FW,25,1998,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16,23,110,0.63,0.0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42
