General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Alex Král,CZE,MF,25,1998,24,13,1370,15.2,0,0,0,0,0,0,2,0,1.7,1.7,0.4,2.0,15,44,41,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13
Alexander Schwolow,GER,GK,31,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aljoscha Kemlein,GER,MF,18,2004,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
András Schäfer,HUN,MF,24,1999,20,14,1214,13.5,1,2,3,1,0,0,1,1,1.8,1.8,1.5,3.2,37,59,71,0.07,0.15,0.22,0.07,0.22,0.13,0.11,0.24,0.13,0.24
Aïssa Laïdouni,TUN,MF,26,1996,23,10,1071,11.9,0,3,3,0,0,0,2,0,0.7,0.7,1.0,1.7,24,56,41,0.0,0.25,0.25,0.0,0.25,0.06,0.09,0.14,0.06,0.14
Benedict Hollerbach,GER,"FW,MF",22,2001,28,15,1282,14.2,5,0,5,5,0,0,2,0,3.4,3.4,1.3,4.7,49,39,126,0.35,0.0,0.35,0.35,0.35,0.24,0.09,0.33,0.24,0.33
Brenden Aaronson,USA,"MF,FW",22,2000,30,14,1267,14.1,2,2,4,2,0,0,3,1,2.0,2.0,1.9,3.8,37,56,91,0.14,0.14,0.28,0.14,0.28,0.14,0.13,0.27,0.14,0.27
Chris Bedia,CIV,"FW,MF",27,1996,7,0,145,1.6,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.4,1,1,6,0.62,0.0,0.62,0.62,0.62,0.13,0.11,0.24,0.13,0.24
Christopher Trimmel,AUT,DF,36,1987,26,19,1646,18.3,0,2,2,0,0,0,2,1,0.6,0.5,2.1,2.6,23,86,65,0.0,0.11,0.11,0.0,0.11,0.03,0.11,0.14,0.03,0.14
Danilho Doekhi,NED,DF,25,1998,24,24,2160,24.0,2,0,2,2,0,0,2,0,1.2,1.2,0.2,1.3,7,65,6,0.08,0.0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06
David Datro Fofana,CIV,"FW,MF",20,2002,12,8,682,7.6,1,0,1,1,0,0,0,0,2.8,2.8,0.3,3.1,20,14,66,0.13,0.0,0.13,0.13,0.13,0.37,0.05,0.41,0.37,0.41
Diogo Leite,POR,DF,24,1999,32,31,2702,30.0,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1.0,14,121,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
Frederik Rønnow,DEN,GK,30,1992,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Janik Haberer,GER,"MF,DF",29,1994,21,14,1221,13.6,1,1,2,1,0,0,7,0,0.9,0.8,0.6,1.3,10,47,36,0.07,0.07,0.15,0.07,0.15,0.07,0.04,0.11,0.06,0.1
Jordan Pefok,USA,FW,27,1996,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4
Josip Juranović,CRO,DF,27,1995,21,14,1294,14.4,0,2,2,0,0,1,4,0,1.4,0.6,2.3,2.9,22,52,46,0.0,0.14,0.14,0.0,0.14,0.1,0.16,0.26,0.04,0.2
Jérôme Roussillon,FRA,DF,30,1993,23,8,752,8.4,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,10,38,29,0.0,0.12,0.12,0.0,0.12,0.04,0.07,0.11,0.04,0.11
Kevin Behrens,GER,FW,32,1991,18,14,1262,14.0,4,0,4,4,0,0,3,0,6.0,6.0,0.9,6.9,11,45,93,0.29,0.0,0.29,0.29,0.29,0.43,0.06,0.5,0.43,0.5
Kevin Vogt,GER,DF,31,1991,16,16,1323,14.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.1,1,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Volland,GER,"FW,MF",31,1992,26,17,1345,14.9,3,4,7,1,2,3,3,2,5.3,2.9,2.6,5.6,14,48,96,0.2,0.27,0.47,0.07,0.33,0.36,0.18,0.53,0.2,0.37
Leonardo Bonucci,ITA,DF,36,1987,7,6,460,5.1,1,0,1,0,1,1,0,0,0.8,0.0,0.3,0.3,0,21,1,0.2,0.0,0.2,0.0,0.0,0.15,0.06,0.22,0.0,0.06
Lucas Tousart,FRA,MF,26,1997,23,18,1572,17.5,0,0,0,0,0,0,5,0,1.5,1.5,0.9,2.4,15,51,33,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14
Mikkel Kaufmann,DEN,FW,22,2001,18,4,486,5.4,1,0,1,1,0,0,0,0,1.3,1.3,1.0,2.3,6,11,34,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.42,0.24,0.42
Miloš Pantović,SRB,MF,27,1996,1,0,15,0.2,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,1,0,1,6.0,0.0,6.0,6.0,6.0,4.55,0.0,4.55,4.55,4.55
Paul Jaeckel,GER,DF,25,1998,6,2,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
Rani Khedira,GER,MF,29,1994,20,18,1343,14.9,0,0,0,0,0,0,5,1,0.4,0.4,0.1,0.5,6,35,15,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03
Robin Gosens,GER,"DF,MF",29,1994,30,27,2283,25.4,6,3,9,6,0,0,9,1,2.1,2.1,3.0,5.1,21,97,113,0.24,0.12,0.35,0.24,0.35,0.08,0.12,0.2,0.08,0.2
