General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Abdoulaye Bakayoko,FRA,DF,18,2002,4,4,307,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adil Aouchiche,FRA,"MF,FW",19,2002,35,11,1081,12.0,0,4,4,0,0,0,2,0,1.2,1.2,1.6,2.8,43,75,61,0.0,0.33,0.33,0.0,0.33,0.1,0.14,0.23,0.1,0.23
Aimen Moueffek,FRA,MF,20,2001,14,4,432,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,18,25,11,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
Arnaud Nordin,FRA,"FW,MF",23,1998,36,20,1874,20.8,4,4,8,4,0,0,4,0,3.5,3.5,2.4,5.9,73,44,163,0.19,0.19,0.38,0.19,0.38,0.17,0.11,0.28,0.17,0.28
Assane Dioussé,SEN,MF,23,1997,4,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary Sako,MLI,"FW,MF",33,1988,7,1,156,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,4,11,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2
Bryan Djile Nokoué,CMR,"DF,MF",19,2002,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Abi,FRA,FW,21,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denis Bouanga,GAB,"FW,MF",26,1994,34,28,2436,27.1,9,6,15,9,0,0,4,1,8.0,8.0,4.9,12.9,79,66,244,0.33,0.22,0.55,0.33,0.55,0.29,0.18,0.48,0.29,0.48
Elhadji Dieye,SEN,"FW,MF",19,2002,5,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27
Eliaquim Mangala,FRA,DF,30,1991,14,14,1179,13.1,1,0,1,1,0,0,9,0,0.5,0.5,0.0,0.5,3,24,1,0.08,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.04,0.04
Enzo Crivelli,FRA,"FW,MF",26,1995,4,0,102,1.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,1,2,9,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47
Etienne Green,ENG,GK,21,2000,15,15,1197,13.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falaye Sacko,MLI,DF,26,1995,9,8,667,7.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,6,38,6,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
Gabriel Silva,BRA,"DF,MF",30,1991,13,9,713,7.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,6,22,17,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01
Harold Moukoudi,CMR,DF,23,1997,24,17,1661,18.5,0,0,0,0,0,0,3,0,0.9,0.9,0.1,0.9,7,61,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Jean-Philippe Krasso,CIV,FW,24,1997,16,5,453,5.0,1,1,2,1,0,0,0,0,1.6,1.6,0.6,2.2,11,8,25,0.2,0.2,0.4,0.2,0.4,0.31,0.13,0.43,0.31,0.43
Juan Ignacio Ramírez,URU,FW,24,1997,5,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Lamine Ghezali,FRA,DF,22,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,3.32,0.0,3.32
Lucas Calodat,FRA,DF,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Gourna-Douath,FRA,MF,17,2003,31,20,1804,20.0,1,0,1,1,0,0,7,0,1.3,1.3,0.2,1.5,29,69,22,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.08,0.07,0.08
Mahdi Camara,FRA,"MF,DF",23,1998,35,34,3073,34.1,3,0,3,3,0,0,8,0,2.5,2.5,1.3,3.8,43,132,89,0.09,0.0,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11
Mathys Saban,FRA,"FW,MF",19,2002,3,0,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxence Rivera,FRA,FW,19,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mickael Nade,FRA,DF,22,1999,30,29,2563,28.5,1,0,1,1,0,0,4,0,1.5,1.5,0.2,1.7,10,85,4,0.04,0.0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06
Miguel Trauco,PER,"DF,MF",28,1992,17,12,1112,12.4,1,0,1,1,0,0,3,0,0.5,0.5,0.3,0.8,12,48,49,0.08,0.0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06
Nelson Sissoko,FRA,DF,24,1997,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Bernardoni,FRA,GK,24,1997,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Hamouma,FRA,"FW,MF",34,1987,22,7,886,9.8,2,1,3,2,0,0,2,0,2.9,2.9,1.4,4.3,27,23,100,0.2,0.1,0.3,0.2,0.3,0.29,0.14,0.43,0.29,0.43
Ryad Boudebouz,ALG,"MF,FW",31,1990,30,27,2252,25.0,3,4,7,2,1,1,2,0,2.3,1.5,3.6,5.1,85,182,138,0.12,0.16,0.28,0.08,0.24,0.09,0.15,0.24,0.06,0.2
Sada Thioub,SEN,"DF,MF",26,1995,17,11,950,10.6,0,1,1,0,0,0,2,0,0.2,0.2,1.5,1.8,30,58,67,0.0,0.09,0.09,0.0,0.09,0.02,0.15,0.17,0.02,0.17
Saidou Sow,GUI,DF,19,2002,13,11,989,11.0,2,1,3,2,0,0,2,0,0.3,0.3,0.9,1.2,13,47,3,0.18,0.09,0.27,0.18,0.27,0.02,0.08,0.1,0.02,0.1
Stefan Bajic,FRA,GK,19,2001,7,4,510,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
