General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Aaron Cresswell,ENG,DF,32,1989,24.8,1448,1157,288,40,1,5,133,192,56,5,44,1,1127,3,35
Alphonse Areola,FRA,GK,29,1993,3.4,92,59,32,2,0,0,0,0,0,0,0,0,67,1,0
Angelo Ogbonna,ITA,DF,34,1988,13.7,415,406,9,7,0,0,0,0,0,0,0,0,332,0,2
Ben Johnson,ENG,DF,22,2000,9.6,535,463,71,7,0,7,16,62,0,0,0,0,395,1,12
Conor Coventry,IRL,"MF,FW",22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Craig Dawson,ENG,DF,32,1990,8.0,310,299,9,8,0,2,2,1,0,0,0,0,245,2,3
Danny Ings,ENG,FW,30,1992,8.6,148,146,2,0,3,1,0,0,0,0,0,0,92,0,8
Declan Rice,ENG,MF,23,1999,36.4,2135,2060,70,48,4,60,44,3,19,15,1,0,1846,5,26
Divin Mubama,ENG,FW,17,2004,0.4,8,7,1,1,0,0,0,0,0,0,0,0,5,0,0
Emerson Palmieri,ITA,DF,27,1994,14.7,729,606,121,9,0,0,47,98,14,1,10,0,572,2,27
Flynn Downes,ENG,MF,23,1999,8.5,331,323,7,2,0,2,3,0,0,0,0,0,289,1,6
Gianluca Scamacca,ITA,FW,23,1999,10.3,177,173,3,0,0,8,1,0,0,0,0,0,118,1,7
Jarrod Bowen,ENG,"FW,MF",25,1996,35.9,881,768,109,11,6,4,159,3,90,85,0,0,552,4,58
Kurt Zouma,FRA,DF,27,1994,22.1,831,801,28,14,0,14,0,3,0,0,0,0,701,2,3
Lucas Paquetá,BRA,MF,24,1997,23.9,1157,1075,73,21,13,11,22,1,1,0,0,0,907,9,28
Manuel Lanzini,ARG,"MF,FW",29,1993,2.8,175,173,2,0,0,0,2,0,0,0,0,0,146,0,5
Maxwel Cornet,CIV,FW,25,1996,2.7,97,93,2,0,0,0,6,1,0,0,0,0,72,2,7
Michail Antonio,JAM,FW,32,1990,20.3,348,335,12,1,1,1,35,8,0,0,0,0,186,1,18
Nayef Aguerd,MAR,DF,26,1996,17.7,763,723,36,29,0,21,0,0,0,0,0,0,599,4,5
Pablo Fornals,ESP,"FW,MF",26,1996,16.7,771,719,48,6,7,10,59,7,21,18,2,0,557,4,22
Saïd Benrahma,ALG,"FW,MF",26,1995,23.0,796,771,20,1,5,2,83,8,4,4,0,0,597,5,29
Thilo Kehrer,GER,DF,25,1996,24.8,1112,992,116,24,1,6,23,91,0,0,0,0,927,4,14
Tomáš Souček,CZE,MF,27,1995,31.3,994,982,12,10,0,6,20,0,1,1,0,0,709,0,28
Vladimír Coufal,CZE,DF,29,1992,23.7,1174,907,260,16,0,0,113,244,0,0,0,0,730,7,47
Łukasz Fabiański,POL,GK,37,1985,34.6,930,587,339,90,0,2,0,0,0,0,0,0,598,4,0
