General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Aaron Cresswell,ENG,DF,32,1989,24.8,1127,1448,77.8,18285,8587,626,670,93.4,387,497,77.9,100,206,48.5,1,3.7,2.9,-2.7,40,91,28,15,145
Alphonse Areola,FRA,GK,29,1993,3.4,67,92,72.8,1737,1323,25,25,100.0,22,22,100.0,19,43,44.2,0,0.0,0.0,0.0,0,0,0,0,0
Angelo Ogbonna,ITA,DF,34,1988,13.7,332,415,80.0,6299,2059,100,120,83.3,190,217,87.6,32,62,51.6,0,0.2,0.1,-0.2,3,8,1,0,11
Ben Johnson,ENG,DF,22,2000,9.6,395,535,73.8,6958,2496,177,202,87.6,175,217,80.6,35,85,41.2,0,0.2,0.4,-0.2,3,27,10,5,37
Conor Coventry,IRL,"MF,FW",22,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Craig Dawson,ENG,DF,32,1990,8.0,245,310,79.0,5404,2170,74,86,86.0,121,137,88.3,48,79,60.8,0,0.1,0.1,-0.1,1,25,0,0,18
Danny Ings,ENG,FW,30,1992,8.6,92,148,62.2,1111,302,62,89,69.7,15,23,65.2,5,13,38.5,2,1.0,0.9,1.0,6,11,2,0,12
Declan Rice,ENG,MF,23,1999,36.4,1846,2135,86.5,33652,9456,850,944,90.0,735,789,93.2,223,324,68.8,1,3.2,1.9,-2.2,37,233,13,3,240
Divin Mubama,ENG,FW,17,2004,0.4,5,8,62.5,108,37,2,2,100.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0.0,1,0,0,0,0
Emerson Palmieri,ITA,DF,27,1994,14.7,572,729,78.5,7910,2912,367,400,91.8,155,195,79.5,30,74,40.5,0,0.9,0.8,-0.9,13,37,11,4,45
Flynn Downes,ENG,MF,23,1999,8.5,289,331,87.3,4062,921,183,194,94.3,86,97,88.7,10,14,71.4,0,0.1,0.1,-0.1,2,25,1,0,22
Gianluca Scamacca,ITA,FW,23,1999,10.3,118,177,66.7,2014,378,63,85,74.1,31,52,59.6,17,21,81.0,0,0.7,0.5,-0.7,13,14,5,1,17
Jarrod Bowen,ENG,"FW,MF",25,1996,35.9,552,881,62.7,8725,2552,312,385,81.0,170,225,75.6,52,164,31.7,5,7.4,6.0,-2.4,48,39,24,9,72
Kurt Zouma,FRA,DF,27,1994,22.1,701,831,84.4,13480,4437,247,271,91.1,363,407,89.2,79,129,61.2,0,0.1,0.1,-0.1,1,19,2,0,31
Lucas Paquetá,BRA,MF,24,1997,23.9,907,1157,78.4,14158,4393,476,559,85.2,324,394,82.2,68,104,65.4,3,2.5,2.6,0.5,32,98,30,3,147
Manuel Lanzini,ARG,"MF,FW",29,1993,2.8,146,175,83.4,2221,522,82,94,87.2,48,53,90.6,11,17,64.7,0,0.2,0.3,-0.2,1,13,3,0,19
Maxwel Cornet,CIV,FW,25,1996,2.7,72,97,74.2,942,166,47,54,87.0,19,27,70.4,2,2,100.0,0,0.1,0.1,-0.1,1,3,1,1,5
Michail Antonio,JAM,FW,32,1990,20.3,186,348,53.4,2663,501,114,168,67.9,55,108,50.9,12,31,38.7,3,1.3,0.8,1.7,15,12,8,2,27
Nayef Aguerd,MAR,DF,26,1996,17.7,599,763,78.5,12203,5332,224,244,91.8,287,335,85.7,82,169,48.5,0,0.5,0.3,-0.5,6,37,4,0,25
Pablo Fornals,ESP,"FW,MF",26,1996,16.7,557,771,72.2,9313,2676,261,300,87.0,208,277,75.1,61,124,49.2,1,1.7,2.0,-0.7,20,60,12,4,89
Saïd Benrahma,ALG,"FW,MF",26,1995,23.0,597,796,75.0,8154,2088,374,425,88.0,176,241,73.0,25,61,41.0,3,4.5,3.3,-1.5,48,32,23,12,82
Thilo Kehrer,GER,DF,25,1996,24.8,927,1112,83.4,16374,6006,393,447,87.9,456,510,89.4,68,119,57.1,2,0.6,0.8,1.4,8,59,4,1,60
Tomáš Souček,CZE,MF,27,1995,31.3,709,994,71.3,11602,3417,360,476,75.6,255,338,75.4,66,106,62.3,3,1.9,1.1,1.1,15,67,11,6,88
Vladimír Coufal,CZE,DF,29,1992,23.7,730,1174,62.2,12756,6471,347,421,82.4,279,438,63.7,83,226,36.7,1,2.5,1.7,-1.5,26,68,19,14,82
Łukasz Fabiański,POL,GK,37,1985,34.6,598,930,64.3,18882,15094,117,117,100.0,225,228,98.7,254,579,43.9,0,0.0,0.0,0.0,0,12,0,0,0
