General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Aleksa Terzić,SRB,DF,22,1999,10.4,824,26,220,341,272,9,824,27,16,59.3,8,29.6,484,3453,1961,49,28,4,14,7,511,61
Alessandro Bianco,ITA,MF,19,2002,1.7,91,2,18,59,14,1,91,2,0,0.0,0,0.0,49,240,144,4,1,0,2,5,68,2
Alfred Duncan,GHA,MF,29,1993,12.3,634,10,92,371,179,9,634,23,12,52.2,8,34.8,348,1705,786,18,16,4,17,14,434,30
Antonín Barák,CZE,MF,27,1994,20.0,904,19,84,470,362,67,904,39,19,48.7,17,43.6,556,3364,1435,45,31,8,34,28,649,93
Arthur Cabral,BRA,FW,24,1998,15.9,489,14,36,168,289,102,487,35,15,42.9,17,48.6,270,1438,397,11,14,9,60,24,361,86
Christian Kouamé,CIV,FW,24,1997,20.7,942,8,74,324,559,111,942,66,21,31.8,36,54.5,564,2844,1302,50,32,24,80,42,703,203
Cristiano Biraghi,ITA,DF,29,1992,28.3,2213,72,534,904,793,26,2212,20,7,35.0,9,45.0,1011,4803,2798,69,51,10,16,6,1214,113
Dodô,BRA,DF,23,1998,25.9,1719,52,464,813,462,24,1719,62,34,54.8,21,33.9,1028,6650,3625,72,58,7,35,15,1083,104
Gaetano Castrovilli,ITA,MF,25,1997,8.0,324,15,56,148,127,22,324,16,7,43.8,5,31.3,176,1019,467,12,13,0,11,9,200,16
Giacomo Bonaventura,ITA,MF,32,1989,21.2,1134,14,132,573,456,69,1134,54,23,42.6,19,35.2,707,4208,2260,64,60,10,23,29,804,91
Igor,BRA,DF,24,1998,22.9,1522,122,668,820,46,12,1522,13,9,69.2,2,15.4,901,5350,3206,19,13,0,9,11,973,2
Jonathan Ikone,FRA,FW,24,1998,22.3,921,7,78,372,490,109,921,90,48,53.3,30,33.3,654,5072,2366,83,45,50,61,47,714,178
Josip Brekalo,CRO,"FW,MF",24,1998,2.5,127,0,10,49,71,8,127,10,6,60.0,2,20.0,82,823,342,11,10,2,7,6,98,31
Lorenzo Venuti,ITA,DF,27,1995,10.3,695,25,202,332,165,10,695,6,3,50.0,2,33.3,364,1824,933,24,19,2,12,1,441,43
Luca Ranieri,ITA,DF,23,1999,5.6,381,33,192,179,15,3,381,2,1,50.0,1,50.0,208,944,485,4,2,0,4,1,258,0
Lucas Martínez Quarta,ARG,DF,26,1996,24.1,1835,139,854,890,111,35,1835,16,12,75.0,3,18.8,1088,6689,3255,19,25,1,11,6,1131,6
Luka Jović,SRB,"FW,MF",24,1997,17.0,437,11,27,196,219,79,436,22,15,68.2,6,27.3,214,1023,316,8,8,4,25,16,326,75
Marco Benassi,ITA,DF,27,1994,1.0,112,1,25,64,24,3,112,1,0,0.0,0,0.0,81,284,120,0,4,0,1,1,85,6
Michele Cerofolini,ITA,GK,23,1999,5.0,202,165,201,1,0,0,202,0,0,,0,,123,615,370,0,0,0,0,0,121,0
Nicolás González,ARG,"FW,MF",24,1998,15.0,811,8,71,381,372,73,809,73,25,34.2,31,42.5,506,3201,1421,37,31,9,45,14,623,112
Nikola Milenković,SRB,DF,24,1997,23.7,1520,143,743,710,74,35,1520,0,0,,0,,816,3547,1782,9,10,0,7,0,902,3
Pierluigi Gollini,ITA,GK,27,1995,3.0,131,116,131,0,0,0,131,0,0,,0,,104,423,217,0,0,0,0,0,91,0
Pietro Terracciano,ITA,GK,32,1990,29.0,1135,893,1125,10,0,0,1135,1,1,100.0,0,0.0,602,3154,1984,0,0,0,1,0,612,0
Riccardo Saponara,ITA,FW,30,1991,13.4,606,12,66,235,317,61,606,42,18,42.9,19,45.2,409,2870,1567,56,37,16,29,19,470,125
Riccardo Sottil,ITA,FW,23,1999,9.3,368,1,17,88,268,52,368,47,13,27.7,21,44.7,302,2822,1548,65,35,28,28,13,316,123
Rolando Mandragora,ITA,MF,25,1997,21.7,1190,33,175,670,356,37,1190,16,5,31.3,9,56.3,598,2489,1243,18,25,3,13,8,720,59
Salvatore Sirigu,ITA,GK,35,1987,1.0,40,38,40,0,0,0,40,0,0,,0,,26,237,118,0,0,0,0,0,16,0
Sofyan Amrabat,MAR,MF,25,1996,22.2,1641,45,298,1106,256,6,1641,17,12,70.6,4,23.5,1054,6108,2876,36,28,1,20,16,1196,24
Szymon Żurkowski,POL,MF,24,1997,0.4,25,0,1,8,16,3,25,1,0,0.0,1,100.0,16,115,60,3,1,1,1,1,18,4
Youssef Maleh,MAR,MF,23,1998,3.3,150,4,18,79,53,11,150,3,1,33.3,2,66.7,93,321,144,3,4,1,6,6,96,17
