General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Josip Brekalo,CRO,"FW,MF",24,1998,2.5,76,100,76.0,1424,365,28,33,84.8,33,41,80.5,13,18,72.2,0,0.5,0.5,-0.5,8,7,11,3,18
Lorenzo Venuti,ITA,DF,27,1995,10.3,497,609,81.6,8930,2556,217,227,95.6,228,263,86.7,49,97,50.5,1,0.5,0.7,0.5,8,36,9,4,44
Luca Ranieri,ITA,DF,23,1999,5.6,278,334,83.2,5363,1832,96,105,91.4,143,158,90.5,37,62,59.7,0,0.1,0.1,-0.1,2,18,0,0,11
Lucas Martínez Quarta,ARG,DF,26,1996,24.1,1245,1524,81.7,27128,10926,357,402,88.8,664,741,89.6,213,340,62.6,1,0.6,0.7,0.4,8,119,5,1,119
Luka Jović,SRB,"FW,MF",24,1997,17.0,228,297,76.8,3607,613,118,142,83.1,82,107,76.6,18,24,75.0,3,1.5,1.0,1.5,23,19,5,0,28
Marco Benassi,ITA,DF,27,1994,1.0,91,105,86.7,2107,426,32,32,100.0,33,41,80.5,26,31,83.9,0,0.1,0.1,-0.1,1,11,1,0,9
Michele Cerofolini,ITA,GK,23,1999,5.0,148,195,75.9,3964,2708,27,27,100.0,71,71,100.0,49,96,51.0,0,0.0,0.0,0.0,0,1,0,0,0
Nicolás González,ARG,"FW,MF",24,1998,15.0,381,571,66.7,6819,1579,154,225,68.4,178,218,81.7,37,72,51.4,1,1.3,1.1,-0.3,19,41,21,5,70
Nikola Milenković,SRB,DF,24,1997,23.7,1107,1292,85.7,21399,6777,397,443,89.6,570,634,89.9,129,182,70.9,1,0.5,0.9,0.5,6,62,3,0,78
Pierluigi Gollini,ITA,GK,27,1995,3.0,96,126,76.2,2622,1774,18,18,100.0,42,42,100.0,36,66,54.5,0,0.0,0.0,0.0,0,1,0,0,0
Pietro Terracciano,ITA,GK,32,1990,29.0,816,1072,76.1,23589,16226,130,133,97.7,358,365,98.1,324,566,57.2,0,0.0,0.0,0.0,0,16,0,0,0
Riccardo Saponara,ITA,FW,30,1991,13.4,329,457,72.0,4773,1264,209,249,83.9,85,122,69.7,19,39,48.7,3,3.4,2.2,-0.4,20,26,27,7,56
Riccardo Sottil,ITA,FW,23,1999,9.3,209,266,78.6,3457,554,102,115,88.7,84,109,77.1,18,25,72.0,2,1.1,0.8,0.9,15,11,8,2,27
Rolando Mandragora,ITA,MF,25,1997,21.7,790,984,80.3,15068,4733,311,356,87.4,354,400,88.5,100,167,59.9,4,4.9,4.1,-0.9,34,115,18,6,142
Salvatore Sirigu,ITA,GK,35,1987,1.0,28,38,73.7,930,572,2,2,100.0,12,12,100.0,14,24,58.3,0,0.0,0.0,0.0,0,0,0,0,0
Sofyan Amrabat,MAR,MF,25,1996,22.2,1323,1490,88.8,26717,7147,450,504,89.3,636,677,93.9,217,258,84.1,1,1.1,1.6,-0.1,12,158,23,10,176
Szymon Żurkowski,POL,MF,24,1997,0.4,17,19,89.5,298,21,6,7,85.7,7,7,100.0,2,2,100.0,1,0.0,0.0,1.0,1,1,1,0,1
Youssef Maleh,MAR,MF,23,1998,3.3,95,116,81.9,1462,376,55,63,87.3,31,35,88.6,7,12,58.3,0,0.6,0.4,-0.6,6,8,5,2,11
