General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Adri Embarba,ESP,FW,30,1992,1,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
Adrià Pedrosa,ESP,"DF,MF",24,1998,7,2,229,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,7,4,21,0.0,0.0,0.0,0.0,0.0,0.02,0.26,0.28,0.02,0.28
Aleix Vidal,ESP,"MF,FW",32,1989,25,10,1025,11.4,0,3,3,0,0,0,10,1,0.1,0.1,2.2,2.4,16,23,53,0.0,0.26,0.26,0.0,0.26,0.01,0.2,0.21,0.01,0.21
Benjamin Lecomte,FRA,GK,31,1991,10,10,899,10.0,0,0,0,0,0,0,1,1,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Brian Oliván,ESP,DF,28,1994,30,29,2403,26.7,1,7,8,1,0,0,7,0,0.6,0.6,4.3,4.9,48,80,139,0.04,0.26,0.3,0.04,0.3,0.02,0.16,0.18,0.02,0.18
César Montes,MEX,DF,25,1997,20,18,1590,17.7,3,0,3,3,0,0,6,0,0.9,0.9,0.0,0.9,13,41,4,0.17,0.0,0.17,0.17,0.17,0.05,0.0,0.05,0.05,0.05
Dani Gómez,ESP,"MF,FW",24,1998,8,0,88,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Denis Suárez,ESP,"MF,FW",28,1994,18,11,945,10.5,0,0,0,0,0,0,2,0,0.5,0.5,1.1,1.6,26,43,34,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.15,0.05,0.15
Edu Expósito,ESP,MF,25,1996,28,13,1160,12.9,2,2,4,2,0,0,3,1,0.9,0.9,2.4,3.3,19,72,59,0.16,0.16,0.31,0.16,0.31,0.07,0.18,0.25,0.07,0.25
Fernando Calero,ESP,"DF,MF",26,1995,27,20,1611,17.9,0,1,1,0,0,0,6,0,0.7,0.7,0.6,1.3,9,64,4,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07
Fernando Pacheco,ESP,GK,30,1992,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
