General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Andriy Lunin,UKR,GK,23,1999,7.0,227,186,41,4,0,1,0,0,0,0,0,0,205,0,1
Antonio Rüdiger,GER,DF,29,1993,26.8,1617,1562,55,25,3,16,5,20,0,0,0,0,1486,0,14
Aurélien Tchouaméni,FRA,MF,22,2000,23.5,1700,1657,41,40,7,7,12,1,0,0,0,0,1578,2,9
Casemiro,BRA,MF,30,1992,0.1,8,8,0,0,0,1,0,0,0,0,0,0,7,0,0
Dani Carvajal,ESP,DF,30,1992,19.8,1333,1185,146,15,2,10,49,131,0,0,0,0,1133,2,27
Dani Ceballos,ESP,MF,25,1996,17.4,1504,1437,57,26,6,26,16,20,9,2,2,0,1362,10,25
David Alaba,AUT,DF,30,1992,20.4,1189,1082,98,45,4,3,26,46,3,3,0,0,1042,9,11
Eden Hazard,BEL,FW,31,1991,2.2,108,101,7,2,0,0,0,1,2,0,0,0,96,0,2
Eduardo Camavinga,FRA,"MF,DF",19,2002,22.3,1504,1389,107,34,4,6,6,73,0,0,0,0,1364,8,15
Federico Valverde,URU,"MF,FW",24,1998,27.8,1641,1611,21,6,3,22,27,14,0,0,0,0,1427,9,26
Ferland Mendy,FRA,DF,27,1995,15.0,862,759,101,20,0,3,7,81,0,0,0,0,794,2,8
Jesús Vallejo,ESP,DF,25,1997,0.2,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0
Karim Benzema,FRA,FW,34,1987,22.6,1070,1012,52,4,9,7,3,4,9,0,0,0,924,6,25
Lucas Vázquez,ESP,DF,31,1991,12.7,936,826,106,14,2,5,41,92,0,0,0,0,808,4,14
Luka Modrić,CRO,MF,36,1985,19.4,1521,1415,104,41,7,22,62,10,44,22,12,0,1336,2,23
Marco Asensio,ESP,"FW,MF",26,1996,16.0,802,722,76,18,5,7,82,8,48,25,7,0,650,4,28
Mariano,DOM,FW,28,1993,1.7,41,39,1,0,0,1,0,0,0,0,0,0,32,1,0
Nacho,ESP,DF,32,1990,18.2,1184,1072,112,32,0,5,14,76,0,0,0,0,1085,0,7
Rodrygo,BRA,"FW,MF",21,2001,26.4,1050,991,51,6,2,6,22,9,18,3,2,0,918,8,24
Sergio Arribas,ESP,"MF,FW",20,2001,0.2,11,9,2,0,0,0,1,0,2,1,0,0,9,0,0
Thibaut Courtois,BEL,GK,30,1992,31.0,1136,942,192,40,0,3,0,0,0,0,0,0,980,2,1
Toni Kroos,GER,MF,32,1990,23.9,2482,2246,223,123,4,41,122,15,84,27,30,1,2255,13,12
Vinicius Júnior,BRA,FW,22,2000,31.4,1153,1107,41,8,5,10,64,24,7,0,0,0,883,5,61
Álvaro Muñoz,URU,FW,18,2004,0.9,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
Álvaro Odriozola,ESP,DF,26,1995,0.4,28,25,3,0,0,0,3,3,0,0,0,0,27,0,0
Éder Militão,BRA,DF,24,1998,30.0,1881,1756,123,52,2,40,12,25,0,0,0,0,1660,2,20
