General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Andriy Lunin,UKR,GK,23,1999,7,630,90,18.4,7.0,7,90,7,0,,30,1.86,14,7,7,1.0,-0.03,14.0,6.7,7.4,1.05,0.11
Antonio Rüdiger,GER,DF,29,1993,33,2415,73,70.6,26.8,26,90,25,7,12,2,2.0,44,25,19,0.71,-1.08,51.1,27.2,23.8,0.89,-0.25
Aurélien Tchouaméni,FRA,MF,22,2000,33,2119,64,62.0,23.5,24,80,14,9,21,1,2.03,51,27,24,1.02,-0.02,46.3,25.3,21.0,0.89,-0.19
Carlos Dotor,ESP,MF,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Casemiro,BRA,MF,30,1992,1,8,8,0.2,0.1,0,,0,1,8,0,3.0,0,0,0,0.0,-1.03,0.0,0.3,-0.3,-3.45,-4.42
Dani Carvajal,ESP,DF,30,1992,27,1784,66,52.2,19.8,20,82,8,7,20,5,1.96,38,22,16,0.81,-0.46,38.4,21.3,17.1,0.86,-0.21
Dani Ceballos,ESP,MF,25,1996,30,1564,52,45.7,17.4,19,74,5,11,15,3,2.17,26,14,12,0.69,-0.62,30.8,16.6,14.1,0.81,-0.28
David Alaba,AUT,DF,30,1992,23,1838,80,53.7,20.4,21,86,16,2,19,3,2.3,49,18,31,1.52,1.06,43.8,21.5,22.3,1.09,0.28
Diego Piñeiro,ESP,GK,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Eden Hazard,BEL,FW,31,1991,6,196,33,5.7,2.2,2,59,0,4,20,27,3.0,5,1,4,1.84,0.86,4.4,1.8,2.6,1.21,0.26
Eduardo Camavinga,FRA,"MF,DF",19,2002,37,2010,54,58.8,22.3,21,78,11,16,23,0,2.11,51,16,35,1.57,1.31,47.6,20.8,26.8,1.2,0.58
Federico Valverde,URU,"MF,FW",24,1998,34,2502,74,73.2,27.8,29,82,17,5,26,4,2.09,51,25,26,0.94,-0.34,52.7,26.7,26.0,0.93,-0.1
Ferland Mendy,FRA,DF,27,1995,18,1351,75,39.5,15.0,17,78,6,1,29,5,2.11,26,17,9,0.6,-0.71,26.7,17.0,9.6,0.64,-0.53
Fran González,ESP,DF,23,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jesús Vallejo,ESP,DF,25,1997,1,22,22,0.6,0.2,0,,0,1,22,35,3.0,2,0,2,8.18,7.2,1.2,0.1,1.1,4.47,3.53
Karim Benzema,FRA,FW,34,1987,24,2038,85,59.6,22.6,24,85,18,0,,0,2.08,46,17,29,1.28,0.63,47.5,23.9,23.6,1.04,0.2
Lucas Cañizares,ESP,GK,20,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
