General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Lucas Vázquez,ESP,DF,31,1991,23,1144,50,33.5,12.7,12,82,6,11,14,9,1.96,28,12,16,1.26,0.35,28.7,12.3,16.4,1.28,0.48
Luis López,ESP,GK,21,2001,0,,,,,0,,0,0,,35,,,,,,,,,,,
Luka Modrić,CRO,MF,36,1985,33,1744,53,51.0,19.4,19,76,4,14,22,1,2.12,41,20,21,1.08,0.12,34.1,20.4,13.7,0.71,-0.52
Marco Asensio,ESP,"FW,MF",26,1996,31,1442,47,42.2,16.0,15,80,7,16,16,6,1.9,34,16,18,1.12,0.17,38.7,16.0,22.7,1.42,0.79
Mariano,DOM,FW,28,1993,9,157,17,4.6,1.7,1,58,0,8,12,20,1.22,3,1,2,1.15,0.13,4.9,2.0,2.8,1.61,0.68
Mario Martín,ESP,MF,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
Mario de Luis,ESP,GK,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Nacho,ESP,DF,32,1990,27,1637,61,47.9,18.2,18,85,14,9,13,9,2.04,29,14,15,0.82,-0.39,32.5,16.8,15.8,0.87,-0.18
Nicolás Paz,ARG,MF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rodrygo,BRA,"FW,MF",21,2001,34,2379,70,69.6,26.4,25,86,15,9,24,0,2.0,54,27,27,1.02,-0.02,56.8,26.6,30.2,1.14,0.59
Sergio Arribas,ESP,"MF,FW",20,2001,2,19,10,0.6,0.2,0,,0,2,10,1,1.5,0,1,-1,-4.74,-5.8,0.9,0.1,0.8,3.81,2.86
Thibaut Courtois,BEL,GK,30,1992,31,2790,90,81.6,31.0,31,90,31,0,,1,2.1,61,29,32,1.03,0.03,61.5,32.3,29.2,0.94,-0.11
Toni Kroos,GER,MF,32,1990,30,2155,72,63.0,23.9,25,82,12,5,22,3,2.0,48,23,25,1.04,0.05,43.8,26.7,17.1,0.71,-0.67
Vinicius Júnior,BRA,FW,22,2000,33,2823,86,82.5,31.4,32,87,21,1,30,0,2.0,58,32,26,0.83,-1.13,58.9,32.2,26.8,0.85,-0.63
Álvaro Muñoz,URU,FW,18,2004,6,79,13,2.3,0.9,0,,0,6,13,3,1.83,4,2,2,2.28,1.28,2.1,0.3,1.8,2.01,1.07
Álvaro Odriozola,ESP,DF,26,1995,3,39,13,1.1,0.4,0,,0,3,13,29,3.0,2,0,2,4.62,3.63,1.7,0.2,1.5,3.56,2.62
Éder Militão,BRA,DF,24,1998,33,2703,82,79.0,30.0,30,88,28,3,22,2,2.0,60,29,31,1.03,0.03,60.7,33.0,27.6,0.92,-0.2
