General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Andriy Lunin,UKR,GK,23,1999,7.0,234,186,232,2,0,0,234,0,0,,0,,144,645,257,0,0,0,0,0,142,0
Antonio Rüdiger,GER,DF,29,1993,26.8,1814,194,907,840,79,25,1814,4,3,75.0,1,25.0,1216,5991,3731,21,11,0,8,2,1339,10
Aurélien Tchouaméni,FRA,MF,22,2000,23.5,1990,94,470,1234,298,29,1990,39,28,71.8,8,20.5,1291,6841,3344,41,43,4,24,12,1533,23
Casemiro,BRA,MF,30,1992,0.1,11,1,3,8,0,0,11,0,0,,0,,7,20,6,0,0,0,1,0,7,0
Dani Carvajal,ESP,DF,30,1992,19.8,1512,85,412,580,526,39,1512,17,9,52.9,5,29.4,864,3105,1547,22,30,3,23,7,1049,147
Dani Ceballos,ESP,MF,25,1996,17.4,1690,29,258,986,465,34,1690,66,40,60.6,22,33.3,1243,6885,3318,60,52,7,19,26,1366,60
David Alaba,AUT,DF,30,1992,20.4,1293,137,531,530,240,22,1293,4,3,75.0,1,25.0,779,3566,2070,16,24,2,7,5,938,60
Eden Hazard,BEL,FW,31,1991,2.2,128,0,5,44,82,13,127,6,2,33.3,2,33.3,95,516,268,6,8,1,9,2,112,25
Eduardo Camavinga,FRA,"MF,DF",19,2002,22.3,1770,51,372,942,485,39,1770,71,38,53.5,25,35.2,1162,6589,3684,69,77,12,39,28,1326,99
Federico Valverde,URU,"MF,FW",24,1998,27.8,1870,35,229,857,800,54,1870,44,31,70.5,10,22.7,1190,6633,3349,70,68,8,21,7,1485,135
Ferland Mendy,FRA,DF,27,1995,15.0,971,42,265,426,287,8,971,29,19,65.5,8,27.6,591,3059,1427,23,25,2,20,17,697,73
Jesús Vallejo,ESP,DF,25,1997,0.2,14,4,9,3,2,2,14,0,0,,0,,10,27,13,0,0,0,0,0,11,0
Karim Benzema,FRA,FW,34,1987,22.6,1284,7,56,457,776,175,1276,44,20,45.5,22,50.0,796,3734,1900,72,43,31,32,28,1092,157
Lucas Vázquez,ESP,DF,31,1991,12.7,1059,25,263,422,377,46,1059,25,14,56.0,5,20.0,672,3060,1598,31,13,16,20,7,771,145
Luka Modrić,CRO,MF,36,1985,19.4,1681,19,213,885,592,47,1680,47,19,40.4,21,44.7,1132,5681,2532,50,49,14,31,19,1361,87
Marco Asensio,ESP,"FW,MF",26,1996,16.0,951,11,66,375,517,71,950,33,23,69.7,7,21.2,609,3688,1856,56,39,11,19,13,725,108
Mariano,DOM,FW,28,1993,1.7,52,0,3,21,29,8,52,1,0,0.0,1,100.0,31,186,94,3,2,0,2,3,42,12
Nacho,ESP,DF,32,1990,18.2,1327,95,503,629,205,19,1327,17,11,64.7,4,23.5,762,3224,1899,18,10,4,15,9,937,34
Rodrygo,BRA,"FW,MF",21,2001,26.4,1400,3,56,537,823,204,1399,169,81,47.9,68,40.2,1035,6613,3658,146,81,79,64,30,1198,268
Sergio Arribas,ESP,"MF,FW",20,2001,0.2,13,1,1,6,6,1,13,0,0,,0,,4,26,17,0,0,0,0,0,8,0
Thibaut Courtois,BEL,GK,30,1992,31.0,1209,1020,1205,5,0,0,1209,2,2,100.0,0,0.0,824,4223,2619,0,0,0,2,0,704,0
Toni Kroos,GER,MF,32,1990,23.9,2633,58,531,1618,506,18,2633,26,9,34.6,10,38.5,1796,8015,4384,51,41,3,10,12,2106,38
Vinicius Júnior,BRA,FW,22,2000,31.4,1707,3,94,444,1190,260,1707,306,112,36.6,153,50.0,1357,10854,5658,221,99,140,103,61,1460,495
Álvaro Muñoz,URU,FW,18,2004,0.9,23,1,2,9,12,4,23,0,0,,0,,17,47,6,0,0,0,5,3,17,3
Álvaro Odriozola,ESP,DF,26,1995,0.4,32,0,7,15,10,2,32,2,0,0.0,0,0.0,20,142,74,4,0,0,0,0,25,5
Éder Militão,BRA,DF,24,1998,30.0,2216,314,1088,984,157,31,2216,19,11,57.9,6,31.6,1378,7011,3877,28,20,1,16,6,1505,16
