General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Andriy Lunin,UKR,GK,23,1999,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Antonio Rüdiger,GER,DF,29,1993,26.8,18,16,12,5,1,14,23,60.9,9,23,13,10,19,37,74,0
Aurélien Tchouaméni,FRA,MF,22,2000,23.5,64,40,23,36,5,23,38,60.5,15,20,6,14,49,113,50,0
Casemiro,BRA,MF,30,1992,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Dani Carvajal,ESP,DF,30,1992,19.8,32,18,15,12,5,18,35,51.4,17,24,6,18,15,47,49,0
Dani Ceballos,ESP,MF,25,1996,17.4,43,29,13,15,15,25,64,39.1,39,23,2,21,25,68,6,1
David Alaba,AUT,DF,30,1992,20.4,15,11,8,4,3,9,15,60.0,6,18,9,9,14,29,37,1
Eden Hazard,BEL,FW,31,1991,2.2,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0
Eduardo Camavinga,FRA,"MF,DF",19,2002,22.3,68,48,32,21,15,24,64,37.5,40,24,5,19,17,85,25,0
Federico Valverde,URU,"MF,FW",24,1998,27.8,31,20,14,11,6,13,26,50.0,13,31,4,27,17,48,15,0
Ferland Mendy,FRA,DF,27,1995,15.0,21,12,14,6,1,12,20,60.0,8,7,2,5,14,35,16,0
Jesús Vallejo,ESP,DF,25,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Karim Benzema,FRA,FW,34,1987,22.6,9,5,2,4,3,2,11,18.2,9,11,0,11,2,11,5,0
Lucas Vázquez,ESP,DF,31,1991,12.7,34,23,22,10,2,20,28,71.4,8,10,0,10,7,41,13,0
Luka Modrić,CRO,MF,36,1985,19.4,19,9,6,6,7,10,25,40.0,15,15,5,10,10,29,7,0
Marco Asensio,ESP,"FW,MF",26,1996,16.0,16,10,8,6,2,8,19,42.1,11,8,3,5,5,21,4,0
Mariano,DOM,FW,28,1993,1.7,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
Nacho,ESP,DF,32,1990,18.2,24,16,17,5,2,12,29,41.4,17,11,6,5,18,42,37,0
Rodrygo,BRA,"FW,MF",21,2001,26.4,17,10,3,7,7,4,23,17.4,19,23,0,23,8,25,5,0
Sergio Arribas,ESP,"MF,FW",20,2001,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Thibaut Courtois,BEL,GK,30,1992,31.0,1,0,1,0,0,1,1,100.0,0,0,0,0,3,4,7,1
Toni Kroos,GER,MF,32,1990,23.9,51,32,16,33,2,23,69,33.3,46,23,4,19,24,75,11,0
Vinicius Júnior,BRA,FW,22,2000,31.4,30,21,10,12,8,14,39,35.9,25,24,1,23,6,36,1,0
Álvaro Muñoz,URU,FW,18,2004,0.9,2,1,1,0,1,1,1,100.0,0,0,0,0,0,2,1,0
Álvaro Odriozola,ESP,DF,26,1995,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Éder Militão,BRA,DF,24,1998,30.0,46,32,25,18,3,26,33,78.8,7,67,39,28,42,88,104,2
