General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Adam Ounas,ALG,"MF,FW",23,1996,7,3,308,3.4,0,0,0,0,0,0,0,0,0.9,0.9,0.9,1.8,10,15,27,0.0,0.0,0.0,0.0,0.0,0.25,0.27,0.52,0.25,0.52
Alberto Cerri,ITA,FW,24,1996,23,3,369,4.1,1,0,1,1,0,0,1,0,3.0,3.0,0.6,3.7,3,9,50,0.24,0.0,0.24,0.24,0.24,0.74,0.15,0.89,0.74,0.89
Alessandro Deiola,ITA,MF,24,1995,12,7,615,6.8,0,0,0,0,0,0,2,0,0.2,0.2,0.8,1.0,5,14,9,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15
Alessandro Tripaldelli,ITA,DF,21,1999,10,3,300,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,10,13,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
Alessio Cragno,ITA,GK,26,1994,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfred Duncan,GHA,MF,27,1993,19,12,1068,11.9,0,1,1,0,0,0,2,0,0.2,0.2,1.5,1.7,16,73,24,0.0,0.08,0.08,0.0,0.08,0.02,0.13,0.14,0.02,0.14
Andrea Carboni,ITA,DF,19,2001,15,12,1085,12.1,0,1,1,0,0,0,2,0,0.4,0.4,1.1,1.4,19,40,18,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12
Arturo Calabresi,ITA,DF,24,1996,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charalambos Lykogiannis,GRE,DF,26,1993,31,29,2418,26.9,4,2,6,4,0,0,10,2,2.1,2.1,1.8,3.9,39,79,92,0.15,0.07,0.22,0.15,0.22,0.08,0.07,0.14,0.08,0.14
Christian Oliva,URU,MF,24,1996,10,3,388,4.3,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,8,18,2,0.0,0.23,0.23,0.0,0.23,0.0,0.02,0.02,0.0,0.02
Daniele Rugani,ITA,DF,26,1994,16,12,1001,11.1,1,1,2,1,0,0,2,0,0.4,0.4,0.5,1.0,4,36,5,0.09,0.09,0.18,0.09,0.18,0.04,0.05,0.09,0.04,0.09
Diego Godín,URU,DF,34,1986,28,28,2508,27.9,1,0,1,1,0,0,3,0,0.8,0.8,0.7,1.6,23,91,9,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06
Fabio Pisacane,ITA,DF,34,1986,5,2,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabrizio Caligara,ITA,"MF,FW",20,2000,10,2,183,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
Gabriele Zappa,ITA,DF,20,1999,34,27,2395,26.6,0,4,4,0,0,0,3,0,0.6,0.6,4.3,4.8,49,108,141,0.0,0.15,0.15,0.0,0.15,0.02,0.16,0.18,0.02,0.18
Gastón Pereiro,URU,"MF,DF",25,1995,15,2,272,3.0,2,2,4,2,0,0,0,0,2.3,2.3,1.2,3.5,14,25,20,0.66,0.66,1.32,0.66,1.32,0.76,0.39,1.15,0.76,1.15
Giovanni Simeone,ARG,FW,25,1995,33,19,1740,19.3,6,2,8,6,0,0,1,0,7.7,7.7,1.3,9.1,25,13,81,0.31,0.1,0.41,0.31,0.41,0.4,0.07,0.47,0.4,0.47
Guglielmo Vicario,ITA,GK,23,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Pedro,ITA,"FW,MF",28,1992,37,37,3253,36.1,16,3,19,12,4,5,4,0,12.5,8.7,5.5,14.2,45,94,193,0.44,0.08,0.53,0.33,0.42,0.35,0.15,0.5,0.24,0.39
Kiril Despodov,BUL,FW,23,1996,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwadwo Asamoah,GHA,"DF,MF",31,1988,9,1,224,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,6,11,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
Leonardo Pavoletti,ITA,FW,31,1988,33,17,1584,17.6,4,3,7,4,0,0,8,0,7.2,7.2,1.1,8.3,4,21,65,0.23,0.17,0.4,0.23,0.4,0.41,0.06,0.47,0.41,0.47
Luca Ceppitelli,ITA,DF,30,1989,19,16,1465,16.3,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.6,10,51,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
