General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Andriy Lunin,UKR,GK,26-003,1999,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0.0,0.33,0.33,0.0,0.33,0.0,0.31,0.31,0.0,0.31
Antonio Rüdiger,GER,DF,31-348,1993,22,21,1806,20.1,0,0,0,0,0,0,2,0,1.3,1.3,0.2,1.5,14,69,2,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07
Arda Güler,TUR,"MF,FW",19-355,2005,16,6,608,6.8,1,3,4,1,0,0,1,0,1.8,1.8,1.7,3.5,17,38,47,0.15,0.44,0.59,0.15,0.59,0.26,0.25,0.52,0.26,0.52
Aurélien Tchouaméni,FRA,"DF,MF",25-018,2000,18,18,1544,17.2,0,0,0,0,0,0,1,0,1.1,1.1,0.5,1.6,14,112,7,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
Brahim Díaz,MAR,"FW,MF",25-195,1999,18,8,781,8.7,3,2,5,3,0,0,0,0,2.9,2.9,2.3,5.2,18,45,57,0.35,0.23,0.58,0.35,0.58,0.34,0.27,0.6,0.34,0.6
Chema,ESP,MF,19-295,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Carvajal,ESP,DF,33-034,1992,8,7,609,6.8,1,0,1,1,0,0,1,0,1.3,1.3,0.2,1.5,13,27,48,0.15,0.0,0.15,0.15,0.15,0.19,0.03,0.22,0.19,0.22
Dani Ceballos,ESP,MF,28-191,1996,14,10,814,9.0,0,0,0,0,0,0,4,0,0.3,0.3,1.4,1.6,27,109,10,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.18,0.03,0.18
Daniel Yáñez,ESP,FW,17-323,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Alaba,AUT,DF,32-235,1992,2,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Camavinga,FRA,"MF,DF",22-096,2002,9,6,531,5.9,0,2,2,0,0,0,0,0,0.1,0.1,0.2,0.3,10,34,12,0.0,0.34,0.34,0.0,0.34,0.02,0.03,0.05,0.02,0.05
Endrick,BRA,FW,18-208,2006,14,0,99,1.1,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.8,5,5,14,0.91,0.0,0.91,0.91,0.91,0.68,0.06,0.74,0.68,0.74
Federico Valverde,URU,"MF,DF",26-207,1998,23,23,2009,22.3,5,2,7,5,0,0,3,0,1.1,1.1,2.0,3.1,47,150,47,0.22,0.09,0.31,0.22,0.31,0.05,0.09,0.14,0.05,0.14
Ferland Mendy,FRA,DF,29-251,1995,12,10,831,9.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,9,31,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fran Garcia,ESP,DF,25-184,1999,18,12,1127,12.5,0,1,1,0,0,0,0,0,0.6,0.6,0.6,1.2,32,59,91,0.0,0.08,0.08,0.0,0.08,0.05,0.05,0.1,0.05,0.1
Jesús Vallejo,ESP,DF,28-040,1997,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jude Bellingham,ENG,MF,21-230,2003,19,19,1590,17.7,7,6,13,6,1,2,3,0,7.8,6.3,2.6,8.8,52,130,92,0.4,0.34,0.74,0.34,0.68,0.44,0.15,0.59,0.35,0.5
Kylian Mbappé,FRA,FW,26-056,1998,21,21,1818,20.2,16,2,18,11,5,6,3,0,15.3,10.5,3.8,14.4,94,90,256,0.79,0.1,0.89,0.54,0.64,0.76,0.19,0.95,0.52,0.71
Lorenzo Aguado,ESP,DF,22-148,2002,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Vázquez,ESP,DF,33-228,1991,19,14,1223,13.6,1,3,4,1,0,0,3,0,1.3,1.3,3.9,5.2,20,62,123,0.07,0.22,0.29,0.07,0.29,0.09,0.28,0.38,0.09,0.38
