name,position,id
Ben White,"DF,MF",35e413f1
Yves Bissouma,MF,6c203af0
Lewis Dunk,DF,282f75f3
Leandro Trossard,"MF,FW",38ceb24a
Adam Webster,DF,c40b6180
Neal Maupay,"FW,MF",4bcf39f6
Pascal Groß,"MF,DF",8aec0537
Robert Sánchez,GK,6a713852
Joël Veltman,DF,dad4b285
Dan Burn,DF,b2d31e83
Solly March,"DF,MF",bb5fbd2b
Danny Welbeck,FW,ce5143da
Adam Lallana,"MF,FW",99813635
Alexis Mac Allister,"MF,FW",83d074ff
Mathew Ryan,GK,4535e4bb
Tariq Lamptey,"DF,MF",f4e433d4
Steven Alzate,MF,ad1f61f3
Aaron Connolly,FW,27c01749
Jakub Moder,"DF,MF",f230bc30
Alireza Jahanbakhsh,"FW,MF",08452314
Davy Pröpper,MF,fdd85f94
Bernardo,"DF,MF",17370b95
Percy Tau,FW,4d0eb7d2
Andi Zeqiri,"FW,DF",d01231f0
José Izquierdo,DF,ca2bc3df
Reda Khadra,MF,88acf83f
Jayson Molumby,MF,c908a1bc
Florin Andone,FW,dc008610
Moisés Caicedo,MF,16264a81
Teddy Jenks,MF,a96ba40b
Michał Karbownik,"DF,MF",1b280c66
Thomas Mcgill,GK,4eb2d015
Max Sanders,MF,4871d0e8
Jason Steele,GK,28300a16
Dale Stephens,MF,653ee42d
Christian Walton,GK,c666574f
Jensen Weir,MF,2ae8e967
