name,position,id
Rui Patrício,GK,79b0d6a0
Conor Coady,DF,2928dca2
Nélson Semedo,"DF,MF",d04b94db
Rúben Neves,MF,44bfb6c5
Pedro Neto,"FW,MF",7ba2eaa9
Adama Traoré,"FW,MF",9a28eba4
João Moutinho,MF,f5a00fa4
Leander Dendoncker,"MF,DF",5a7301ae
Romain Saïss,DF,9fbbcf39
Daniel Podence,"MF,FW",7fcc71d8
Willy Boly,DF,a4ac4b8f
Rayan Aït-Nouri,DF,9b398aea
Max Kilman,DF,d0f72bf1
Willian José,FW,d87e2cae
Fábio Silva,FW,e7aa9d7c
Raúl Jiménez,FW,b561db50
Fernando Marçal,"DF,MF",9ae9eaea
Jonny Castro,"MF,DF",e28868f3
Ki-Jana Hoever,"DF,MF",9a71e978
Vitinha,MF,3b029691
Morgan Gibbs-White,"MF,FW",32f60ed8
Owen Otasowie,"MF,FW",6956ff08
Rúben Vinagre,"MF,DF",b937e490
John Ruddy,GK,da8b19e2
Patrick Cutrone,FW,a4fe8cda
Oskar Buur,DF,aa6f2f2c
Theo Corbeanu,FW,25b82f9a
Hugo Bueno,"DF,MF",bfc3b3a0
Luke Cundle,MF,cc3b8e78
Diogo Jota,"FW,MF",178ae8f8
Nigel Lonwijk,DF,17be8dc3
Christian Marques,DF,a7cf1541
Taylor Perry,MF,01ba3996
Lewis Richards,"DF,MF",ae0e6ba7
Meritan Shabani,MF,012c38ec
Andreas Søndergaard,GK,43f9b4ba
