name,position,id
Jonjo Shelvey,MF,3727dd3c
Miguel Almirón,"MF,FW",862a1c15
Karl Darlow,GK,cde3309f
Federico Fernández,DF,f25b010f
Callum Wilson,FW,c596fcb0
Joelinton,"FW,MF",c17bfb65
Isaac Hayden,"MF,DF",c951a6df
Ciaran Clark,DF,2b91cf8e
Jamal Lewis,DF,efb9215a
Jamaal Lascelles,DF,450ab6fc
Allan Saint-Maximin,"FW,MF",2b16cb1a
Jacob Murphy,"DF,MF",de112b84
Jeff Hendrick,MF,989d5705
Sean Longstaff,MF,a2b105e0
Matt Ritchie,"DF,MF",71ef519e
Emil Krafth,DF,77cf6852
Paul Dummett,DF,3fe6bd8c
Fabian Schär,DF,c8aa95da
Martin Dúbravka,GK,3a949a25
Joe Willock,MF,a3b03921
Javier Manquillo,DF,758dd7f0
Ryan Fraser,"FW,MF",d56543a0
DeAndre Yedlin,DF,ae0a7ddf
Dwight Gayle,"FW,MF",e58a03c6
Andy Carroll,FW,b581987a
Matthew Longstaff,MF,c0027d2d
Elliot Anderson,MF,de31038e
Mark Gillespie,GK,e32958b7
Daniel Langley,GK,096d1e60
