name,position,id
James Ward-Prowse,MF,3515d404
Jan Bednarek,DF,4115ce4e
Stuart Armstrong,MF,97333cf5
Alex McCarthy,GK,36c2ca73
Che Adams,FW,f2bf1b0f
Kyle Walker-Peters,DF,984a5a64
Ryan Bertrand,DF,01226327
Jannik Vestergaard,DF,1900032e
Danny Ings,FW,07802f7f
Oriol Romeu,MF,4b511457
Theo Walcott,"MF,FW",1ecb65be
Nathan Redmond,"MF,FW",ab651565
Jack Stephens,DF,6adbc307
Moussa Djenepo,MF,254147d4
Ibrahima Diallo,MF,11ff3d56
Takumi Minamino,MF,f833a830
Mohammed Salisu,DF,0b33f6ad
Fraser Forster,GK,c3e39f12
Nathan Tella,"FW,MF",f1e94cd6
William Smallbone,MF,5e105217
Shane Long,FW,9f472354
Yan Valery,"DF,MF",531a4aa8
Kayne Ramsey,DF,dc31b84c
Jake Vokins,DF,d484c261
Alexandre Jankewitz,MF,7c39363f
Dan Nlundulu,"FW,MF",30040f5d
Michael Obafemi,FW,caa1a7f0
Caleb Watts,MF,c7170b46
Allan Tchaptchet,DF,ab7d7882
Kgagelo Chauke,MF,06791660
Will Ferry,"DF,MF",f4765c97
Ryan Finnigan,MF,9610c9c1
Harry Lewis,GK,c35e99d8
