name,position,id
Aaron Ramsdale,GK,466fb2c5
George Baldock,DF,394854c4
Chris Basham,"DF,MF",1aa84968
Enda Stevens,DF,17d4507a
John Egan,DF,debe38a0
John Fleck,MF,b63e789d
David McGoldrick,"FW,MF",dbe56a33
Oliver Norwood,MF,43439614
Ethan Ampadu,"DF,MF",10b9fa99
John Lundstram,MF,0df2b165
Ben Osborn,"MF,DF",79bc4c45
Oliver Burke,FW,f631c17f
Sander Berge,MF,d0b6129f
Oliver McBurnie,FW,78b8ac63
Rhian Brewster,"FW,MF",30e81a88
Jayden Bogle,"DF,MF",ae5019e6
Kean Bryan,DF,c684d3c9
Jack Robinson,DF,7399c7a8
Billy Sharp,FW,e8c9f4e9
Max Lowe,DF,7af88b33
Phil Jagielka,DF,3233eefd
Daniel Jebbison,FW,03edb878
Lys Mousset,"FW,MF",d9cfca3d
Jack O'Connell,DF,312626c1
Iliman Ndiaye,MF,5ed97752
Antwoine Hackford,DF,a7588cdc
Femi Seriki,MF,e4e0deaa
Harry Boyes,MF,467bf546
Zak Brunt,"FW,MF",a31f0ebf
Wes Foderingham,GK,96cf7b61
Kyron Gordon,DF,f4aba1af
Frankie Maguire,MF,3e5bd5e0
William Osula,FW,7b355808
Michael Verrips,GK,424595d5
