name,position,id
Andrew Robertson,DF,2e4f5f03
Mohamed Salah,FW,e342ad68
Trent Alexander-Arnold,DF,cd1acf9d
Georginio Wijnaldum,MF,eb58eef0
Alisson,GK,7a2e46a8
Roberto Firmino,FW,4c370d81
Sadio Mané,FW,c691bfe2
Fabinho,"DF,MF",7f3b388c
Thiago Alcántara,MF,77e84962
Jordan Henderson,"MF,DF",935e6b8f
Nathaniel Phillips,DF,515ebe8d
Curtis Jones,MF,4fb9c88f
Diogo Jota,FW,178ae8f8
James Milner,"MF,DF",2f90f6b8
Ozan Kabak,DF,2d61d13a
Joël Matip,DF,b217ef29
Rhys Williams,DF,012c975a
Naby Keïta,MF,f25c8e3a
Joe Gomez,DF,7a11550b
Xherdan Shaqiri,"MF,FW",6421ec64
Virgil van Dijk,DF,e06683ca
Adrián,GK,f76e6b4e
Neco Williams,DF,dd323728
Takumi Minamino,"MF,FW",f833a830
Alex Oxlade-Chamberlain,"MF,FW",38c7feef
Divock Origi,FW,43a166b4
Caoimhín Kelleher,GK,62d7ef38
Kostas Tsimikas,"DF,FW",f315ca93
Jake Cain,MF,a33ce8e2
Leighton Clarkson,MF,d5dafedb
Ben Davies,DF,c9009a1f
Liam Hughes,GK,54ae11f8
Billy Koumetio,DF,866c67e9
Jakub Ojrzynski,GK,94e5390a
Ben Woodburn,"FW,MF",8aadeaef
