General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Abdoulaye Ousmane,MTN,DF,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Adam Jakubech,SVK,GK,25,1997,0,,,,,0,,0,0,,19,,,,,,,,,,,
Adam Ounas,ALG,"FW,MF",25,1996,21,1064,51,31.1,11.8,12,67,2,9,30,0,2.0,18,14,4,0.34,-0.31,21.6,12.3,9.4,0.79,0.07
Akim Zedadka,ALG,"DF,MF",27,1995,8,354,44,10.4,3.9,4,78,2,4,11,7,1.63,9,6,3,0.76,0.23,9.1,5.8,3.3,0.83,0.1
Alan Virginius,FRA,FW,19,2003,15,258,17,7.5,2.9,1,68,0,14,14,12,1.33,5,6,-1,-0.35,-0.98,6.5,2.9,3.6,1.25,0.55
Alexsandro Ribeiro,BRA,DF,22,1999,21,1612,77,47.1,17.9,16,89,15,5,38,15,1.76,31,25,6,0.33,-0.41,33.0,19.4,13.6,0.76,0.03
Amine Messoussa,FRA,FW,17,2004,1,1,1,0.0,0.0,0,,0,1,1,1,3.0,0,0,0,0.0,-0.55,0.0,0.0,0.0,0.0,-0.74
André Gomes,POR,MF,29,1993,26,1629,63,47.6,18.1,18,82,11,8,20,0,1.81,35,20,15,0.83,0.53,33.2,17.6,15.6,0.86,0.23
Angel Gomes,ENG,MF,21,2000,36,2816,78,82.3,31.3,34,81,11,2,25,0,1.69,52,36,16,0.51,-0.23,55.0,34.0,21.1,0.67,-0.39
Bafodé Diakité,FRA,DF,21,2001,33,2653,80,77.6,29.5,29,87,25,4,31,1,1.79,48,33,15,0.51,-0.2,52.9,32.7,20.2,0.68,-0.26
Benjamin André,FRA,MF,31,1990,34,2916,86,85.3,32.4,33,88,28,1,23,0,1.76,55,35,20,0.62,0.44,58.6,32.6,26.0,0.8,0.41
Benoît Costil,FRA,GK,35,1987,0,,,,,0,,0,0,,19,,,,,,,,,,,
Carlos Baleba,CMR,MF,18,2004,19,478,25,14.0,5.3,5,72,0,14,9,13,2.05,9,4,5,0.94,0.45,9.0,4.8,4.2,0.8,0.07
Edon Zhegrova,KVX,"FW,MF",23,1999,22,1056,48,30.9,11.7,11,72,3,11,24,8,2.0,27,10,17,1.45,1.3,23.5,11.9,11.6,0.98,0.35
Gabriel Gudmundsson,SWE,"DF,FW",23,1999,18,838,47,24.5,9.3,9,72,5,9,21,6,1.72,18,16,2,0.21,-0.45,17.0,11.4,5.6,0.6,-0.19
Ichem Ferrah,FRA,MF,16,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,
Isaac Lihadji,FRA,FW,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ismaily,BRA,DF,32,1990,23,1779,77,52.0,19.8,21,80,14,2,45,3,1.57,27,23,4,0.2,-0.73,32.2,23.3,8.9,0.45,-0.61
Jonas Martin,FRA,MF,32,1990,12,277,23,8.1,3.1,2,63,0,10,15,23,2.08,2,5,-3,-0.97,-1.66,4.9,3.1,1.9,0.61,-0.14
Jonathan Bamba,CIV,FW,26,1996,34,2783,82,81.4,30.9,32,86,23,2,24,0,1.76,54,41,13,0.42,-0.71,54.6,34.6,20.0,0.65,-0.51
Jonathan David,CAN,FW,22,2000,37,3166,86,92.6,35.2,36,87,22,1,22,0,1.78,61,42,19,0.54,-0.17,63.5,37.0,26.5,0.75,0.15
José Fonte,POR,DF,38,1983,31,2592,84,75.8,28.8,30,86,28,1,14,2,1.61,41,30,11,0.38,-0.71,50.6,32.7,17.9,0.62,-0.5
Leny Yoro,FRA,DF,16,2005,13,769,59,22.5,8.5,8,85,6,5,18,19,2.23,21,12,9,1.05,0.65,16.8,10.4,6.4,0.75,0.0
Lucas Chevalier,FRA,GK,20,2001,32,2880,90,84.2,32.0,32,90,32,0,,6,1.78,52,31,21,0.66,0.66,58.4,31.8,26.5,0.83,0.55
Léo Jardim,BRA,GK,27,1995,6,540,90,15.8,6.0,6,90,6,0,,12,1.67,13,13,0,0.0,-0.66,10.4,8.7,1.7,0.28,-0.55
Matteo Makhabé,FRA,MF,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Mohamed Lamine Bayo,GUI,"FW,MF",24,1998,27,651,24,19.0,7.2,6,72,1,21,10,8,1.78,15,8,7,0.97,0.51,14.1,8.5,5.6,0.77,0.04
Rémy Cabella,FRA,"MF,FW",32,1990,32,2525,79,73.8,28.1,28,86,15,4,31,1,1.81,45,25,20,0.71,0.61,52.5,25.0,27.5,0.98,0.91
Simon Ramet,FRA,DF,19,2003,1,1,1,0.0,0.0,0,,0,1,1,10,3.0,1,0,1,90.0,89.47,0.1,0.5,-0.3,-27.47,-28.22
Tiago Djaló,POR,DF,22,2000,25,2017,81,59.0,22.4,24,83,18,1,20,0,1.68,41,24,17,0.76,0.5,41.6,22.2,19.4,0.86,0.3
Timothy Weah,USA,"DF,FW",22,2000,29,1748,60,51.1,19.4,18,82,9,11,25,1,1.86,30,18,12,0.62,0.13,33.8,17.1,16.6,0.86,0.23
Tom Negrel,FRA,GK,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Yusuf Yazıcı,TUR,MF,25,1997,4,200,50,5.8,2.2,3,64,0,1,7,1,1.5,5,7,-2,-0.9,-1.54,3.1,5.5,-2.3,-1.06,-1.91
