General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adam Ounas,ALG,"FW,MF",25,1996,11.8,569,510,54,11,5,5,75,7,36,15,8,0,403,5,19
Akim Zedadka,ALG,"DF,MF",27,1995,3.9,222,194,28,4,0,2,7,24,0,0,0,0,185,0,4
Alan Virginius,FRA,FW,19,2003,2.9,75,69,6,0,0,0,2,1,0,0,0,0,58,0,6
Alexsandro Ribeiro,BRA,DF,22,1999,17.9,1271,1202,66,48,1,9,4,1,0,0,0,0,1148,3,7
Amine Messoussa,FRA,FW,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
André Gomes,POR,MF,29,1993,18.1,1334,1305,25,18,3,13,11,5,2,0,2,0,1179,4,22
Angel Gomes,ENG,MF,21,2000,31.3,1767,1699,64,35,8,24,49,1,26,11,10,0,1517,4,18
Bafodé Diakité,FRA,DF,21,2001,29.5,1944,1657,285,47,0,5,19,237,0,0,0,0,1728,2,26
Benjamin André,FRA,MF,31,1990,32.4,2324,2262,54,49,8,23,14,5,0,0,0,0,1942,8,31
Carlos Baleba,CMR,MF,18,2004,5.3,300,294,5,5,0,3,1,0,0,0,0,0,249,1,9
Edon Zhegrova,KVX,"FW,MF",23,1999,11.7,604,534,68,11,2,3,73,20,37,11,11,0,464,2,24
Gabriel Gudmundsson,SWE,"DF,FW",23,1999,9.3,455,363,92,10,0,1,33,81,1,1,0,0,369,0,9
Ismaily,BRA,DF,32,1990,19.8,1153,972,179,21,1,1,15,158,0,0,0,0,938,2,37
Jonas Martin,FRA,MF,32,1990,3.1,229,219,10,7,0,2,3,2,1,1,0,0,193,0,1
Jonathan Bamba,CIV,FW,26,1996,30.9,1405,1334,67,18,9,5,79,40,9,2,2,0,1125,4,56
Jonathan David,CAN,FW,22,2000,35.2,875,817,52,1,6,1,7,5,0,0,0,0,716,6,32
José Fonte,POR,DF,38,1983,28.8,1979,1868,107,78,0,12,3,5,0,0,0,0,1781,4,7
Leny Yoro,FRA,DF,16,2005,8.5,565,537,28,20,0,1,0,0,0,0,0,0,514,0,1
Lucas Chevalier,FRA,GK,20,2001,32.0,1010,854,154,49,2,2,0,0,0,0,0,0,779,2,0
Léo Jardim,BRA,GK,27,1995,6.0,154,133,20,5,0,0,0,0,0,0,0,0,122,1,0
Mohamed Lamine Bayo,GUI,"FW,MF",24,1998,7.2,129,118,11,0,0,0,2,0,0,0,0,0,81,0,4
Rémy Cabella,FRA,"MF,FW",32,1990,28.1,1764,1550,205,67,11,3,164,21,100,38,41,1,1397,9,43
Simon Ramet,FRA,DF,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiago Djaló,POR,DF,22,2000,22.4,1599,1511,84,36,0,3,3,20,0,0,0,0,1481,4,11
Timothy Weah,USA,"DF,FW",22,2000,19.4,1003,902,98,12,0,5,51,85,1,0,0,0,824,3,29
Yusuf Yazıcı,TUR,MF,25,1997,2.2,96,88,8,3,0,1,9,0,4,2,2,0,73,0,2
