General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Adam Ounas,ALG,"FW,MF",25,1996,11.8,1,26,9,34.6,2.2,0.76,0.04,0.11,19.1,3,0,0,2.3,2.3,0.09,-1.3,-1.3
Akim Zedadka,ALG,"DF,MF",27,1995,3.9,1,3,1,33.3,0.76,0.25,0.33,1.0,15.3,0,0,0,0.4,0.4,0.13,0.6,0.6
Alan Virginius,FRA,FW,19,2003,2.9,1,12,5,41.7,4.19,1.74,0.08,0.2,14.4,0,0,0,3.1,3.1,0.26,-2.1,-2.1
Alexsandro Ribeiro,BRA,DF,22,1999,17.9,3,17,7,41.2,0.95,0.39,0.18,0.43,9.5,0,0,0,1.8,1.8,0.11,1.2,1.2
Amine Messoussa,FRA,FW,17,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
André Gomes,POR,MF,29,1993,18.1,3,18,5,27.8,0.99,0.28,0.17,0.6,21.2,0,0,0,1.1,1.1,0.06,1.9,1.9
Angel Gomes,ENG,MF,21,2000,31.3,2,55,17,30.9,1.76,0.54,0.02,0.06,23.2,4,1,1,4.6,3.8,0.07,-2.6,-2.8
Bafodé Diakité,FRA,DF,21,2001,29.5,3,19,6,31.6,0.64,0.2,0.16,0.5,11.4,0,0,0,1.7,1.7,0.09,1.3,1.3
Benjamin André,FRA,MF,31,1990,32.4,1,24,4,16.7,0.74,0.12,0.04,0.25,16.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6
Carlos Baleba,CMR,MF,18,2004,5.3,0,12,2,16.7,2.26,0.38,0.0,0.0,24.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Edon Zhegrova,KVX,"FW,MF",23,1999,11.7,3,42,14,33.3,3.58,1.19,0.07,0.21,18.4,1,0,0,3.6,3.6,0.09,-0.6,-0.6
Gabriel Gudmundsson,SWE,"DF,FW",23,1999,9.3,0,7,1,14.3,0.75,0.11,0.0,0.0,22.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Ismaily,BRA,DF,32,1990,19.8,2,13,6,46.2,0.66,0.3,0.15,0.33,17.4,0,0,0,1.2,1.2,0.09,0.8,0.8
Jonas Martin,FRA,MF,32,1990,3.1,0,1,0,0.0,0.32,0.0,0.0,,7.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Jonathan Bamba,CIV,FW,26,1996,30.9,6,71,28,39.4,2.3,0.91,0.08,0.21,15.5,0,0,0,8.2,8.2,0.12,-2.2,-2.2
Jonathan David,CAN,FW,22,2000,35.2,24,95,44,46.3,2.7,1.25,0.15,0.32,15.8,0,10,11,23.6,15.1,0.16,0.4,-1.1
José Fonte,POR,DF,38,1983,28.8,1,14,2,14.3,0.49,0.07,0.07,0.5,12.3,0,0,0,1.4,1.4,0.11,-0.4,-0.4
Leny Yoro,FRA,DF,16,2005,8.5,0,2,0,0.0,0.23,0.0,0.0,,15.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Lucas Chevalier,FRA,GK,20,2001,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Léo Jardim,BRA,GK,27,1995,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohamed Lamine Bayo,GUI,"FW,MF",24,1998,7.2,4,22,10,45.5,3.04,1.38,0.18,0.4,10.4,0,0,0,3.2,3.2,0.15,0.8,0.8
Rémy Cabella,FRA,"MF,FW",32,1990,28.1,7,42,23,54.8,1.5,0.82,0.17,0.3,14.1,8,0,0,8.3,8.3,0.2,-1.3,-1.3
Simon Ramet,FRA,DF,19,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Tiago Djaló,POR,DF,22,2000,22.4,2,15,4,26.7,0.67,0.18,0.13,0.5,12.7,0,0,0,1.3,1.3,0.08,0.7,0.7
Timothy Weah,USA,"DF,FW",22,2000,19.4,0,30,11,36.7,1.54,0.57,0.0,0.0,21.6,0,0,0,2.5,2.5,0.08,-2.5,-2.5
Yusuf Yazıcı,TUR,MF,25,1997,2.2,1,5,2,40.0,2.25,0.9,0.2,0.5,19.0,0,0,0,0.2,0.2,0.03,0.8,0.8
