General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Almamy Touré,MLI,DF,26,1996,4.4,232,223,9,7,0,3,5,2,0,0,0,0,188,0,5
Ansgar Knauff,GER,DF,20,2002,14.3,683,523,158,5,1,0,29,153,0,0,0,0,455,2,32
Aurélio Buta,POR,DF,25,1997,14.6,764,596,168,4,0,0,62,164,0,0,0,0,576,0,28
Christopher Lenz,GER,DF,27,1994,14.3,824,645,176,32,0,5,93,101,43,20,14,0,621,3,17
Daichi Kamada,JPN,MF,25,1996,25.2,1245,1182,59,26,5,12,50,2,31,16,8,0,1005,4,26
Dario Gebuhr,GER,DF,19,2003,0.2,13,12,0,0,0,0,0,0,0,0,0,0,10,1,1
Diant Ramaj,GER,GK,20,2001,1.0,25,19,6,2,0,0,0,0,0,0,0,0,21,0,0
Djibril Sow,SUI,MF,25,1997,29.4,1557,1510,38,32,6,2,5,3,0,0,0,0,1324,9,20
Faride Alidou,GER,"DF,MF",21,2001,2.0,101,84,17,0,0,0,7,17,0,0,0,0,74,0,2
Filip Kostić,SRB,"DF,MF",29,1992,0.8,40,25,14,3,0,1,7,6,5,3,2,0,23,1,0
Hrvoje Smolčić,CRO,DF,21,2000,5.2,355,340,15,11,0,0,0,2,0,0,0,0,287,0,3
Jesper Lindstrøm,DEN,"MF,FW",22,2000,18.7,514,469,42,7,4,0,46,7,24,14,6,0,325,3,24
Junior Dina Ebimbe,FRA,"DF,MF",21,2000,11.8,505,448,53,3,2,0,8,50,0,0,0,0,366,4,9
Kevin Trapp,GER,GK,32,1990,33.0,888,607,276,57,0,5,0,0,0,0,0,0,616,5,0
Kristijan Jakić,CRO,"DF,MF",25,1997,16.2,954,867,84,28,1,4,10,54,0,0,0,0,741,3,21
Luca Pellegrini,ITA,DF,23,1999,6.2,431,315,113,13,1,7,54,81,19,13,2,0,292,3,23
Lucas Alario,ARG,"FW,MF",29,1992,3.7,85,80,5,0,0,0,0,0,0,0,0,0,56,0,1
Makoto Hasebe,JPN,DF,38,1984,14.5,1013,952,57,51,1,3,2,4,0,0,0,0,887,4,7
Marcel Wenig,GER,MF,18,2004,0.0,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Mario Götze,GER,MF,30,1992,30.4,1527,1397,119,28,12,9,102,14,38,15,13,1,1130,11,48
Obite N'Dicka,CIV,DF,22,1999,29.9,1815,1755,58,52,1,7,4,6,0,0,0,0,1563,2,14
Paxten Aaronson,USA,"MF,DF",18,2003,1.9,71,68,3,0,0,0,7,2,1,0,1,0,51,0,1
Philipp Max,GER,DF,28,1993,7.7,479,358,120,14,0,0,60,80,26,18,4,0,364,1,12
Rafael Borré,COL,"MF,FW",26,1995,12.0,422,402,17,2,2,1,22,4,2,0,0,0,294,3,15
Randal Kolo Muani,FRA,FW,23,1998,29.2,649,624,21,0,4,3,25,1,0,0,0,0,419,4,36
Sebastian Rode,GER,MF,31,1990,15.7,857,828,24,17,4,1,8,2,0,0,0,0,711,5,14
Timothy Chandler,USA,DF,32,1990,1.0,61,43,17,0,0,0,3,17,0,0,0,0,36,1,2
Tuta,BRA,DF,23,1999,30.2,1855,1797,57,43,2,7,7,14,0,0,0,0,1486,1,22
