General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Almamy Touré,MLI,DF,26,1996,4.4,188,232,81.0,3407,1258,68,76,89.5,99,115,86.1,17,28,60.7,1,0.6,0.5,0.4,1,11,1,0,17
Ansgar Knauff,GER,DF,20,2002,14.3,455,683,66.6,7020,2807,236,301,78.4,183,268,68.3,25,57,43.9,1,1.6,2.4,-0.6,8,27,14,4,40
Aurélio Buta,POR,DF,25,1997,14.6,576,764,75.4,8658,2874,333,391,85.2,201,264,76.1,29,62,46.8,2,3.3,2.3,-1.3,18,35,20,12,47
Christopher Lenz,GER,DF,27,1994,14.3,621,824,75.4,11180,4287,276,309,89.3,261,329,79.3,70,149,47.0,2,2.6,3.1,-0.6,24,46,17,8,63
Daichi Kamada,JPN,MF,25,1996,25.2,1005,1245,80.7,16631,4782,499,571,87.4,410,478,85.8,74,135,54.8,6,3.4,3.5,2.6,34,117,28,4,160
Dario Gebuhr,GER,DF,19,2003,0.2,10,13,76.9,163,31,4,4,100.0,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,0
Diant Ramaj,GER,GK,20,2001,1.0,21,25,84.0,501,271,5,5,100.0,12,12,100.0,4,8,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Djibril Sow,SUI,MF,25,1997,29.4,1324,1557,85.0,22905,6804,566,639,88.6,627,694,90.3,103,147,70.1,0,1.0,1.3,-1.0,17,137,20,1,186
Faride Alidou,GER,"DF,MF",21,2001,2.0,74,101,73.3,1164,410,38,41,92.7,33,46,71.7,2,9,22.2,1,0.5,0.3,0.5,3,8,7,3,16
Filip Kostić,SRB,"DF,MF",29,1992,0.8,23,40,57.5,469,260,8,11,72.7,12,16,75.0,3,11,27.3,0,0.1,0.1,-0.1,1,1,1,0,4
Hrvoje Smolčić,CRO,DF,21,2000,5.2,287,355,80.8,5494,2389,96,111,86.5,166,188,88.3,23,45,51.1,0,0.0,0.1,0.0,0,8,0,0,18
Jesper Lindstrøm,DEN,"MF,FW",22,2000,18.7,325,514,63.2,4294,1166,208,279,74.6,83,129,64.3,14,39,35.9,2,2.8,3.2,-0.8,19,20,15,2,33
Junior Dina Ebimbe,FRA,"DF,MF",21,2000,11.8,366,505,72.5,5732,1852,192,235,81.7,143,189,75.7,20,49,40.8,1,1.4,1.3,-0.4,9,37,8,2,45
Kevin Trapp,GER,GK,32,1990,33.0,616,888,69.4,15447,10068,133,134,99.3,327,332,98.5,151,412,36.7,0,0.0,0.0,0.0,0,9,0,0,0
Kristijan Jakić,CRO,"DF,MF",25,1997,16.2,741,954,77.7,13042,5310,317,370,85.7,354,417,84.9,58,122,47.5,0,0.7,0.9,-0.7,7,39,8,2,59
Luca Pellegrini,ITA,DF,23,1999,6.2,292,431,67.7,5244,2035,140,164,85.4,106,137,77.4,38,90,42.2,0,0.8,0.9,-0.8,8,16,4,2,22
Lucas Alario,ARG,"FW,MF",29,1992,3.7,56,85,65.9,792,190,29,41,70.7,20,28,71.4,4,5,80.0,0,0.0,0.4,0.0,1,4,0,0,8
Makoto Hasebe,JPN,DF,38,1984,14.5,887,1013,87.6,17636,6066,268,289,92.7,511,551,92.7,97,152,63.8,0,0.4,0.5,-0.4,2,51,6,0,57
Marcel Wenig,GER,MF,18,2004,0.0,9,10,90.0,120,11,7,7,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
Mario Götze,GER,MF,30,1992,30.4,1130,1527,74.0,16936,4802,621,724,85.8,376,496,75.8,72,161,44.7,1,5.3,6.7,-4.3,42,90,44,10,149
Obite N'Dicka,CIV,DF,22,1999,29.9,1563,1815,86.1,26918,10983,683,736,92.8,750,834,89.9,108,199,54.3,0,0.2,0.3,-0.2,3,74,3,0,94
Paxten Aaronson,USA,"MF,DF",18,2003,1.9,51,71,71.8,659,109,36,38,94.7,14,23,60.9,1,6,16.7,0,0.0,0.1,0.0,1,3,0,0,6
Philipp Max,GER,DF,28,1993,7.7,364,479,76.0,5827,2134,198,219,90.4,134,169,79.3,29,74,39.2,1,1.6,2.4,-0.6,16,28,18,9,34
Rafael Borré,COL,"MF,FW",26,1995,12.0,294,422,69.7,4153,887,178,223,79.8,88,129,68.2,14,25,56.0,2,1.9,1.8,0.1,15,16,8,2,34
Randal Kolo Muani,FRA,FW,23,1998,29.2,419,649,64.6,5454,1212,263,373,70.5,109,158,69.0,18,34,52.9,11,6.5,5.8,4.5,41,25,23,2,61
Sebastian Rode,GER,MF,31,1990,15.7,711,857,83.0,11453,3658,346,392,88.3,293,339,86.4,51,78,65.4,1,0.9,1.3,0.1,12,98,12,0,105
Timothy Chandler,USA,DF,32,1990,1.0,36,61,59.0,770,554,8,20,40.0,18,25,72.0,8,10,80.0,0,0.0,0.1,0.0,1,7,0,0,7
Tuta,BRA,DF,23,1999,30.2,1486,1855,80.1,28536,10513,483,544,88.8,828,945,87.6,161,314,51.3,1,0.8,0.9,0.2,6,94,6,1,107
