General,General,General,General,General,General,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Tkl,Tklw,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+int,Clr,Err
Aleix Garrido,ESP,FW,18,2004,0.1,2,1,1,0,1,1,1,100.0,0,1,0,1,0,2,0,0
Alejandro Balde,ESP,DF,18,2003,27.5,42,30,22,16,4,24,41,58.5,17,25,3,22,12,54,17,1
Andreas Christensen,DEN,DF,26,1996,19.6,20,15,9,11,0,10,16,62.5,6,14,12,2,21,41,47,0
Ansu Fati,ESP,FW,19,2002,15.5,16,9,8,4,4,5,18,27.8,13,19,0,19,5,21,6,0
Chadi Riad,MAR,MF,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Eric García,ESP,"DF,MF",21,2001,15.7,24,16,16,5,3,9,20,45.0,11,23,10,13,19,43,36,1
Ferrán Torres,ESP,"FW,MF",22,2000,15.5,13,7,4,5,4,5,20,25.0,15,11,2,9,3,16,5,0
Franck Kessié,CIV,MF,25,1996,11.0,15,9,6,6,3,8,18,44.4,10,10,2,8,12,27,11,2
Frenkie de Jong,NED,MF,25,1997,28.2,46,26,16,21,9,17,41,41.5,24,11,1,10,35,81,22,1
Gavi,ESP,"MF,FW",17,2004,28.1,47,31,7,30,10,21,55,38.2,34,32,5,27,18,65,22,0
Gerard Piqué,ESP,DF,35,1987,4.3,5,4,1,4,0,4,4,100.0,0,2,1,1,2,7,19,0
Héctor Bellerín,ESP,DF,27,1995,1.6,2,0,0,2,0,2,3,66.7,1,2,0,2,3,5,2,0
Iñaki Peña,ESP,GK,23,1999,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
Jordi Alba,ESP,DF,33,1989,15.8,25,18,13,11,1,12,28,42.9,16,12,5,7,11,36,23,0
Jules Koundé,FRA,DF,23,1998,27.0,37,23,18,13,6,21,31,67.7,10,24,9,15,19,56,61,3
Lamine Yamal,ESP,FW,15,2007,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Marc-André ter Stegen,GER,GK,30,1992,37.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,3
Marcos Alonso,ESP,DF,31,1990,13.0,15,10,10,5,0,9,12,75.0,3,14,10,4,11,26,32,0
Memphis,NED,FW,28,1994,1.3,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Ousmane Dembélé,FRA,FW,25,1997,15.7,19,12,4,8,7,4,15,26.7,11,10,1,9,0,19,2,0
Pablo Torre,ESP,"FW,MF",19,2003,1.6,2,1,0,1,1,2,4,50.0,2,1,0,1,2,4,1,0
Pedri,ESP,MF,19,2002,22.0,39,22,15,17,7,13,45,28.9,32,27,0,27,13,52,8,1
Pierre-Emerick Aubameyang,GAB,FW,33,1989,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Raphinha,BRA,FW,25,1996,23.0,29,19,10,7,12,11,31,35.5,20,33,1,32,14,43,11,1
Robert Lewandowski,POL,FW,33,1988,31.6,17,11,2,5,10,7,14,50.0,7,20,0,20,2,19,14,0
Ronald Araújo,URU,DF,23,1999,20.0,26,18,12,13,1,6,9,66.7,3,15,7,8,12,38,41,1
Sergi Roberto,ESP,"DF,MF",30,1992,14.5,22,15,12,6,4,7,18,38.9,11,15,7,8,11,33,16,0
Sergio Busquets,ESP,MF,34,1988,26.0,58,26,24,26,8,29,51,56.9,22,32,6,26,27,85,36,2
Ángel Alarcón,ESP,FW,18,2004,0.3,,0,,,,,,,,,,,0,,,
