General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Aleix Garrido,ESP,FW,18,2004,0.1,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
Alejandro Balde,ESP,DF,18,2003,27.5,1670,1444,217,32,0,5,67,185,0,0,0,0,1482,9,19
Andreas Christensen,DEN,DF,26,1996,19.6,1507,1445,62,48,3,14,1,10,0,0,0,0,1416,0,7
Ansu Fati,ESP,FW,19,2002,15.5,609,590,14,3,1,3,9,3,5,1,0,0,509,5,21
Chadi Riad,MAR,MF,19,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Eric García,ESP,"DF,MF",21,2001,15.7,1257,1205,50,33,2,13,0,16,0,0,0,0,1142,2,8
Ferrán Torres,ESP,"FW,MF",22,2000,15.5,576,533,41,8,1,3,60,9,21,10,6,0,437,2,15
Franck Kessié,CIV,MF,25,1996,11.0,457,441,13,6,2,5,5,3,1,0,0,0,391,3,5
Frenkie de Jong,NED,MF,25,1997,28.2,2320,2246,63,39,19,17,37,15,8,2,2,0,2089,11,24
Gavi,ESP,"MF,FW",17,2004,28.1,1206,1157,45,13,8,13,38,9,0,0,0,0,1026,4,27
Gerard Piqué,ESP,DF,35,1987,4.3,385,372,11,6,0,6,0,0,0,0,0,0,353,2,2
Héctor Bellerín,ESP,DF,27,1995,1.6,96,82,13,1,1,0,3,12,0,0,0,0,77,1,3
Iñaki Peña,ESP,GK,23,1999,0.8,27,22,5,1,0,0,0,0,0,0,0,0,25,0,0
Jordi Alba,ESP,DF,33,1989,15.8,1460,1277,178,40,4,8,91,137,1,0,0,0,1217,5,24
Jules Koundé,FRA,DF,23,1998,27.0,2024,1840,180,50,4,11,36,130,0,0,0,0,1775,4,25
Lamine Yamal,ESP,FW,15,2007,0.1,9,9,0,0,1,0,1,0,0,0,0,0,8,0,0
Marc-André ter Stegen,GER,GK,30,1992,37.2,1412,1145,267,69,0,6,0,1,0,0,0,0,1193,0,0
Marcos Alonso,ESP,DF,31,1990,13.0,1005,956,47,16,1,11,23,16,12,6,4,0,896,2,8
Memphis,NED,FW,28,1994,1.3,66,60,6,1,1,0,4,0,4,0,2,0,53,0,1
Ousmane Dembélé,FRA,FW,25,1997,15.7,854,768,80,7,13,4,106,8,65,17,19,1,642,6,38
Pablo Torre,ESP,"FW,MF",19,2003,1.6,98,87,9,3,2,0,8,0,6,1,4,0,77,2,1
Pedri,ESP,MF,19,2002,22.0,1449,1384,59,22,24,24,25,11,13,1,11,0,1251,6,25
Pierre-Emerick Aubameyang,GAB,FW,33,1989,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Raphinha,BRA,FW,25,1996,23.0,1266,1072,185,35,12,26,172,42,108,44,35,1,915,9,30
Robert Lewandowski,POL,FW,33,1988,31.6,793,767,14,4,16,5,19,0,0,0,0,0,602,12,24
Ronald Araújo,URU,DF,23,1999,20.0,1287,1207,75,41,2,19,5,25,0,0,0,0,1139,5,6
Sergi Roberto,ESP,"DF,MF",30,1992,14.5,936,842,91,16,1,7,25,75,0,0,0,0,850,3,10
Sergio Busquets,ESP,MF,34,1988,26.0,1949,1870,74,71,15,5,7,3,0,0,0,0,1722,5,17
Ángel Alarcón,ESP,FW,18,2004,0.3,,,,,,,1,,,,,,,,
