General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes,Per 90 minutes
Player,Nation,Pos,Age,Born,Mp,Starts,Min,90s,Gls,Ast,G+a,G-pk,Pk,Pkatt,Crdy,Crdr,Xg,Npxg,Xag,Npxg+xag,Prgc,Prgp,Prgr,Gls,Ast,G+a,G-pk,G+a-pk,Xg,Xag,Xg+xag,Npxg,Npxg+xag
Abdón Prats,ESP,"FW,MF",29,1992,26,2,416,4.6,1,1,2,1,0,0,1,0,0.7,0.7,1.4,2.1,1,8,15,0.22,0.22,0.43,0.22,0.43,0.15,0.31,0.45,0.15,0.45
Amath,SEN,"MF,FW",26,1996,28,12,1227,13.6,2,0,2,2,0,0,2,1,2.7,2.7,0.8,3.5,33,16,69,0.15,0.0,0.15,0.15,0.15,0.2,0.06,0.25,0.2,0.25
Antonio Raillo,ESP,DF,30,1991,31,31,2766,30.7,2,3,5,2,0,0,11,1,0.6,0.6,1.1,1.7,8,50,5,0.07,0.1,0.16,0.07,0.16,0.02,0.03,0.05,0.02,0.05
Antonio Sánchez,ESP,"MF,DF",25,1997,32,11,1076,12.0,0,0,0,0,0,0,5,0,0.6,0.6,0.8,1.4,22,34,56,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12
Braian Cufré,ARG,DF,25,1996,5,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,7,9,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
Clément Grenier,FRA,MF,31,1991,21,6,718,8.0,0,0,0,0,0,0,7,0,0.2,0.2,1.1,1.3,4,40,26,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.17,0.03,0.17
Copete,ESP,DF,22,1999,28,27,2206,24.5,1,0,1,1,0,0,7,1,1.0,0.5,0.2,0.7,14,58,3,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.05,0.02,0.03
Dani Rodríguez,ESP,MF,34,1988,35,26,2100,23.3,3,6,9,3,0,0,8,0,2.4,2.4,3.2,5.6,43,76,64,0.13,0.26,0.39,0.13,0.39,0.1,0.14,0.24,0.1,0.24
Dennis Hadzikadunic,BIH,DF,24,1998,8,7,614,6.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,19,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Dominik Greif,SVK,GK,25,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Franco Russo,ARG,DF,27,1994,3,2,145,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanni González,URU,DF,27,1994,15,9,926,10.3,0,2,2,0,0,0,5,0,0.2,0.2,1.2,1.4,10,28,39,0.0,0.19,0.19,0.0,0.19,0.02,0.12,0.14,0.02,0.14
Iddrisu Baba,GHA,"MF,DF",26,1996,29,20,1705,18.9,0,0,0,0,0,0,5,0,0.6,0.6,0.2,0.8,3,47,8,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Iñigo Ruiz de Galarreta,ESP,MF,28,1993,30,28,2449,27.2,0,1,1,0,0,0,12,0,0.3,0.3,1.4,1.7,20,127,21,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06
