General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Andrej Kramarić,CRO,"MF,FW",31,1991,26.5,790,998,79.2,11993,2558,449,512,87.7,234,295,79.3,65,95,68.4,4,2.2,2.8,1.8,34,83,23,3,100
Angeliño,ESP,DF,25,1997,29.1,1012,1544,65.5,19297,7991,424,501,84.6,433,616,70.3,143,339,42.2,8,7.2,7.7,0.8,50,82,52,29,108
Angelo Stiller,GER,MF,21,2001,7.8,279,363,76.9,4425,1193,154,183,84.2,93,111,83.8,22,34,64.7,1,0.5,0.6,0.5,3,26,5,0,34
Christoph Baumgartner,AUT,"MF,FW",22,1999,28.5,610,915,66.7,9280,2767,340,449,75.7,188,257,73.2,47,86,54.7,3,4.3,4.3,-1.3,24,70,35,4,100
Dennis Geiger,GER,MF,24,1998,21.7,697,852,81.8,12742,4292,293,325,90.2,306,351,87.2,79,127,62.2,3,2.7,3.4,0.3,35,74,15,1,99
Diadie Samassékou,MLI,"MF,FW",26,1996,0.4,17,20,85.0,252,66,6,7,85.7,10,11,90.9,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,1
Eduardo Quaresma,POR,DF,20,2002,1.0,60,68,88.2,1119,317,21,24,87.5,36,39,92.3,3,5,60.0,0,0.0,0.0,0.0,0,5,1,0,10
Ermin Bičakčić,BIH,DF,32,1990,2.9,68,96,70.8,1373,653,24,27,88.9,35,47,74.5,9,19,47.4,0,0.0,0.0,0.0,0,6,1,0,7
Finn Ole Becker,GER,MF,22,2000,5.7,148,210,70.5,2257,828,81,98,82.7,45,66,68.2,12,23,52.2,0,0.3,0.3,-0.3,4,14,4,0,19
Fisnik Asllani,KVX,FW,19,2002,1.9,37,63,58.7,384,62,28,43,65.1,5,7,71.4,0,0,,0,0.2,0.1,-0.2,3,1,0,0,1
Georginio Rutter,FRA,FW,20,2002,11.2,95,158,60.1,1532,455,49,73,67.1,31,52,59.6,10,12,83.3,2,2.3,3.2,-0.3,10,11,9,0,25
Grischa Prömel,GER,MF,27,1995,16.2,363,473,76.7,5687,1378,201,242,83.1,128,154,83.1,25,45,55.6,1,1.1,0.8,-0.1,8,29,5,1,39
Ihlas Bebou,TOG,"FW,DF",28,1994,15.7,246,369,66.7,3282,756,157,208,75.5,60,88,68.2,13,25,52.0,0,1.0,1.4,-1.0,15,11,5,0,23
Jacob Bruun Larsen,DEN,FW,23,1998,3.6,62,88,70.5,807,152,42,55,76.4,16,20,80.0,1,5,20.0,0,0.4,0.4,-0.4,7,5,2,0,4
John Brooks,USA,DF,29,1993,15.0,624,773,80.7,12417,4919,217,241,90.0,323,370,87.3,78,141,55.3,0,0.0,0.1,0.0,0,25,1,0,40
Joshua Quarshie,GER,MF,18,2004,0.0,0,2,0.0,0,0,0,0,,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Kasper Dolberg,DEN,"FW,MF",24,1997,4.5,55,79,69.6,677,96,33,41,80.5,14,24,58.3,1,1,100.0,0,0.4,0.3,-0.4,4,3,2,0,4
Kevin Akpoguma,NGA,DF,27,1995,21.7,814,1024,79.5,15380,5931,275,319,86.2,437,495,88.3,83,162,51.2,0,0.5,0.8,-0.5,5,83,10,3,85
Kevin Vogt,GER,DF,30,1991,19.7,1033,1201,86.0,22146,9878,272,304,89.5,578,629,91.9,171,242,70.7,0,0.4,0.8,-0.4,4,88,13,2,104
Moanes Dabbur,ISR,FW,30,1992,10.4,204,287,71.1,2458,730,134,173,77.5,49,69,71.0,5,12,41.7,2,2.2,2.2,-0.2,16,14,8,0,33
Muhammed Damar,GER,MF,18,2004,1.8,52,65,80.0,686,179,30,34,88.2,19,21,90.5,0,2,0.0,0,0.2,0.1,-0.2,3,5,1,0,9
Oliver Baumann,GER,GK,32,1990,34.0,1068,1417,75.4,29033,20956,239,239,100.0,489,493,99.2,331,670,49.4,0,0.0,0.1,0.0,1,28,1,0,1
Ozan Kabak,TUR,DF,22,2000,26.5,1056,1277,82.7,19695,5984,398,448,88.8,561,625,89.8,88,157,56.1,2,1.3,1.0,0.7,4,62,2,0,76
Pavel Kadeřábek,CZE,DF,30,1992,18.5,615,883,69.6,9816,4412,318,391,81.3,254,350,72.6,33,94,35.1,1,1.7,3.9,-0.7,18,46,29,20,61
Robert Skov,DEN,DF,26,1996,15.0,509,728,69.9,9105,3139,232,274,84.7,213,297,71.7,54,115,47.0,2,1.8,2.3,0.2,21,35,22,9,49
Sebastian Rudy,GER,MF,32,1990,8.8,330,442,74.7,6007,2289,146,171,85.4,132,159,83.0,43,81,53.1,1,0.8,1.6,0.2,14,32,7,4,42
Stanley N'Soki,FRA,DF,23,1999,14.3,652,796,81.9,11918,4902,262,299,87.6,314,358,87.7,63,116,54.3,0,0.3,0.5,-0.3,3,62,3,0,64
Stefan Posch,AUT,DF,25,1997,0.2,8,12,66.7,163,27,1,3,33.3,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
Thomas Delaney,DEN,MF,30,1991,3.3,110,162,67.9,2072,879,45,57,78.9,51,63,81.0,13,32,40.6,0,0.0,0.1,0.0,1,8,0,0,14
Tom Bischof,GER,"MF,FW",17,2005,3.5,84,121,69.4,1266,420,43,55,78.2,26,36,72.2,8,16,50.0,0,0.7,0.8,-0.7,5,9,4,1,16
Umut Tohumcu,GER,"MF,DF",17,2004,3.0,56,78,71.8,915,254,27,34,79.4,22,25,88.0,4,9,44.4,0,0.1,0.1,-0.1,2,9,0,0,7
