General,General,General,General,General,General,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-ons,Take-ons,Take-ons,Take-ons,Take-ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Player,Nation,Pos,Age,Born,90s,Touches,Def pen,Def 3rd,Mid 3rd,Att 3rd,Att pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,Totdist,Prgdist,Prgc,1/3,Cpa,Mis,Dis,Rec,Prgr
Andrej Kramarić,CRO,"MF,FW",31,1991,26.5,1244,15,127,637,493,106,1238,58,28,48.3,22,37.9,825,4203,1674,49,34,16,61,33,945,191
Angeliño,ESP,DF,25,1997,29.1,1798,78,506,771,533,32,1798,28,13,46.4,11,39.3,818,3134,1459,24,26,4,27,15,966,120
Angelo Stiller,GER,MF,21,2001,7.8,466,17,106,243,121,11,466,7,3,42.9,3,42.9,226,951,357,4,7,0,15,11,266,16
Christoph Baumgartner,AUT,"MF,FW",22,1999,28.5,1340,39,204,655,505,118,1340,116,54,46.6,47,40.5,767,4948,2487,76,59,33,81,36,900,145
Dennis Geiger,GER,MF,24,1998,21.7,1027,36,218,618,202,7,1027,16,9,56.3,5,31.3,525,2874,1267,21,11,0,22,8,582,22
Diadie Samassékou,MLI,"MF,FW",26,1996,0.4,23,1,5,15,3,0,23,1,1,100.0,0,0.0,9,39,13,0,0,0,0,0,13,1
Eduardo Quaresma,POR,DF,20,2002,1.0,81,4,25,53,4,1,81,2,1,50.0,0,0.0,56,228,133,4,1,0,1,0,51,0
Ermin Bičakčić,BIH,DF,32,1990,2.9,137,32,76,43,18,4,137,0,0,,0,,59,207,91,0,2,0,2,0,62,3
Finn Ole Becker,GER,MF,22,2000,5.7,262,10,58,116,88,9,262,9,4,44.4,5,55.6,124,686,296,6,10,2,5,5,128,15
Fisnik Asllani,KVX,FW,19,2002,1.9,95,3,8,36,53,16,95,3,1,33.3,2,66.7,56,182,103,4,3,3,7,2,75,19
Georginio Rutter,FRA,FW,20,2002,11.2,338,9,27,98,219,67,338,71,34,47.9,34,47.9,235,1541,723,32,11,24,46,25,260,75
Grischa Prömel,GER,MF,27,1995,16.2,652,35,159,327,170,39,652,14,5,35.7,6,42.9,329,1568,674,19,12,6,24,13,402,46
Ihlas Bebou,TOG,"FW,DF",28,1994,15.7,576,22,63,235,288,69,575,58,26,44.8,30,51.7,307,1655,680,27,19,15,61,17,376,116
Jacob Bruun Larsen,DEN,FW,23,1998,3.6,124,1,9,52,65,16,124,7,2,28.6,5,71.4,74,494,174,10,5,5,9,6,85,24
John Brooks,USA,DF,29,1993,15.0,951,159,556,393,11,7,951,5,2,40.0,1,20.0,479,2169,992,2,3,0,1,1,494,1
Joshua Quarshie,GER,MF,18,2004,0.0,3,0,0,0,3,1,3,0,0,,0,,2,10,6,0,0,0,0,0,2,0
Kasper Dolberg,DEN,"FW,MF",24,1997,4.5,148,10,23,56,71,16,148,8,3,37.5,4,50.0,82,444,158,4,7,2,24,6,96,20
Kevin Akpoguma,NGA,DF,27,1995,21.7,1306,143,613,609,93,16,1306,22,7,31.8,13,59.1,691,3422,1537,17,13,3,16,7,742,23
Kevin Vogt,GER,DF,30,1991,19.7,1352,173,693,636,28,0,1352,2,2,100.0,0,0.0,849,5240,3273,16,5,0,10,3,859,3
Moanes Dabbur,ISR,FW,30,1992,10.4,408,2,27,196,191,42,408,29,13,44.8,16,55.2,256,950,351,10,6,6,28,21,304,61
Muhammed Damar,GER,MF,18,2004,1.8,94,1,17,49,29,6,94,6,0,0.0,5,83.3,49,273,145,2,3,1,9,2,65,7
Oliver Baumann,GER,GK,32,1990,34.0,1503,1219,1489,15,0,0,1503,0,0,,0,,903,4083,2259,0,0,0,0,0,757,0
Ozan Kabak,TUR,DF,22,2000,26.5,1588,168,772,746,93,26,1588,30,15,50.0,11,36.7,899,4654,2411,23,16,0,25,7,968,13
Pavel Kadeřábek,CZE,DF,30,1992,18.5,1024,45,231,429,371,39,1024,13,3,23.1,8,61.5,438,2047,1108,30,25,4,13,7,564,114
Robert Skov,DEN,DF,26,1996,15.0,906,32,210,373,335,37,904,27,7,25.9,16,59.3,453,2377,1188,43,26,12,21,11,481,97
Sebastian Rudy,GER,MF,32,1990,8.8,547,25,141,296,112,4,547,3,0,0.0,3,100.0,247,1017,461,7,5,0,12,8,306,7
Stanley N'Soki,FRA,DF,23,1999,14.3,931,65,415,481,43,7,931,21,12,57.1,7,33.3,598,2708,1443,17,6,0,14,4,601,10
Stefan Posch,AUT,DF,25,1997,0.2,12,2,7,5,0,0,12,0,0,,0,,6,23,11,0,0,0,0,0,7,0
Thomas Delaney,DEN,MF,30,1991,3.3,191,10,80,90,22,0,191,6,2,33.3,3,50.0,105,321,132,0,0,0,1,2,112,3
Tom Bischof,GER,"MF,FW",17,2005,3.5,182,2,35,77,74,8,182,9,1,11.1,6,66.7,101,431,178,8,11,2,10,6,105,12
Umut Tohumcu,GER,"MF,DF",17,2004,3.0,125,6,26,67,33,1,125,6,1,16.7,5,83.3,59,285,106,2,4,0,6,2,60,4
