General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Andrej Kramarić,CRO,"MF,FW",31,1991,26.5,998,937,54,3,0,12,47,18,6,1,1,0,790,7,25
Angeliño,ESP,DF,25,1997,29.1,1544,1160,366,42,1,16,179,276,48,18,23,0,1012,18,40
Angelo Stiller,GER,MF,21,2001,7.8,363,353,8,3,2,3,6,3,1,0,1,0,279,2,13
Christoph Baumgartner,AUT,"MF,FW",22,1999,28.5,915,850,56,10,4,9,29,31,1,0,0,0,610,9,42
Dennis Geiger,GER,MF,24,1998,21.7,852,741,107,42,2,4,49,3,42,7,26,1,697,4,17
Diadie Samassékou,MLI,"MF,FW",26,1996,0.4,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0
Eduardo Quaresma,POR,DF,20,2002,1.0,68,67,1,0,0,0,0,1,0,0,0,0,60,0,0
Ermin Bičakčić,BIH,DF,32,1990,2.9,96,91,5,2,0,1,1,2,0,0,0,0,68,0,1
Finn Ole Becker,GER,MF,22,2000,5.7,210,184,25,2,0,0,3,23,0,0,0,0,148,1,5
Fisnik Asllani,KVX,FW,19,2002,1.9,63,62,1,0,0,0,3,0,0,0,0,0,37,0,4
Georginio Rutter,FRA,FW,20,2002,11.2,158,157,1,0,1,2,11,0,0,0,0,0,95,0,12
Grischa Prömel,GER,MF,27,1995,16.2,473,454,14,7,0,0,6,4,0,0,0,0,363,5,12
Ihlas Bebou,TOG,"FW,DF",28,1994,15.7,369,336,30,0,0,2,11,21,0,0,0,0,246,3,12
Jacob Bruun Larsen,DEN,FW,23,1998,3.6,88,81,6,1,0,0,4,0,0,0,0,0,62,1,3
John Brooks,USA,DF,29,1993,15.0,773,725,45,39,0,7,0,1,0,0,0,0,624,3,6
Joshua Quarshie,GER,MF,18,2004,0.0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Kasper Dolberg,DEN,"FW,MF",24,1997,4.5,79,73,4,0,0,0,1,2,0,0,0,0,55,2,1
Kevin Akpoguma,NGA,DF,27,1995,21.7,1024,966,56,30,1,14,8,26,0,0,0,0,814,2,18
Kevin Vogt,GER,DF,30,1991,19.7,1201,1127,70,52,0,13,3,1,0,0,0,0,1033,4,2
Moanes Dabbur,ISR,FW,30,1992,10.4,287,277,9,0,1,1,6,3,0,0,0,0,204,1,8
Muhammed Damar,GER,MF,18,2004,1.8,65,63,1,0,0,0,2,1,0,0,0,0,52,1,2
Oliver Baumann,GER,GK,32,1990,34.0,1417,1081,332,83,0,6,0,0,0,0,0,0,1068,4,1
Ozan Kabak,TUR,DF,22,2000,26.5,1277,1230,41,28,0,11,6,3,0,0,0,0,1056,6,21
Pavel Kadeřábek,CZE,DF,30,1992,18.5,883,672,209,7,1,0,74,202,0,0,0,0,615,2,25
Robert Skov,DEN,DF,26,1996,15.0,728,533,195,18,2,7,75,146,31,10,10,1,509,0,21
Sebastian Rudy,GER,MF,32,1990,8.8,442,387,53,21,0,1,41,0,30,7,13,2,330,2,8
Stanley N'Soki,FRA,DF,23,1999,14.3,796,762,33,18,1,8,1,15,0,0,0,0,652,1,7
Stefan Posch,AUT,DF,25,1997,0.2,12,10,2,2,0,0,0,0,0,0,0,0,8,0,1
Thomas Delaney,DEN,MF,30,1991,3.3,162,156,6,6,0,2,3,0,0,0,0,0,110,0,6
Tom Bischof,GER,"MF,FW",17,2005,3.5,121,116,5,2,1,0,7,1,2,2,0,0,84,0,6
Umut Tohumcu,GER,"MF,DF",17,2004,3.0,78,77,1,0,0,0,0,1,0,0,0,0,56,0,4
