General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Adam Hložek,CZE,"FW,MF",20,2002,14.3,241,332,72.6,3525,988,145,178,81.5,63,88,71.6,20,30,66.7,3,2.5,1.3,0.5,18,21,6,0,32
Amine Adli,MAR,"FW,MF",22,2000,15.9,427,565,75.6,5845,1373,240,296,81.1,138,166,83.1,18,34,52.9,3,1.7,1.9,1.3,20,26,10,0,49
Andrey Lunyov,RUS,GK,30,1991,1.0,35,44,79.5,880,696,9,9,100.0,17,19,89.5,9,16,56.3,0,0.0,0.0,0.0,0,1,0,0,0
Ayman Azhil,MAR,MF,21,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Callum Hudson-Odoi,ENG,"FW,MF",21,2000,6.7,206,248,83.1,3427,782,114,128,89.1,67,78,85.9,22,30,73.3,1,0.8,0.9,0.2,13,18,7,1,31
Charles Aránguiz,CHI,MF,33,1989,5.5,248,311,79.7,3706,1211,136,154,88.3,84,96,87.5,15,39,38.5,0,0.2,0.2,-0.2,3,21,3,0,32
Daley Sinkgraven,NED,"DF,MF",27,1995,3.8,159,209,76.1,2513,753,94,106,88.7,48,63,76.2,15,33,45.5,2,1.3,0.3,0.7,6,12,1,1,8
Edmond Tapsoba,BFA,DF,23,1999,31.9,1891,2211,85.5,35396,13773,714,783,91.2,953,1044,91.3,199,322,61.8,0,1.0,1.5,-1.0,5,154,9,0,169
Exequiel Palacios,ARG,MF,23,1998,18.4,1022,1204,84.9,15831,5084,513,578,88.8,418,473,88.4,51,77,66.2,2,1.3,1.6,0.7,15,95,11,1,105
Florian Wirtz,GER,"FW,MF",19,2003,12.1,473,634,74.6,7333,2166,262,307,85.3,141,186,75.8,44,91,48.4,6,3.9,3.1,2.1,39,43,26,3,80
Jeremie Frimpong,NED,"DF,MF",21,2000,30.1,982,1232,79.7,12784,3814,684,768,89.1,230,302,76.2,30,69,43.5,7,6.2,6.3,0.8,45,39,27,11,62
Joel Pohjanpalo,FIN,"FW,MF",27,1994,0.0,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
Jonathan Tah,GER,DF,26,1996,27.6,1455,1637,88.9,27748,9605,495,533,92.9,812,875,92.8,137,196,69.9,0,0.5,0.3,-0.5,6,59,3,0,56
Karim Bellarabi,GER,"FW,MF",32,1990,0.9,37,57,64.9,493,171,24,31,77.4,13,23,56.5,0,2,0.0,0,0.0,0.0,0.0,0,4,0,0,4
Kerem Demirbay,GER,MF,29,1993,17.2,827,1069,77.4,14183,4379,397,446,89.0,304,360,84.4,94,193,48.7,3,3.0,4.0,0.0,30,70,13,5,86
Lukáš Hrádecký,FIN,GK,32,1989,33.0,792,1101,71.9,20694,14943,173,176,98.3,377,385,97.9,238,535,44.5,0,0.0,0.1,0.0,0,10,1,0,0
Mitchel Bakker,NED,"DF,MF",22,2000,18.4,764,968,78.9,11670,3583,443,505,87.7,258,328,78.7,47,93,50.5,2,2.0,1.3,0.0,17,36,14,2,57
Moussa Diaby,FRA,"FW,MF",23,1999,30.0,741,1003,73.9,11048,2666,428,516,82.9,226,292,77.4,53,94,56.4,8,8.2,7.0,-0.2,58,46,52,15,104
Nadiem Amiri,GER,"MF,FW",25,1996,10.9,423,507,83.4,6968,1759,212,233,91.0,149,168,88.7,45,68,66.2,1,1.1,1.8,-0.1,15,38,9,1,55
Noah Mbamba,BEL,MF,17,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Odilon Kossonou,CIV,DF,21,2001,16.9,808,973,83.0,13429,4790,367,404,90.8,382,437,87.4,47,93,50.5,1,0.1,0.6,0.9,3,61,3,1,77
Patrik Schick,CZE,FW,26,1996,10.5,176,253,69.6,2172,435,110,153,71.9,48,70,68.6,3,5,60.0,1,0.6,0.4,0.4,10,3,7,1,11
Paulinho,BRA,FW,22,2000,0.9,23,28,82.1,279,86,16,19,84.2,5,6,83.3,0,0,,0,0.0,0.0,0.0,0,1,0,0,4
Piero Hincapié,ECU,"DF,MF",20,2002,27.3,1480,1798,82.3,23892,7623,754,822,91.7,611,707,86.4,93,199,46.7,1,1.0,1.1,0.0,10,66,6,3,83
Robert Andrich,GER,MF,27,1994,26.7,1218,1455,83.7,19896,5759,594,675,88.0,496,581,85.4,82,123,66.7,2,1.2,0.9,0.8,18,77,11,2,99
Sardar Azmoun,IRN,"FW,MF",27,1995,10.3,162,247,65.6,2373,844,89,130,68.5,41,56,73.2,15,20,75.0,1,2.5,1.4,-1.5,14,23,9,0,32
Timothy Fosu-Mensah,NED,DF,24,1998,2.1,93,119,78.2,1267,310,62,69,89.9,27,34,79.4,2,9,22.2,0,0.3,0.2,-0.3,4,2,2,1,7
