General,General,General,General,General,General,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Player,Nation,Pos,Age,Born,90s,Gls,Sh,Sot,Sot%,Sh/90,Sot/90,G/sh,G/sot,Dist,Fk,Pk,Pkatt,Xg,Npxg,Npxg/sh,G-xg,Np:g-xg
Adam Hložek,CZE,"FW,MF",20,2002,14.3,5,30,11,36.7,2.1,0.77,0.17,0.45,16.9,2,0,0,2.7,2.7,0.09,2.3,2.3
Amine Adli,MAR,"FW,MF",22,2000,15.9,5,37,17,45.9,2.32,1.07,0.14,0.29,14.0,1,0,0,5.0,5.0,0.14,0.0,0.0
Andrey Lunyov,RUS,GK,30,1991,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Ayman Azhil,MAR,MF,21,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Callum Hudson-Odoi,ENG,"FW,MF",21,2000,6.7,0,4,1,25.0,0.6,0.15,0.0,0.0,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Charles Aránguiz,CHI,MF,33,1989,5.5,1,5,2,40.0,0.91,0.37,0.2,0.5,18.5,0,0,0,0.3,0.3,0.06,0.7,0.7
Daley Sinkgraven,NED,"DF,MF",27,1995,3.8,0,4,1,25.0,1.05,0.26,0.0,0.0,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Edmond Tapsoba,BFA,DF,23,1999,31.9,1,13,1,7.7,0.41,0.03,0.0,0.0,14.9,0,1,2,2.8,1.2,0.09,-1.8,-1.2
Exequiel Palacios,ARG,MF,23,1998,18.4,4,17,4,23.5,0.93,0.22,0.06,0.25,26.3,0,3,3,3.0,0.6,0.04,1.0,0.4
Florian Wirtz,GER,"FW,MF",19,2003,12.1,1,7,4,57.1,0.58,0.33,0.14,0.25,18.6,0,0,0,0.8,0.8,0.11,0.2,0.2
Jeremie Frimpong,NED,"DF,MF",21,2000,30.1,8,38,19,50.0,1.26,0.63,0.21,0.42,11.9,0,0,0,7.6,7.6,0.2,0.4,0.4
Joel Pohjanpalo,FIN,"FW,MF",27,1994,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Jonathan Tah,GER,DF,26,1996,27.6,1,10,2,20.0,0.36,0.07,0.1,0.5,9.7,0,0,0,1.1,1.1,0.11,-0.1,-0.1
Karim Bellarabi,GER,"FW,MF",32,1990,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Kerem Demirbay,GER,MF,29,1993,17.2,4,31,6,19.4,1.81,0.35,0.13,0.67,24.3,8,0,0,2.2,2.2,0.07,1.8,1.8
Lukáš Hrádecký,FIN,GK,32,1989,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Mitchel Bakker,NED,"DF,MF",22,2000,18.4,3,17,8,47.1,0.92,0.43,0.18,0.38,18.9,0,0,0,1.7,1.7,0.1,1.3,1.3
Moussa Diaby,FRA,"FW,MF",23,1999,30.0,9,79,34,43.0,2.63,1.13,0.11,0.26,17.8,0,0,1,11.0,10.3,0.13,-2.0,-1.3
Nadiem Amiri,GER,"MF,FW",25,1996,10.9,4,23,8,34.8,2.12,0.74,0.13,0.38,24.3,3,1,1,1.9,1.1,0.05,2.1,1.9
Noah Mbamba,BEL,MF,17,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Odilon Kossonou,CIV,DF,21,2001,16.9,0,3,0,0.0,0.18,0.0,0.0,,23.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Patrik Schick,CZE,FW,26,1996,10.5,3,34,14,41.2,3.25,1.34,0.09,0.21,12.8,1,0,0,4.6,4.6,0.14,-1.6,-1.6
Paulinho,BRA,FW,22,2000,0.9,1,2,1,50.0,2.2,1.1,0.5,1.0,16.1,0,0,0,0.5,0.5,0.26,0.5,0.5
Piero Hincapié,ECU,"DF,MF",20,2002,27.3,1,17,6,35.3,0.62,0.22,0.06,0.17,16.6,0,0,0,1.3,1.3,0.08,-0.3,-0.3
Robert Andrich,GER,MF,27,1994,26.7,2,30,9,30.0,1.12,0.34,0.07,0.22,21.6,1,0,0,1.6,1.6,0.05,0.4,0.4
Sardar Azmoun,IRN,"FW,MF",27,1995,10.3,4,28,10,35.7,2.72,0.97,0.14,0.4,12.1,0,0,0,3.5,3.5,0.13,0.5,0.5
Timothy Fosu-Mensah,NED,DF,24,1998,2.1,0,3,2,66.7,1.41,0.94,0.0,0.0,24.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
