General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Player,Nation,Pos,Age,Born,Mp,Min,Mn/mp,Min%,90s,Starts,Mn/start,Compl,Subs,Mn/sub,Unsub,Ppm,Ong,Onga,+/-,+/-90,On-off,Onxg,Onxga,Xg+/-,Xg+/-90,On-off
Adam Hložek,CZE,"FW,MF",20,2002,29,1286,44,42.0,14.3,16,66,0,13,18,3,1.31,21,17,4,0.28,0.08,19.3,18.2,1.1,0.08,-0.3
Amine Adli,MAR,"FW,MF",22,2000,26,1435,55,46.9,15.9,16,74,1,10,26,1,1.69,29,17,12,0.75,0.97,26.3,15.7,10.6,0.66,0.77
Andrey Lunyov,RUS,GK,30,1991,1,90,90,2.9,1.0,1,90,1,0,,10,0.0,1,2,-1,-1.0,-1.27,2.5,0.4,2.1,2.1,1.91
Ayman Aourir,GER,MF,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ayman Azhil,MAR,MF,21,2001,1,1,1,0.0,0.0,0,,0,1,1,10,3.0,0,0,0,0.0,-0.24,0.0,0.0,0.0,0.0,-0.25
Callum Hudson-Odoi,ENG,"FW,MF",21,2000,14,605,43,19.8,6.7,7,68,0,7,18,8,1.5,12,13,-1,-0.15,-0.48,9.8,8.7,1.0,0.15,-0.12
Charles Aránguiz,CHI,MF,33,1989,10,493,49,16.1,5.5,4,60,0,6,42,0,0.8,7,10,-3,-0.55,-0.93,7.4,8.6,-1.2,-0.22,-0.57
Daley Sinkgraven,NED,"DF,MF",27,1995,12,344,29,11.2,3.8,4,69,0,8,9,17,1.83,9,9,0,0.0,-0.27,6.0,4.5,1.4,0.38,0.14
Edmond Tapsoba,BFA,DF,23,1999,33,2871,87,93.8,31.9,32,89,30,1,29,0,1.42,52,47,5,0.16,-1.27,49.5,39.7,9.7,0.3,0.84
Exequiel Palacios,ARG,MF,23,1998,25,1654,66,54.1,18.4,19,78,11,6,27,1,1.6,32,25,7,0.38,0.32,29.4,20.4,9.0,0.49,0.51
Florian Wirtz,GER,"FW,MF",19,2003,17,1090,64,35.6,12.1,11,82,5,6,31,0,1.53,22,15,7,0.58,0.53,20.0,12.2,7.8,0.64,0.61
Jeremie Frimpong,NED,"DF,MF",21,2000,34,2708,80,88.5,30.1,32,82,16,2,41,0,1.47,50,40,10,0.33,0.84,46.3,36.7,9.6,0.32,0.59
Joel Pohjanpalo,FIN,"FW,MF",27,1994,1,4,4,0.1,0.0,0,,0,1,4,1,0.0,0,0,0,0.0,-0.24,0.2,0.0,0.2,4.24,3.99
Jonathan Tah,GER,DF,26,1996,33,2487,75,81.3,27.6,28,86,24,5,13,0,1.48,44,45,-1,-0.04,-1.45,39.6,36.8,2.9,0.1,-0.79
Karim Bellarabi,GER,"FW,MF",32,1990,8,85,11,2.8,0.9,1,45,0,7,6,8,1.5,0,1,-1,-1.06,-1.33,1.5,2.0,-0.5,-0.54,-0.81
