General,General,General,General,General,Playing time,Playing time,Playing time,Playing time,Playing time,Starts,Starts,Starts,Subs,Subs,Subs,Team success,Team success,Team success,Team success,Team success,Team success,Team success (xg),Team success (xg),Team success (xg),Team success (xg),Team success (xg)
Kerem Demirbay,GER,MF,29,1993,25,1544,62,50.5,17.2,17,79,7,8,26,7,1.36,25,26,-1,-0.06,-0.59,27.2,23.5,3.7,0.22,-0.08
Leon Köhl,GER,MF,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
Lukáš Hrádecký,FIN,GK,32,1989,33,2969,90,97.0,33.0,33,90,32,0,,0,1.52,56,47,9,0.27,1.26,48.9,42.3,6.6,0.2,-1.76
Madi Monamay,BEL,MF,16,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mitchel Bakker,NED,"DF,MF",22,2000,28,1659,59,54.2,18.4,19,80,11,9,15,4,1.5,33,28,5,0.27,0.08,25.1,22.9,2.2,0.12,-0.29
Moussa Diaby,FRA,"FW,MF",23,1999,33,2699,82,88.2,30.0,33,82,16,0,,0,1.52,49,39,10,0.33,0.83,44.9,35.8,9.1,0.3,0.44
Nadiem Amiri,GER,"MF,FW",25,1996,25,977,39,31.9,10.9,9,75,2,16,19,4,1.44,19,20,-1,-0.09,-0.48,14.4,12.8,1.6,0.15,-0.16
Niklas Lomb,GER,GK,29,1993,0,,,,,0,,0,0,,14,,,,,,,,,,,
Noah Mbamba,BEL,MF,17,2005,1,1,1,0.0,0.0,0,,0,1,1,11,0.0,0,0,0,0.0,-0.24,0.0,0.0,0.0,0.0,-0.25
Odilon Kossonou,CIV,DF,21,2001,24,1523,63,49.8,16.9,17,83,13,7,15,6,1.75,35,20,15,0.89,1.3,28.8,22.1,6.7,0.4,0.29
Patrick Pentz,AUT,GK,25,1997,0,,,,,0,,0,0,,15,,,,,,,,,,,
Patrik Schick,CZE,FW,26,1996,14,941,67,30.8,10.5,10,83,6,4,27,0,0.86,16,21,-5,-0.48,-1.03,16.4,17.8,-1.4,-0.13,-0.56
Paulinho,BRA,FW,22,2000,4,82,21,2.7,0.9,1,45,0,3,12,4,1.0,1,2,-1,-1.1,-1.37,0.8,1.6,-0.8,-0.86,-1.15
Piero Hincapié,ECU,"DF,MF",20,2002,30,2457,82,80.3,27.3,27,87,16,3,39,0,1.6,46,32,14,0.51,1.41,38.9,33.3,5.6,0.2,-0.24
Robert Andrich,GER,MF,27,1994,29,2406,83,78.6,26.7,28,85,24,1,15,0,1.55,50,38,12,0.45,1.0,40.9,34.9,6.0,0.23,-0.13
Sardar Azmoun,IRN,"FW,MF",27,1995,23,927,40,30.3,10.3,8,81,3,15,19,3,1.22,13,17,-4,-0.39,-0.89,17.8,13.6,4.2,0.41,0.22
Timothy Fosu-Mensah,NED,DF,24,1998,11,191,17,6.2,2.1,1,53,0,10,14,19,2.27,5,2,3,1.41,1.26,3.3,1.9,1.4,0.64,0.42
Zidan Sertdemir,DEN,MF,17,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,
