General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Adam Hložek,CZE,"FW,MF",20,2002,14.3,332,309,23,1,1,2,15,1,11,5,4,0,241,0,10
Amine Adli,MAR,"FW,MF",22,2000,15.9,565,535,23,4,3,2,18,5,8,2,2,0,427,7,19
Andrey Lunyov,RUS,GK,30,1991,1.0,44,39,5,2,0,0,0,0,0,0,0,0,35,0,0
Ayman Azhil,MAR,MF,21,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum Hudson-Odoi,ENG,"FW,MF",21,2000,6.7,248,223,22,8,1,2,12,4,4,3,0,0,206,3,6
Charles Aránguiz,CHI,MF,33,1989,5.5,311,290,20,12,0,0,12,1,7,4,3,0,248,1,3
Daley Sinkgraven,NED,"DF,MF",27,1995,3.8,209,174,35,2,0,1,3,33,0,0,0,0,159,0,5
Edmond Tapsoba,BFA,DF,23,1999,31.9,2211,2095,112,74,9,6,3,14,0,0,0,0,1891,4,20
Exequiel Palacios,ARG,MF,23,1998,18.4,1204,1152,46,37,4,4,5,7,0,0,0,0,1022,6,15
Florian Wirtz,GER,"FW,MF",19,2003,12.1,634,558,74,21,15,9,43,11,30,17,8,0,473,2,11
Jeremie Frimpong,NED,"DF,MF",21,2000,30.1,1232,992,239,13,0,4,70,226,0,0,0,0,982,1,35
Joel Pohjanpalo,FIN,"FW,MF",27,1994,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Jonathan Tah,GER,DF,26,1996,27.6,1637,1591,44,30,0,6,3,2,0,0,0,0,1455,2,8
Karim Bellarabi,GER,"FW,MF",32,1990,0.9,57,56,1,0,0,0,8,1,0,0,0,0,37,0,1
Kerem Demirbay,GER,MF,29,1993,17.2,1069,940,124,56,3,8,90,7,55,29,20,0,827,5,19
Lukáš Hrádecký,FIN,GK,32,1989,33.0,1101,825,276,74,0,0,0,0,0,0,0,0,792,0,0
Mitchel Bakker,NED,"DF,MF",22,2000,18.4,968,790,177,14,1,8,26,162,1,0,0,0,764,1,20
Moussa Diaby,FRA,"FW,MF",23,1999,30.0,1003,938,57,6,12,5,95,28,13,4,5,0,741,8,31
Nadiem Amiri,GER,"MF,FW",25,1996,10.9,507,472,32,14,4,4,16,4,9,2,7,0,423,3,15
Noah Mbamba,BEL,MF,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odilon Kossonou,CIV,DF,21,2001,16.9,973,911,60,22,0,2,4,38,0,0,0,0,808,2,19
Patrik Schick,CZE,FW,26,1996,10.5,253,233,19,2,1,0,4,6,0,0,0,0,176,1,5
Paulinho,BRA,FW,22,2000,0.9,28,27,1,0,0,0,0,0,1,0,0,0,23,0,1
Piero Hincapié,ECU,"DF,MF",20,2002,27.3,1798,1646,152,32,2,4,26,102,0,0,0,0,1480,0,30
Robert Andrich,GER,MF,27,1994,26.7,1455,1404,49,42,0,4,4,5,0,0,0,0,1218,2,12
Sardar Azmoun,IRN,"FW,MF",27,1995,10.3,247,232,13,0,2,0,0,1,0,0,0,0,162,2,10
Timothy Fosu-Mensah,NED,DF,24,1998,2.1,119,96,22,2,0,1,4,20,0,0,0,0,93,1,3
