General,General,General,General,General,General,General,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Pass types,Corner kicks,Corner kicks,Corner kicks,Outcomes,Outcomes,Outcomes
Player,Nation,Pos,Age,Born,90s,Att,Live,Dead,Fk,Tb,Sw,Crs,Ti,Ck,In,Out,Str,Cmp,Off,Blocks
Aleksandr Golovin,RUS,"MF,FW",26,1996,27.4,1099,989,103,26,8,8,111,17,60,23,31,1,769,7,35
Alexander Nübel,GER,GK,25,1996,38.0,1141,786,355,89,1,2,0,0,0,0,0,0,851,0,0
Axel Disasi,FRA,DF,24,1998,37.0,1957,1882,71,50,2,25,14,21,0,0,0,0,1630,4,17
Benoît Badiashile,FRA,DF,21,2001,9.3,468,455,13,13,0,5,0,0,0,0,0,0,403,0,2
Breel Embolo,SUI,FW,25,1997,20.7,448,424,16,1,3,3,4,1,0,0,0,0,307,8,21
Caio Henrique Oliveira Silva,BRA,DF,25,1997,32.2,1963,1540,418,98,3,6,169,242,78,40,33,0,1478,5,38
Chrislain Matsima,FRA,DF,20,2002,5.0,230,208,20,5,0,0,2,15,0,0,0,0,194,2,0
Edan Diop,FRA,"DF,FW",17,2004,2.5,121,113,6,1,1,0,7,5,0,0,0,0,89,2,5
Eliesse Ben Seghir,MAR,"FW,MF",17,2005,11.7,436,417,19,1,5,3,7,2,3,2,1,0,342,0,13
Eliot Matazo,BEL,MF,20,2002,13.1,493,483,7,6,0,7,2,0,0,0,0,0,399,3,8
Gelson Martins,POR,"MF,FW",27,1995,3.8,155,154,1,0,0,0,5,1,0,0,0,0,121,0,6
Guillermo Maripán,CHI,DF,28,1994,24.0,1162,1120,41,36,0,7,1,0,0,0,0,0,1015,1,9
Ismail Jakobs,SEN,"DF,FW",22,1999,12.4,656,560,89,12,1,2,61,74,3,1,0,0,423,7,27
Jean Lucas,BRA,MF,24,1998,3.2,154,152,1,1,1,2,1,0,0,0,0,0,134,1,1
Kevin Volland,GER,"FW,MF",30,1992,7.1,200,196,3,1,3,2,8,1,0,0,0,0,112,1,15
Krépin Diatta,SEN,"MF,FW",23,1999,23.0,771,746,19,1,0,2,54,18,0,0,0,0,581,6,21
Maghnes Akliouche,FRA,"MF,FW",20,2002,4.5,168,161,5,1,0,0,10,3,1,1,0,0,130,2,6
Malang Sarr,FRA,DF,23,1999,8.0,517,503,13,9,0,10,1,3,0,0,0,0,460,1,5
Mohamed Camara,MLI,MF,22,2000,24.4,1284,1243,36,32,5,20,4,4,0,0,0,0,1119,5,16
Myron Boadu,NED,FW,21,2001,3.3,57,54,3,0,0,0,1,0,0,0,0,0,39,0,2
Ruben Aguilar,FRA,DF,29,1993,13.0,847,696,149,18,0,3,39,131,0,0,0,0,696,2,22
Sofiane Diop,FRA,MF,22,2000,0.7,33,26,7,1,0,0,7,0,6,4,2,0,20,0,1
Soungoutou Magassa,FRA,MF,18,2003,0.9,34,31,2,2,0,0,0,0,0,0,0,0,27,1,0
Takumi Minamino,JPN,"MF,FW",27,1995,8.0,259,234,23,7,0,2,31,3,11,9,2,0,168,2,9
Vanderson,BRA,"DF,MF",21,2001,24.6,1382,1170,203,15,1,14,98,184,4,0,3,0,1039,9,36
Wissam Ben Yedder,FRA,FW,31,1990,23.5,605,548,53,1,1,1,17,2,0,0,0,0,449,4,20
Youssouf Fofana,FRA,MF,23,1999,34.3,1738,1683,44,30,11,13,7,3,0,0,0,0,1419,11,21
