General,General,General,General,General,General,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,General,General,Expected,Expected,General,General,General,General,General
Player,Nation,Pos,Age,Born,90s,Cmp,Att,Cmp%,Totdist,Prgdist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,Xag,Xa,A-xag,Kp,1/3,Ppa,Crspa,Prgp
Aleksandr Golovin,RUS,"MF,FW",26,1996,27.4,769,1099,70.0,12831,4245,384,484,79.3,256,346,74.0,92,181,50.8,7,5.8,5.6,1.2,59,74,55,6,132
Alexander Nübel,GER,GK,25,1996,38.0,851,1141,74.6,25434,18986,120,121,99.2,358,367,97.5,369,649,56.9,0,0.0,0.3,0.0,1,4,0,0,1
Axel Disasi,FRA,DF,24,1998,37.0,1630,1957,83.3,32964,12826,524,593,88.4,873,970,90.0,203,330,61.5,3,1.2,1.7,1.8,9,211,12,3,206
Benoît Badiashile,FRA,DF,21,2001,9.3,403,468,86.1,8296,3424,123,137,89.8,210,235,89.4,60,83,72.3,0,0.4,0.8,-0.4,1,46,3,0,39
Breel Embolo,SUI,FW,25,1997,20.7,307,448,68.5,4498,1110,168,228,73.7,91,128,71.1,21,25,84.0,2,3.2,2.4,-1.2,28,27,19,0,52
Caio Henrique Oliveira Silva,BRA,DF,25,1997,32.2,1478,1963,75.3,24343,9841,713,792,90.0,608,763,79.7,114,312,36.5,9,5.2,5.4,3.8,51,137,34,9,197
Chrislain Matsima,FRA,DF,20,2002,5.0,194,230,84.3,3565,1447,70,81,86.4,105,118,89.0,15,24,62.5,1,0.4,0.3,0.6,1,16,4,0,23
Edan Diop,FRA,"DF,FW",17,2004,2.5,89,121,73.6,1431,396,45,58,77.6,37,46,80.4,5,7,71.4,0,0.8,0.6,-0.8,3,9,6,0,17
Eliesse Ben Seghir,MAR,"FW,MF",17,2005,11.7,342,436,78.4,4983,1280,181,224,80.8,123,145,84.8,16,26,61.5,1,1.2,1.1,-0.2,14,30,21,0,55
Eliot Matazo,BEL,MF,20,2002,13.1,399,493,80.9,7648,1822,156,186,83.9,183,213,85.9,54,73,74.0,0,0.1,0.3,-0.1,2,50,3,0,60
Gelson Martins,POR,"MF,FW",27,1995,3.8,121,155,78.1,1651,377,74,86,86.0,39,49,79.6,3,8,37.5,0,0.3,0.4,-0.3,3,8,9,0,14
Guillermo Maripán,CHI,DF,28,1994,24.0,1015,1162,87.3,21435,7180,264,293,90.1,600,655,91.6,135,180,75.0,0,0.1,0.3,-0.1,2,62,2,0,68
Ismail Jakobs,SEN,"DF,FW",22,1999,12.4,423,656,64.5,6246,2158,231,300,77.0,138,214,64.5,26,78,33.3,2,1.5,1.4,0.5,12,36,18,10,46
Jean Lucas,BRA,MF,24,1998,3.2,134,154,87.0,2491,633,60,67,89.6,54,59,91.5,17,22,77.3,0,0.2,0.2,-0.2,3,19,1,0,20
Kevin Volland,GER,"FW,MF",30,1992,7.1,112,200,56.0,1719,722,65,102,63.7,30,50,60.0,10,20,50.0,2,1.6,1.3,0.4,14,14,8,0,31
Krépin Diatta,SEN,"MF,FW",23,1999,23.0,581,771,75.4,8271,2607,336,404,83.2,189,258,73.3,25,48,52.1,2,3.4,3.9,-1.4,26,49,35,9,90
Maghnes Akliouche,FRA,"MF,FW",20,2002,4.5,130,168,77.4,1613,498,78,91,85.7,34,46,73.9,3,7,42.9,0,0.5,0.5,-0.5,6,12,5,0,16
Malang Sarr,FRA,DF,23,1999,8.0,460,517,89.0,9845,3187,120,131,91.6,258,274,94.2,74,95,77.9,0,0.0,0.2,0.0,1,55,1,0,59
Mohamed Camara,MLI,MF,22,2000,24.4,1119,1284,87.1,21268,5952,435,484,89.9,501,549,91.3,153,203,75.4,3,2.2,1.5,0.8,18,121,15,2,135
Myron Boadu,NED,FW,21,2001,3.3,39,57,68.4,455,114,25,34,73.5,9,15,60.0,1,1,100.0,0,0.3,0.5,-0.3,4,3,3,1,3
Ruben Aguilar,FRA,DF,29,1993,13.0,696,847,82.2,10933,4515,352,394,89.3,291,343,84.8,36,68,52.9,0,0.9,1.2,-0.9,3,72,11,5,102
Sofiane Diop,FRA,MF,22,2000,0.7,20,33,60.6,276,92,14,19,73.7,2,6,33.3,2,5,40.0,0,0.1,0.1,-0.1,3,0,2,0,2
Soungoutou Magassa,FRA,MF,18,2003,0.9,27,34,79.4,514,195,12,15,80.0,8,8,100.0,6,9,66.7,0,0.0,0.0,0.0,0,3,0,0,3
Takumi Minamino,JPN,"MF,FW",27,1995,8.0,168,259,64.9,2530,689,80,109,73.4,57,75,76.0,13,37,35.1,3,1.4,1.9,1.6,10,13,12,0,28
Vanderson,BRA,"DF,MF",21,2001,24.6,1039,1382,75.2,17816,6391,492,590,83.4,405,516,78.5,103,192,53.6,4,3.5,3.1,0.5,27,85,31,14,108
Wissam Ben Yedder,FRA,FW,31,1990,23.5,449,605,74.2,6103,1335,248,308,80.5,142,184,77.2,16,36,44.4,6,3.8,3.7,2.2,25,32,30,0,75
Youssouf Fofana,FRA,MF,23,1999,34.3,1419,1738,81.6,24636,7618,617,748,82.5,602,688,87.5,146,211,69.2,2,4.4,3.0,-2.4,32,185,34,0,238
